"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
1.62,0.00002,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"416-15","Alloy 617",314626,"Plate"
5.29,0.00005,"Qualified",,0.04,"CapPass","Cycle 1",1,2,"416-15","Alloy 617",314626,"Plate"
8.91,0.00007,"Qualified",,0.08,"CapPass","Cycle 1",1,3,"416-15","Alloy 617",314626,"Plate"
12.87,0.00010,"Qualified",,0.11,"CapPass","Cycle 1",1,4,"416-15","Alloy 617",314626,"Plate"
16.41,0.00012,"Qualified",,0.14,"CapPass","Cycle 1",1,5,"416-15","Alloy 617",314626,"Plate"
19.59,0.00015,"Qualified",,0.18,"CapPass","Cycle 1",1,6,"416-15","Alloy 617",314626,"Plate"
22.55,0.00017,"Qualified",,0.22,"CapPass","Cycle 1",1,7,"416-15","Alloy 617",314626,"Plate"
25.76,0.00020,"Qualified",,0.29,"CapPass","Cycle 1",1,8,"416-15","Alloy 617",314626,"Plate"
29.29,0.00022,"Qualified",,0.35,"CapPass","Cycle 1",1,9,"416-15","Alloy 617",314626,"Plate"
33.17,0.00025,"Qualified",,0.38,"CapPass","Cycle 1",1,10,"416-15","Alloy 617",314626,"Plate"
37.01,0.00027,"Qualified",,0.41,"CapPass","Cycle 1",1,11,"416-15","Alloy 617",314626,"Plate"
41.06,0.00030,"Qualified",,0.43,"CapPass","Cycle 1",1,12,"416-15","Alloy 617",314626,"Plate"
44.60,0.00032,"Qualified",,0.45,"CapPass","Cycle 1",1,13,"416-15","Alloy 617",314626,"Plate"
48.17,0.00035,"Qualified",,0.47,"CapPass","Cycle 1",1,14,"416-15","Alloy 617",314626,"Plate"
51.69,0.00038,"Qualified",,0.49,"CapPass","Cycle 1",1,15,"416-15","Alloy 617",314626,"Plate"
55.04,0.00040,"Qualified",,0.51,"CapPass","Cycle 1",1,16,"416-15","Alloy 617",314626,"Plate"
58.35,0.00043,"Qualified",,0.54,"CapPass","Cycle 1",1,17,"416-15","Alloy 617",314626,"Plate"
61.43,0.00045,"Qualified",,0.56,"CapPass","Cycle 1",1,18,"416-15","Alloy 617",314626,"Plate"
64.55,0.00048,"Qualified",,0.59,"CapPass","Cycle 1",1,19,"416-15","Alloy 617",314626,"Plate"
67.48,0.00050,"Qualified",,0.61,"CapPass","Cycle 1",1,20,"416-15","Alloy 617",314626,"Plate"
70.65,0.00053,"Qualified",,0.65,"CapPass","Cycle 1",1,21,"416-15","Alloy 617",314626,"Plate"
73.83,0.00055,"Qualified",,0.68,"CapPass","Cycle 1",1,22,"416-15","Alloy 617",314626,"Plate"
77.35,0.00058,"Qualified",,0.72,"CapPass","Cycle 1",1,23,"416-15","Alloy 617",314626,"Plate"
80.68,0.00060,"Qualified",,0.76,"CapPass","Cycle 1",1,24,"416-15","Alloy 617",314626,"Plate"
84.28,0.00063,"Qualified",,0.79,"CapPass","Cycle 1",1,25,"416-15","Alloy 617",314626,"Plate"
88.13,0.00065,"Qualified",,0.83,"CapPass","Cycle 1",1,26,"416-15","Alloy 617",314626,"Plate"
88.24,0.00065,"Qualified",,0.83,"CapPass","Cycle 1",1,27,"416-15","Alloy 617",314626,"Plate"
91.71,0.00068,"Qualified",,0.86,"CapPass","Cycle 1",1,28,"416-15","Alloy 617",314626,"Plate"
95.76,0.00070,"Qualified",,0.89,"CapPass","Cycle 1",1,29,"416-15","Alloy 617",314626,"Plate"
99.44,0.00073,"Qualified",,0.91,"CapPass","Cycle 1",1,30,"416-15","Alloy 617",314626,"Plate"
103.38,0.00076,"Qualified",,0.93,"CapPass","Cycle 1",1,31,"416-15","Alloy 617",314626,"Plate"
