"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
12.60,0.00002,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"43-9","Alloy 617",314626,"Plate"
15.77,0.00004,"Qualified",,0.04,"CapPass","Cycle 1",1,2,"43-9","Alloy 617",314626,"Plate"
19.95,0.00007,"Qualified",,0.09,"CapPass","Cycle 1",1,3,"43-9","Alloy 617",314626,"Plate"
24.12,0.00009,"Qualified",,0.14,"CapPass","Cycle 1",1,4,"43-9","Alloy 617",314626,"Plate"
27.27,0.00012,"Qualified",,0.17,"CapPass","Cycle 1",1,5,"43-9","Alloy 617",314626,"Plate"
30.80,0.00014,"Qualified",,0.19,"CapPass","Cycle 1",1,6,"43-9","Alloy 617",314626,"Plate"
33.99,0.00017,"Qualified",,0.21,"CapPass","Cycle 1",1,7,"43-9","Alloy 617",314626,"Plate"
37.59,0.00020,"Qualified",,0.23,"CapPass","Cycle 1",1,8,"43-9","Alloy 617",314626,"Plate"
40.76,0.00022,"Qualified",,0.25,"CapPass","Cycle 1",1,9,"43-9","Alloy 617",314626,"Plate"
43.92,0.00025,"Qualified",,0.27,"CapPass","Cycle 1",1,10,"43-9","Alloy 617",314626,"Plate"
47.12,0.00027,"Qualified",,0.30,"CapPass","Cycle 1",1,11,"43-9","Alloy 617",314626,"Plate"
49.99,0.00030,"Qualified",,0.33,"CapPass","Cycle 1",1,12,"43-9","Alloy 617",314626,"Plate"
52.65,0.00032,"Qualified",,0.35,"CapPass","Cycle 1",1,13,"43-9","Alloy 617",314626,"Plate"
55.69,0.00035,"Qualified",,0.38,"CapPass","Cycle 1",1,14,"43-9","Alloy 617",314626,"Plate"
59.37,0.00037,"Qualified",,0.43,"CapPass","Cycle 1",1,15,"43-9","Alloy 617",314626,"Plate"
62.63,0.00040,"Qualified",,0.46,"CapPass","Cycle 1",1,16,"43-9","Alloy 617",314626,"Plate"
66.78,0.00042,"Qualified",,0.51,"CapPass","Cycle 1",1,17,"43-9","Alloy 617",314626,"Plate"
69.92,0.00045,"Qualified",,0.54,"CapPass","Cycle 1",1,18,"43-9","Alloy 617",314626,"Plate"
73.13,0.00048,"Qualified",,0.57,"CapPass","Cycle 1",1,19,"43-9","Alloy 617",314626,"Plate"
76.12,0.00050,"Qualified",,0.59,"CapPass","Cycle 1",1,20,"43-9","Alloy 617",314626,"Plate"
79.64,0.00053,"Qualified",,0.62,"CapPass","Cycle 1",1,21,"43-9","Alloy 617",314626,"Plate"
83.08,0.00055,"Qualified",,0.65,"CapPass","Cycle 1",1,22,"43-9","Alloy 617",314626,"Plate"
