"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
2.96,0.00003,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"43-20","Alloy 617",314626,"Plate"
6.75,0.00005,"Qualified",,0.04,"CapPass","Cycle 1",1,2,"43-20","Alloy 617",314626,"Plate"
10.85,0.00008,"Qualified",,0.08,"CapPass","Cycle 1",1,3,"43-20","Alloy 617",314626,"Plate"
15.02,0.00010,"Qualified",,0.12,"CapPass","Cycle 1",1,4,"43-20","Alloy 617",314626,"Plate"
19.12,0.00013,"Qualified",,0.15,"CapPass","Cycle 1",1,5,"43-20","Alloy 617",314626,"Plate"
22.25,0.00015,"Qualified",,0.19,"CapPass","Cycle 1",1,6,"43-20","Alloy 617",314626,"Plate"
25.70,0.00018,"Qualified",,0.26,"CapPass","Cycle 1",1,7,"43-20","Alloy 617",314626,"Plate"
28.23,0.00020,"Qualified",,0.30,"CapPass","Cycle 1",1,8,"43-20","Alloy 617",314626,"Plate"
31.50,0.00023,"Qualified",,0.34,"CapPass","Cycle 1",1,9,"43-20","Alloy 617",314626,"Plate"
35.23,0.00026,"Qualified",,0.37,"CapPass","Cycle 1",1,10,"43-20","Alloy 617",314626,"Plate"
39.11,0.00028,"Qualified",,0.39,"CapPass","Cycle 1",1,11,"43-20","Alloy 617",314626,"Plate"
42.69,0.00031,"Qualified",,0.41,"CapPass","Cycle 1",1,12,"43-20","Alloy 617",314626,"Plate"
46.17,0.00033,"Qualified",,0.42,"CapPass","Cycle 1",1,13,"43-20","Alloy 617",314626,"Plate"
49.78,0.00036,"Qualified",,0.44,"CapPass","Cycle 1",1,14,"43-20","Alloy 617",314626,"Plate"
53.21,0.00038,"Qualified",,0.46,"CapPass","Cycle 1",1,15,"43-20","Alloy 617",314626,"Plate"
56.75,0.00041,"Qualified",,0.49,"CapPass","Cycle 1",1,16,"43-20","Alloy 617",314626,"Plate"
60.29,0.00044,"Qualified",,0.52,"CapPass","Cycle 1",1,17,"43-20","Alloy 617",314626,"Plate"
64.11,0.00046,"Qualified",,0.55,"CapPass","Cycle 1",1,18,"43-20","Alloy 617",314626,"Plate"
67.01,0.00049,"Qualified",,0.58,"CapPass","Cycle 1",1,19,"43-20","Alloy 617",314626,"Plate"
70.30,0.00051,"Qualified",,0.62,"CapPass","Cycle 1",1,20,"43-20","Alloy 617",314626,"Plate"
73.75,0.00054,"Qualified",,0.65,"CapPass","Cycle 1",1,21,"43-20","Alloy 617",314626,"Plate"
77.54,0.00056,"Qualified",,0.69,"CapPass","Cycle 1",1,22,"43-20","Alloy 617",314626,"Plate"
80.83,0.00059,"Qualified",,0.72,"CapPass","Cycle 1",1,23,"43-20","Alloy 617",314626,"Plate"
84.00,0.00061,"Qualified",,0.75,"CapPass","Cycle 1",1,24,"43-20","Alloy 617",314626,"Plate"
87.14,0.00064,"Qualified",,0.78,"CapPass","Cycle 1",1,25,"43-20","Alloy 617",314626,"Plate"
90.94,0.00066,"Qualified",,0.80,"CapPass","Cycle 1",1,26,"43-20","Alloy 617",314626,"Plate"
94.59,0.00069,"Qualified",,0.82,"CapPass","Cycle 1",1,27,"43-20","Alloy 617",314626,"Plate"
98.25,0.00072,"Qualified",,0.84,"CapPass","Cycle 1",1,28,"43-20","Alloy 617",314626,"Plate"
102.02,0.00074,"Qualified",,0.86,"CapPass","Cycle 1",1,29,"43-20","Alloy 617",314626,"Plate"
105.73,0.00077,"Qualified",,0.88,"CapPass","Cycle 1",1,30,"43-20","Alloy 617",314626,"Plate"
109.29,0.00079,"Qualified",,0.90,"CapPass","Cycle 1",1,31,"43-20","Alloy 617",314626,"Plate"
112.62,0.00082,"Qualified",,0.92,"CapPass","Cycle 1",1,32,"43-20","Alloy 617",314626,"Plate"
116.00,0.00085,"Qualified",,0.93,"CapPass","Cycle 1",1,33,"43-20","Alloy 617",314626,"Plate"
119.03,0.00087,"Qualified",,0.95,"CapPass","Cycle 1",1,34,"43-20","Alloy 617",314626,"Plate"
122.31,0.00090,"Qualified",,0.97,"CapPass","Cycle 1",1,35,"43-20","Alloy 617",314626,"Plate"
125.21,0.00092,"Qualified",,0.98,"CapPass","Cycle 1",1,36,"43-20","Alloy 617",314626,"Plate"
128.18,0.00095,"Qualified",,1.00,"CapPass","Cycle 1",1,37,"43-20","Alloy 617",314626,"Plate"
131.33,0.00098,"Qualified",,1.02,"CapPass","Cycle 1",1,38,"43-20","Alloy 617",314626,"Plate"
134.15,0.00100,"Qualified",,1.04,"CapPass","Cycle 1",1,39,"43-20","Alloy 617",314626,"Plate"
140.17,0.00103,"Qualified",,1.08,"CapPass","Cycle 1",1,40,"43-20","Alloy 617",314626,"Plate"
143.54,0.00105,"Qualified",,1.11,"CapPass","Cycle 1",1,41,"43-20","Alloy 617",314626,"Plate"
146.82,0.00108,"Qualified",,1.13,"CapPass","Cycle 1",1,42,"43-20","Alloy 617",314626,"Plate"
149.68,0.00110,"Qualified",,1.15,"CapPass","Cycle 1",1,43,"43-20","Alloy 617",314626,"Plate"
152.65,0.00113,"Qualified",,1.17,"CapPass","Cycle 1",1,44,"43-20","Alloy 617",314626,"Plate"
155.44,0.00115,"Qualified",,1.19,"CapPass","Cycle 1",1,45,"43-20","Alloy 617",314626,"Plate"
158.15,0.00118,"Qualified",,1.21,"CapPass","Cycle 1",1,46,"43-20","Alloy 617",314626,"Plate"
160.69,0.00121,"Qualified",,1.24,"CapPass","Cycle 1",1,47,"43-20","Alloy 617",314626,"Plate"
162.59,0.00123,"Qualified",,1.26,"CapPass","Cycle 1",1,48,"43-20","Alloy 617",314626,"Plate"
163.07,0.00126,"Qualified",,1.27,"CapPass","Cycle 1",1,49,"43-20","Alloy 617",314626,"Plate"
163.03,0.00129,"Qualified",,1.28,"CapPass","Cycle 1",1,50,"43-20","Alloy 617",314626,"Plate"
163.08,0.00132,"Qualified",,1.28,"CapPass","Cycle 1",1,51,"43-20","Alloy 617",314626,"Plate"
163.14,0.00134,"Qualified",,1.28,"CapPass","Cycle 1",1,52,"43-20","Alloy 617",314626,"Plate"
163.27,0.00137,"Qualified",,1.29,"CapPass","Cycle 1",1,53,"43-20","Alloy 617",314626,"Plate"
163.40,0.00140,"Qualified",,1.29,"CapPass","Cycle 1",1,54,"43-20","Alloy 617",314626,"Plate"
163.58,0.00143,"Qualified",,1.29,"CapPass","Cycle 1",1,55,"43-20","Alloy 617",314626,"Plate"
163.70,0.00146,"Qualified",,1.30,"CapPass","Cycle 1",1,56,"43-20","Alloy 617",314626,"Plate"
163.81,0.00148,"Qualified",,1.30,"CapPass","Cycle 1",1,57,"43-20","Alloy 617",314626,"Plate"
163.89,0.00151,"Qualified",,1.31,"CapPass","Cycle 1",1,58,"43-20","Alloy 617",314626,"Plate"
163.88,0.00154,"Qualified",,1.32,"CapPass","Cycle 1",1,59,"43-20","Alloy 617",314626,"Plate"
163.19,0.00156,"Qualified",,1.34,"CapPass","Cycle 1",1,60,"43-20","Alloy 617",314626,"Plate"
153.85,0.00154,"Qualified",,1.43,"CapPass","Cycle 1",1,61,"43-20","Alloy 617",314626,"Plate"
149.10,0.00151,"Qualified",,1.46,"CapPass","Cycle 1",1,62,"43-20","Alloy 617",314626,"Plate"
144.44,0.00148,"Qualified",,1.49,"CapPass","Cycle 1",1,63,"43-20","Alloy 617",314626,"Plate"
140.50,0.00146,"Qualified",,1.52,"CapPass","Cycle 1",1,64,"43-20","Alloy 617",314626,"Plate"
136.73,0.00143,"Qualified",,1.54,"CapPass","Cycle 1",1,65,"43-20","Alloy 617",314626,"Plate"
132.87,0.00141,"Qualified",,1.56,"CapPass","Cycle 1",1,66,"43-20","Alloy 617",314626,"Plate"
128.89,0.00138,"Qualified",,1.59,"CapPass","Cycle 1",1,67,"43-20","Alloy 617",314626,"Plate"
124.70,0.00136,"Qualified",,1.62,"CapPass","Cycle 1",1,68,"43-20","Alloy 617",314626,"Plate"
120.41,0.00133,"Qualified",,1.65,"CapPass","Cycle 1",1,69,"43-20","Alloy 617",314626,"Plate"
116.47,0.00131,"Qualified",,1.67,"CapPass","Cycle 1",1,70,"43-20","Alloy 617",314626,"Plate"
112.90,0.00128,"Qualified",,1.70,"CapPass","Cycle 1",1,71,"43-20","Alloy 617",314626,"Plate"
109.56,0.00126,"Qualified",,1.72,"CapPass","Cycle 1",1,72,"43-20","Alloy 617",314626,"Plate"
106.25,0.00123,"Qualified",,1.74,"CapPass","Cycle 1",1,73,"43-20","Alloy 617",314626,"Plate"
102.91,0.00120,"Qualified",,1.77,"CapPass","Cycle 1",1,74,"43-20","Alloy 617",314626,"Plate"
99.77,0.00118,"Qualified",,1.79,"CapPass","Cycle 1",1,75,"43-20","Alloy 617",314626,"Plate"
96.33,0.00115,"Qualified",,1.82,"CapPass","Cycle 1",1,76,"43-20","Alloy 617",314626,"Plate"
92.90,0.00113,"Qualified",,1.85,"CapPass","Cycle 1",1,77,"43-20","Alloy 617",314626,"Plate"
89.60,0.00110,"Qualified",,1.88,"CapPass","Cycle 1",1,78,"43-20","Alloy 617",314626,"Plate"
86.17,0.00108,"Qualified",,1.91,"CapPass","Cycle 1",1,79,"43-20","Alloy 617",314626,"Plate"
82.67,0.00105,"Qualified",,1.94,"CapPass","Cycle 1",1,80,"43-20","Alloy 617",314626,"Plate"
79.01,0.00103,"Qualified",,1.97,"CapPass","Cycle 1",1,81,"43-20","Alloy 617",314626,"Plate"
75.45,0.00100,"Qualified",,2.00,"CapPass","Cycle 1",1,82,"43-20","Alloy 617",314626,"Plate"
72.09,0.00097,"Qualified",,2.02,"CapPass","Cycle 1",1,83,"43-20","Alloy 617",314626,"Plate"
68.49,0.00095,"Qualified",,2.05,"CapPass","Cycle 1",1,84,"43-20","Alloy 617",314626,"Plate"
65.02,0.00092,"Qualified",,2.08,"CapPass","Cycle 1",1,85,"43-20","Alloy 617",314626,"Plate"
61.38,0.00090,"Qualified",,2.11,"CapPass","Cycle 1",1,86,"43-20","Alloy 617",314626,"Plate"
57.77,0.00087,"Qualified",,2.14,"CapPass","Cycle 1",1,87,"43-20","Alloy 617",314626,"Plate"
54.28,0.00085,"Qualified",,2.17,"CapPass","Cycle 1",1,88,"43-20","Alloy 617",314626,"Plate"
50.44,0.00082,"Qualified",,2.19,"CapPass","Cycle 1",1,89,"43-20","Alloy 617",314626,"Plate"
46.65,0.00080,"Qualified",,2.22,"CapPass","Cycle 1",1,90,"43-20","Alloy 617",314626,"Plate"
42.87,0.00077,"Qualified",,2.25,"CapPass","Cycle 1",1,91,"43-20","Alloy 617",314626,"Plate"
39.07,0.00075,"Qualified",,2.28,"CapPass","Cycle 1",1,92,"43-20","Alloy 617",314626,"Plate"
35.72,0.00072,"Qualified",,2.31,"CapPass","Cycle 1",1,93,"43-20","Alloy 617",314626,"Plate"
32.73,0.00070,"Qualified",,2.33,"CapPass","Cycle 1",1,94,"43-20","Alloy 617",314626,"Plate"
29.49,0.00067,"Qualified",,2.35,"CapPass","Cycle 1",1,95,"43-20","Alloy 617",314626,"Plate"
26.25,0.00064,"Qualified",,2.38,"CapPass","Cycle 1",1,96,"43-20","Alloy 617",314626,"Plate"
23.12,0.00062,"Qualified",,2.40,"CapPass","Cycle 1",1,97,"43-20","Alloy 617",314626,"Plate"
19.79,0.00059,"Qualified",,2.43,"CapPass","Cycle 1",1,98,"43-20","Alloy 617",314626,"Plate"
16.46,0.00057,"Qualified",,2.46,"CapPass","Cycle 1",1,99,"43-20","Alloy 617",314626,"Plate"
13.36,0.00054,"Qualified",,2.49,"CapPass","Cycle 1",1,100,"43-20","Alloy 617",314626,"Plate"
10.08,0.00052,"Qualified",,2.51,"CapPass","Cycle 1",1,101,"43-20","Alloy 617",314626,"Plate"
6.35,0.00049,"Qualified",,2.54,"CapPass","Cycle 1",1,102,"43-20","Alloy 617",314626,"Plate"
2.82,0.00047,"Qualified",,2.58,"CapPass","Cycle 1",1,103,"43-20","Alloy 617",314626,"Plate"
-0.55,0.00044,"Qualified",,2.60,"CapPass","Cycle 1",1,104,"43-20","Alloy 617",314626,"Plate"
-3.87,0.00041,"Qualified",,2.63,"CapPass","Cycle 1",1,105,"43-20","Alloy 617",314626,"Plate"
-7.00,0.00039,"Qualified",,2.66,"CapPass","Cycle 1",1,106,"43-20","Alloy 617",314626,"Plate"
-10.14,0.00036,"Qualified",,2.68,"CapPass","Cycle 1",1,107,"43-20","Alloy 617",314626,"Plate"
-13.21,0.00034,"Qualified",,2.71,"CapPass","Cycle 1",1,108,"43-20","Alloy 617",314626,"Plate"
-16.57,0.00031,"Qualified",,2.74,"CapPass","Cycle 1",1,109,"43-20","Alloy 617",314626,"Plate"
-19.02,0.00029,"Qualified",,2.78,"CapPass","Cycle 1",1,110,"43-20","Alloy 617",314626,"Plate"
-21.55,0.00026,"Qualified",,2.90,"CapPass","Cycle 1",1,111,"43-20","Alloy 617",314626,"Plate"
-24.78,0.00024,"Qualified",,2.94,"CapPass","Cycle 1",1,112,"43-20","Alloy 617",314626,"Plate"
-28.05,0.00021,"Qualified",,2.98,"CapPass","Cycle 1",1,113,"43-20","Alloy 617",314626,"Plate"
-31.58,0.00019,"Qualified",,3.02,"CapPass","Cycle 1",1,114,"43-20","Alloy 617",314626,"Plate"
-35.09,0.00016,"Qualified",,3.06,"CapPass","Cycle 1",1,115,"43-20","Alloy 617",314626,"Plate"
-39.75,0.00013,"Qualified",,3.08,"CapPass","Cycle 1",1,116,"43-20","Alloy 617",314626,"Plate"
-43.35,0.00011,"Qualified",,3.10,"CapPass","Cycle 1",1,117,"43-20","Alloy 617",314626,"Plate"
-46.83,0.00008,"Qualified",,3.11,"CapPass","Cycle 1",1,118,"43-20","Alloy 617",314626,"Plate"
-50.20,0.00006,"Qualified",,3.13,"CapPass","Cycle 1",1,119,"43-20","Alloy 617",314626,"Plate"
-53.28,0.00003,"Qualified",,3.14,"CapPass","Cycle 1",1,120,"43-20","Alloy 617",314626,"Plate"
-56.64,0.00001,"Qualified",,3.16,"CapPass","Cycle 1",1,121,"43-20","Alloy 617",314626,"Plate"
-60.20,-0.00002,"Qualified",,3.18,"CapPass","Cycle 1",1,122,"43-20","Alloy 617",314626,"Plate"
-63.21,-0.00004,"Qualified",,3.20,"CapPass","Cycle 1",1,123,"43-20","Alloy 617",314626,"Plate"
-66.43,-0.00007,"Qualified",,3.22,"CapPass","Cycle 1",1,124,"43-20","Alloy 617",314626,"Plate"
-69.60,-0.00009,"Qualified",,3.25,"CapPass","Cycle 1",1,125,"43-20","Alloy 617",314626,"Plate"
-73.16,-0.00012,"Qualified",,3.27,"CapPass","Cycle 1",1,126,"43-20","Alloy 617",314626,"Plate"
-76.73,-0.00014,"Qualified",,3.29,"CapPass","Cycle 1",1,127,"43-20","Alloy 617",314626,"Plate"
-80.10,-0.00017,"Qualified",,3.31,"CapPass","Cycle 1",1,128,"43-20","Alloy 617",314626,"Plate"
