"Cycle Label","Data State","Elapsed Time Sec","Qual State","Strain","Stress Mpa","Count","Sample","Alloy","Material_Form","Heat"
"Cycle 1","CapPass",0.00,"Qualified",0.00003,8.23,1,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.05,"Qualified",0.00005,12.60,2,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.09,"Qualified",0.00008,16.98,3,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.13,"Qualified",0.00010,21.13,4,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.16,"Qualified",0.00013,24.85,5,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.19,"Qualified",0.00015,28.52,6,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.21,"Qualified",0.00018,31.89,7,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.24,"Qualified",0.00020,35.26,8,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.27,"Qualified",0.00023,38.53,9,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.31,"Qualified",0.00025,42.23,10,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.35,"Qualified",0.00028,45.55,11,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.40,"Qualified",0.00030,49.25,12,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.45,"Qualified",0.00033,53.11,13,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.48,"Qualified",0.00036,57.08,14,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.51,"Qualified",0.00038,60.84,15,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.54,"Qualified",0.00041,64.80,16,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.56,"Qualified",0.00043,68.54,17,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.59,"Qualified",0.00046,72.17,18,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.61,"Qualified",0.00048,75.63,19,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.63,"Qualified",0.00051,79.27,20,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.66,"Qualified",0.00053,82.85,21,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.68,"Qualified",0.00056,86.02,22,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.70,"Qualified",0.00059,89.60,23,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.71,"Qualified",0.00060,91.59,24,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.72,"Qualified",0.00061,92.99,25,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.74,"Qualified",0.00064,96.11,26,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.77,"Qualified",0.00066,99.33,27,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.80,"Qualified",0.00069,102.74,28,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.82,"Qualified",0.00071,105.44,29,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.85,"Qualified",0.00074,108.20,30,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.90,"Qualified",0.00076,110.23,31,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.10,"Qualified",0.00074,101.62,32,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.14,"Qualified",0.00071,97.15,33,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.18,"Qualified",0.00069,93.16,34,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.22,"Qualified",0.00066,89.13,35,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.26,"Qualified",0.00064,85.24,36,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.29,"Qualified",0.00061,81.62,37,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.32,"Qualified",0.00058,78.01,38,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.35,"Qualified",0.00056,74.26,39,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.38,"Qualified",0.00053,70.81,40,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.41,"Qualified",0.00051,67.23,41,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.45,"Qualified",0.00048,63.74,42,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.48,"Qualified",0.00046,60.37,43,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.51,"Qualified",0.00043,56.84,44,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.54,"Qualified",0.00041,53.30,45,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.57,"Qualified",0.00038,49.89,46,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.60,"Qualified",0.00036,46.68,47,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.64,"Qualified",0.00033,43.08,48,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.68,"Qualified",0.00031,39.26,49,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.71,"Qualified",0.00029,36.03,50,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.72,"Qualified",0.00028,35.30,51,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.76,"Qualified",0.00026,31.45,52,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.79,"Qualified",0.00023,27.53,53,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.83,"Qualified",0.00020,23.36,54,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.86,"Qualified",0.00018,19.67,55,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.89,"Qualified",0.00015,15.61,56,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.91,"Qualified",0.00013,12.19,57,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.95,"Qualified",0.00010,8.46,58,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.98,"Qualified",0.00008,4.76,59,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.00,"Qualified",0.00005,0.89,60,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.02,"Qualified",0.00003,-2.48,61,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.05,"Qualified",0.00000,-5.94,62,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.09,"Qualified",-0.00003,-9.41,63,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.11,"Qualified",-0.00005,-12.58,64,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.14,"Qualified",-0.00008,-15.63,65,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.18,"Qualified",-0.00010,-18.52,66,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.23,"Qualified",-0.00013,-21.48,67,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.28,"Qualified",-0.00015,-24.85,68,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.34,"Qualified",-0.00018,-28.69,69,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.38,"Qualified",-0.00020,-32.50,70,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.41,"Qualified",-0.00023,-36.60,71,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.44,"Qualified",-0.00025,-40.27,72,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.47,"Qualified",-0.00028,-44.32,73,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.48,"Qualified",-0.00030,-47.98,74,"B-1","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.51,"Qualified",-0.00033,-51.48,75,"B-1","Alloy 617","Plate",314626
