"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
1,"CapPass",153.30,-163.9,"Trend",0.936,1.28,3.87,1,"315-16","Alloy 617","Plate",314626
2,"CapPass",164.96,-163.9,"Trend",1.006,6.48,9.29,2,"315-16","Alloy 617","Plate",314626
3,"CapPass",166.86,-171.2,"Trend",0.974,12.24,15.09,3,"315-16","Alloy 617","Plate",314626
4,"CapPass",163.63,-162.4,"Trend",1.007,17.74,20.82,4,"315-16","Alloy 617","Plate",314626
5,"CapPass",166.35,-170.7,"Trend",0.975,23.77,26.99,5,"315-16","Alloy 617","Plate",314626
6,"CapPass",170.20,-169.9,"Trend",1.001,29.85,33.00,6,"315-16","Alloy 617","Plate",314626
7,"CapPass",167.59,-171.2,"Trend",0.979,35.88,38.93,7,"315-16","Alloy 617","Plate",314626
8,"CapPass",165.38,-170.4,"Trend",0.971,41.78,44.90,8,"315-16","Alloy 617","Plate",314626
9,"CapPass",168.46,-167.5,"Trend",1.006,48.00,51.00,9,"315-16","Alloy 617","Plate",314626
10,"CapPass",169.10,-168.4,"Trend",1.004,54.01,57.00,10,"315-16","Alloy 617","Plate",314626
11,"CapPass",168.13,-172.1,"Trend",0.977,60.01,63.01,11,"315-16","Alloy 617","Plate",314626
12,"CapPass",172.52,-167.3,"Trend",1.031,66.03,69.04,12,"315-16","Alloy 617","Plate",314626
13,"CapPass",177.60,-171.1,"Trend",1.038,72.04,75.05,13,"315-16","Alloy 617","Plate",314626
14,"CapPass",174.17,-173.1,"Trend",1.006,78.05,81.06,14,"315-16","Alloy 617","Plate",314626
15,"CapPass",168.12,-177.4,"Trend",0.948,84.06,87.05,15,"315-16","Alloy 617","Plate",314626
16,"CapPass",171.05,-173.3,"Trend",0.987,90.06,93.08,16,"315-16","Alloy 617","Plate",314626
17,"CapPass",171.07,-172.3,"Trend",0.993,96.08,99.09,17,"315-16","Alloy 617","Plate",314626
18,"CapPass",173.04,-173.6,"Trend",0.997,102.09,105.10,18,"315-16","Alloy 617","Plate",314626
19,"CapPass",174.90,-171.2,"Trend",1.022,108.09,111.11,19,"315-16","Alloy 617","Plate",314626
20,"CapPass",170.41,-174.0,"Trend",0.979,114.11,117.11,20,"315-16","Alloy 617","Plate",314626
21,"CapPass",173.25,-174.9,"Trend",0.990,120.11,123.12,21,"315-16","Alloy 617","Plate",314626
22,"CapPass",169.17,-179.5,"Trend",0.942,126.12,129.13,22,"315-16","Alloy 617","Plate",314626
23,"CapPass",163.36,-178.6,"Trend",0.914,132.13,135.15,23,"315-16","Alloy 617","Plate",314626
24,"CapPass",167.74,-172.2,"Trend",0.974,138.14,141.15,24,"315-16","Alloy 617","Plate",314626
25,"CapPass",174.29,-173.8,"Trend",1.003,144.14,147.16,25,"315-16","Alloy 617","Plate",314626
26,"CapPass",169.99,-176.8,"Trend",0.962,150.15,153.17,26,"315-16","Alloy 617","Plate",314626
27,"CapPass",170.49,-171.0,"Trend",0.997,156.17,159.18,27,"315-16","Alloy 617","Plate",314626
28,"CapPass",176.91,-169.8,"Trend",1.042,162.17,165.19,28,"315-16","Alloy 617","Plate",314626
29,"CapPass",177.17,-167.2,"Trend",1.059,168.18,171.20,29,"315-16","Alloy 617","Plate",314626
30,"CapPass",176.02,-172.4,"Trend",1.021,174.19,177.21,30,"315-16","Alloy 617","Plate",314626
31,"CapPass",174.33,-171.1,"Trend",1.019,180.20,183.22,31,"315-16","Alloy 617","Plate",314626
32,"CapPass",174.63,-171.5,"Trend",1.018,186.22,189.22,32,"315-16","Alloy 617","Plate",314626
33,"CapPass",178.08,-169.5,"Trend",1.051,192.21,195.23,33,"315-16","Alloy 617","Plate",314626
34,"CapPass",177.98,-173.4,"Trend",1.027,198.23,201.24,34,"315-16","Alloy 617","Plate",314626
35,"CapPass",170.43,-174.8,"Trend",0.975,204.24,207.25,35,"315-16","Alloy 617","Plate",314626
36,"CapPass",168.18,-170.7,"Trend",0.985,210.25,213.26,36,"315-16","Alloy 617","Plate",314626
37,"CapPass",175.71,-170.7,"Trend",1.029,216.25,219.27,37,"315-16","Alloy 617","Plate",314626
38,"CapPass",174.03,-174.3,"Trend",0.998,222.26,225.28,38,"315-16","Alloy 617","Plate",314626
39,"CapPass",176.65,-167.0,"Trend",1.058,228.26,231.28,39,"315-16","Alloy 617","Plate",314626
40,"CapPass",155.06,-176.9,"Trend",0.877,234.28,237.28,40,"315-16","Alloy 617","Plate",314626
41,"CapPass",160.62,-173.4,"Trend",0.926,240.28,243.29,41,"315-16","Alloy 617","Plate",314626
