"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
176,"CapPass",175.84,-168.5,"Trend",1.043,1040.07,1043.07,176,"B-3","Alloy 617","Plate",314626
177,"CapPass",175.06,-171.7,"Trend",1.020,1046.07,1049.04,177,"B-3","Alloy 617","Plate",314626
178,"CapPass",176.09,-171.5,"Trend",1.027,1052.03,1055.01,178,"B-3","Alloy 617","Plate",314626
179,"CapPass",175.94,-174.0,"Trend",1.011,1058.01,1060.98,179,"B-3","Alloy 617","Plate",314626
180,"CapPass",176.10,-171.5,"Trend",1.027,1063.98,1066.97,180,"B-3","Alloy 617","Plate",314626
181,"CapPass",176.37,-172.8,"Trend",1.021,1069.97,1072.93,181,"B-3","Alloy 617","Plate",314626
182,"CapPass",175.76,-174.0,"Trend",1.010,1075.93,1078.89,182,"B-3","Alloy 617","Plate",314626
183,"CapPass",173.29,-176.7,"Trend",0.981,1081.90,1084.86,183,"B-3","Alloy 617","Plate",314626
184,"CapPass",173.30,-174.0,"Trend",0.996,1087.87,1090.84,184,"B-3","Alloy 617","Plate",314626
185,"CapPass",176.66,-175.1,"Trend",1.009,1093.84,1096.79,185,"B-3","Alloy 617","Plate",314626
186,"CapPass",176.59,-173.9,"Trend",1.016,1099.79,1102.78,186,"B-3","Alloy 617","Plate",314626
187,"CapPass",174.42,-176.1,"Trend",0.991,1105.78,1108.75,187,"B-3","Alloy 617","Plate",314626
188,"CapPass",173.01,-176.5,"Trend",0.980,1111.75,1114.72,188,"B-3","Alloy 617","Plate",314626
189,"CapPass",174.91,-174.4,"Trend",1.003,1117.72,1120.67,189,"B-3","Alloy 617","Plate",314626
190,"CapPass",163.68,-170.5,"Trend",0.960,1123.29,1126.61,190,"B-3","Alloy 617","Plate",314626
191,"CapPass",171.39,-170.3,"Trend",1.006,1129.54,1132.62,191,"B-3","Alloy 617","Plate",314626
192,"CapPass",177.92,-161.1,"Trend",1.104,1135.62,1138.09,192,"B-3","Alloy 617","Plate",314626
193,"CapPass",170.39,-172.8,"Trend",0.986,1141.59,1144.56,193,"B-3","Alloy 617","Plate",314626
194,"CapPass",172.37,-174.9,"Trend",0.985,1147.57,1150.53,194,"B-3","Alloy 617","Plate",314626
195,"CapPass",174.31,-171.6,"Trend",1.016,1153.50,1156.50,195,"B-3","Alloy 617","Plate",314626
196,"CapPass",175.60,-173.2,"Trend",1.014,1159.51,1162.47,196,"B-3","Alloy 617","Plate",314626
