"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Count","Sample","Alloy","Material_Form","Heat"
87,"CapPass",160.81,-163.8,"Trend",0.982,511.67,514.67,87,"F-12","Alloy 617","Plate",314626
88,"CapPass",160.40,-164.6,"Trend",0.975,517.67,520.68,88,"F-12","Alloy 617","Plate",314626
89,"CapPass",160.70,-164.5,"Trend",0.977,523.67,526.68,89,"F-12","Alloy 617","Plate",314626
90,"CapPass",160.82,-164.4,"Trend",0.978,529.68,532.69,90,"F-12","Alloy 617","Plate",314626
91,"CapPass",160.50,-164.6,"Trend",0.975,535.69,538.69,91,"F-12","Alloy 617","Plate",314626
92,"CapPass",160.55,-164.5,"Trend",0.976,541.70,544.70,92,"F-12","Alloy 617","Plate",314626
93,"CapPass",160.87,-164.7,"Trend",0.977,547.70,550.71,93,"F-12","Alloy 617","Plate",314626
94,"CapPass",160.15,-164.3,"Trend",0.974,553.70,556.70,94,"F-12","Alloy 617","Plate",314626
95,"CapPass",160.44,-164.1,"Trend",0.978,559.71,562.71,95,"F-12","Alloy 617","Plate",314626
96,"CapPass",159.96,-164.5,"Trend",0.973,565.72,568.72,96,"F-12","Alloy 617","Plate",314626
97,"CapPass",160.03,-164.5,"Trend",0.973,571.72,574.73,97,"F-12","Alloy 617","Plate",314626
98,"CapPass",160.60,-164.5,"Trend",0.977,577.73,580.73,98,"F-12","Alloy 617","Plate",314626
99,"CapPass",160.56,-164.2,"Trend",0.978,583.73,586.74,99,"F-12","Alloy 617","Plate",314626
100,"CapPass",160.87,-163.7,"Trend",0.983,589.74,592.74,100,"F-12","Alloy 617","Plate",314626
101,"CapPass",160.21,-164.2,"Trend",0.975,595.75,598.75,101,"F-12","Alloy 617","Plate",314626
102,"CapPass",160.65,-164.4,"Trend",0.977,601.76,604.76,102,"F-12","Alloy 617","Plate",314626
103,"CapPass",160.62,-164.1,"Trend",0.979,607.76,610.76,103,"F-12","Alloy 617","Plate",314626
104,"CapPass",160.95,-164.2,"Trend",0.980,613.76,616.77,104,"F-12","Alloy 617","Plate",314626
105,"CapPass",161.04,-163.8,"Trend",0.983,619.77,622.77,105,"F-12","Alloy 617","Plate",314626
106,"CapPass",161.43,-164.5,"Trend",0.982,625.77,628.78,106,"F-12","Alloy 617","Plate",314626
107,"CapPass",160.97,-163.9,"Trend",0.982,631.78,634.79,107,"F-12","Alloy 617","Plate",314626
108,"CapPass",161.53,-163.9,"Trend",0.986,637.79,640.79,108,"F-12","Alloy 617","Plate",314626
109,"CapPass",161.11,-163.8,"Trend",0.984,643.80,646.80,109,"F-12","Alloy 617","Plate",314626
110,"CapPass",160.74,-163.9,"Trend",0.981,649.80,652.80,110,"F-12","Alloy 617","Plate",314626
111,"CapPass",160.74,-164.4,"Trend",0.977,655.81,658.81,111,"F-12","Alloy 617","Plate",314626
112,"CapPass",160.98,-164.3,"Trend",0.980,661.81,664.81,112,"F-12","Alloy 617","Plate",314626
113,"CapPass",159.85,-164.8,"Trend",0.970,667.82,670.82,113,"F-12","Alloy 617","Plate",314626
114,"CapPass",161.48,-164.1,"Trend",0.984,673.82,676.82,114,"F-12","Alloy 617","Plate",314626
115,"CapPass",160.25,-164.2,"Trend",0.976,679.83,682.83,115,"F-12","Alloy 617","Plate",314626
116,"CapPass",160.79,-164.9,"Trend",0.975,685.84,688.84,116,"F-12","Alloy 617","Plate",314626
117,"CapPass",160.45,-164.3,"Trend",0.977,691.84,694.84,117,"F-12","Alloy 617","Plate",314626
118,"CapPass",160.53,-164.3,"Trend",0.977,697.85,700.85,118,"F-12","Alloy 617","Plate",314626
119,"CapPass",161.17,-164.2,"Trend",0.981,703.85,706.86,119,"F-12","Alloy 617","Plate",314626
120,"CapPass",160.76,-164.5,"Trend",0.978,709.85,712.86,120,"F-12","Alloy 617","Plate",314626
121,"CapPass",160.47,-164.3,"Trend",0.977,715.86,718.87,121,"F-12","Alloy 617","Plate",314626
122,"CapPass",160.99,-164.2,"Trend",0.981,721.87,724.87,122,"F-12","Alloy 617","Plate",314626
123,"CapPass",161.38,-164.2,"Trend",0.983,727.88,730.88,123,"F-12","Alloy 617","Plate",314626
124,"CapPass",160.99,-164.1,"Trend",0.981,733.88,736.88,124,"F-12","Alloy 617","Plate",314626
125,"CapPass",161.53,-164.1,"Trend",0.984,739.89,742.89,125,"F-12","Alloy 617","Plate",314626
126,"CapPass",161.49,-164.0,"Trend",0.985,745.90,748.90,126,"F-12","Alloy 617","Plate",314626
127,"CapPass",161.17,-163.8,"Trend",0.984,751.90,754.90,127,"F-12","Alloy 617","Plate",314626
128,"CapPass",161.34,-164.7,"Trend",0.980,757.90,760.91,128,"F-12","Alloy 617","Plate",314626
129,"CapPass",161.04,-164.1,"Trend",0.981,763.91,766.91,129,"F-12","Alloy 617","Plate",314626
130,"CapPass",160.85,-164.2,"Trend",0.980,769.92,772.92,130,"F-12","Alloy 617","Plate",314626
131,"CapPass",160.99,-163.8,"Trend",0.983,775.92,778.92,131,"F-12","Alloy 617","Plate",314626
132,"CapPass",160.88,-163.9,"Trend",0.982,781.93,784.93,132,"F-12","Alloy 617","Plate",314626
133,"CapPass",160.70,-164.6,"Trend",0.976,787.94,790.94,133,"F-12","Alloy 617","Plate",314626
134,"CapPass",160.92,-164.0,"Trend",0.981,793.94,796.94,134,"F-12","Alloy 617","Plate",314626
135,"CapPass",160.15,-164.7,"Trend",0.972,799.95,802.95,135,"F-12","Alloy 617","Plate",314626
136,"CapPass",160.64,-164.4,"Trend",0.977,805.95,808.96,136,"F-12","Alloy 617","Plate",314626
137,"CapPass",160.28,-164.7,"Trend",0.973,811.96,814.96,137,"F-12","Alloy 617","Plate",314626
138,"CapPass",160.53,-163.9,"Trend",0.979,817.96,820.97,138,"F-12","Alloy 617","Plate",314626
139,"CapPass",161.10,-163.8,"Trend",0.984,823.97,826.97,139,"F-12","Alloy 617","Plate",314626
140,"CapPass",160.75,-164.4,"Trend",0.978,829.97,832.98,140,"F-12","Alloy 617","Plate",314626
141,"CapPass",160.80,-165.6,"Trend",0.971,835.98,838.99,141,"F-12","Alloy 617","Plate",314626
142,"CapPass",160.16,-164.4,"Trend",0.974,841.99,844.99,142,"F-12","Alloy 617","Plate",314626
