Cycle,Data State,Max Stress Mpa,Min Stress Mpa,Qual State,Stress Ratio,Time Max Stress Sec,Time Min Stress Sec,Count,Sample,Alloy,Material_Form,Heat
91,CapPass,166.87,-166.80,Trend,1,536.31,539.34,91,A-20,Alloy 617,Plate,314626
92,CapPass,169.67,-170.00,Trend,0.998,542.34,545.34,92,A-20,Alloy 617,Plate,314626
93,CapPass,170.83,-165.60,Trend,1.031,548.34,551.37,93,A-20,Alloy 617,Plate,314626
94,CapPass,174.98,-167.50,Trend,1.045,554.34,557.37,94,A-20,Alloy 617,Plate,314626
95,CapPass,173.42,-167.80,Trend,1.033,560.37,563.4,95,A-20,Alloy 617,Plate,314626
96,CapPass,175.31,-168.20,Trend,1.042,566.37,569.4,96,A-20,Alloy 617,Plate,314626
97,CapPass,170.38,-165.40,Trend,1.03,572.4,575.4,97,A-20,Alloy 617,Plate,314626
98,CapPass,174.64,-169.60,Trend,1.03,578.34,581.4,98,A-20,Alloy 617,Plate,314626
99,CapPass,162.33,-171.50,Trend,0.947,584.4,587.43,99,A-20,Alloy 617,Plate,314626
100,CapPass,162.18,-171.00,Trend,0.948,590.43,593.43,100,A-20,Alloy 617,Plate,314626
101,CapPass,165.2,-171.40,Trend,0.964,596.46,599.43,101,A-20,Alloy 617,Plate,314626
102,CapPass,162.73,-170.50,Trend,0.954,602.46,605.46,102,A-20,Alloy 617,Plate,314626
103,CapPass,167.18,-170.60,Trend,0.98,608.5,611.46,103,A-20,Alloy 617,Plate,314626
104,CapPass,162.69,-172.40,Trend,0.944,614.5,617.5,104,A-20,Alloy 617,Plate,314626
105,CapPass,164.34,-171.90,Trend,0.956,620.5,623.5,105,A-20,Alloy 617,Plate,314626
106,CapPass,163.63,-169.60,Trend,0.965,626.53,629.53,106,A-20,Alloy 617,Plate,314626
107,CapPass,164.1,-170.80,Trend,0.96,632.53,635.56,107,A-20,Alloy 617,Plate,314626
108,CapPass,164.75,-171.80,Trend,0.959,638.56,641.56,108,A-20,Alloy 617,Plate,314626
109,CapPass,164.51,-170.10,Trend,0.967,644.56,647.56,109,A-20,Alloy 617,Plate,314626
110,CapPass,169.67,-169.60,Trend,1,650.56,653.59,110,A-20,Alloy 617,Plate,314626
111,CapPass,168.22,-166.80,Trend,1.009,656.59,659.59,111,A-20,Alloy 617,Plate,314626
112,CapPass,164.84,-168.10,Trend,0.981,662.59,665.59,112,A-20,Alloy 617,Plate,314626
113,CapPass,167.26,-171.20,Trend,0.977,668.59,671.62,113,A-20,Alloy 617,Plate,314626
114,CapPass,166.76,-169.70,Trend,0.982,674.62,677.62,114,A-20,Alloy 617,Plate,314626
115,CapPass,167.15,-172.20,Trend,0.971,680.62,683.62,115,A-20,Alloy 617,Plate,314626
116,CapPass,164.82,-170.40,Trend,0.967,686.65,689.65,116,A-20,Alloy 617,Plate,314626
117,CapPass,169.34,-170.90,Trend,0.991,692.65,695.65,117,A-20,Alloy 617,Plate,314626
118,CapPass,167.77,-171.20,Trend,0.98,698.65,701.68,118,A-20,Alloy 617,Plate,314626
119,CapPass,167.23,-169.70,Trend,0.986,704.68,707.68,119,A-20,Alloy 617,Plate,314626
120,CapPass,164.5,-171.40,Trend,0.96,710.68,713.71,120,A-20,Alloy 617,Plate,314626
121,CapPass,166.79,-168.30,Trend,0.991,716.71,719.71,121,A-20,Alloy 617,Plate,314626
122,CapPass,170.98,-169.90,Trend,1.006,722.71,725.71,122,A-20,Alloy 617,Plate,314626
123,CapPass,169.85,-171.50,Trend,0.99,728.71,731.75,123,A-20,Alloy 617,Plate,314626
124,CapPass,163.17,-170.60,Trend,0.956,734.75,737.75,124,A-20,Alloy 617,Plate,314626
125,CapPass,169.09,-174.70,Trend,0.968,740.75,743.78,125,A-20,Alloy 617,Plate,314626
126,CapPass,166.71,-170.80,Trend,0.976,746.78,749.78,126,A-20,Alloy 617,Plate,314626
127,CapPass,165.77,-170.90,Trend,0.97,752.78,755.78,127,A-20,Alloy 617,Plate,314626
128,CapPass,172.74,-166.50,Trend,1.038,758.78,761.81,128,A-20,Alloy 617,Plate,314626
129,CapPass,170.32,-169.50,Trend,1.005,764.81,767.81,129,A-20,Alloy 617,Plate,314626
130,CapPass,169.1,-172.50,Trend,0.98,770.81,773.84,130,A-20,Alloy 617,Plate,314626
131,CapPass,165.87,-168.40,Trend,0.985,776.84,779.84,131,A-20,Alloy 617,Plate,314626
132,CapPass,169.01,-169.70,Trend,0.996,782.84,785.84,132,A-20,Alloy 617,Plate,314626
133,CapPass,166.95,-170.20,Trend,0.981,788.84,791.87,133,A-20,Alloy 617,Plate,314626
134,CapPass,170.84,-171.40,Trend,0.996,794.87,797.87,134,A-20,Alloy 617,Plate,314626
135,CapPass,169.06,-168.40,Trend,1.004,800.9,803.9,135,A-20,Alloy 617,Plate,314626
136,CapPass,171.33,-168.00,Trend,1.02,806.9,809.9,136,A-20,Alloy 617,Plate,314626
137,CapPass,172.38,-167.60,Trend,1.028,812.9,815.93,137,A-20,Alloy 617,Plate,314626
138,CapPass,171.51,-166.10,Trend,1.032,818.9,821.93,138,A-20,Alloy 617,Plate,314626
139,CapPass,170.42,-170.60,Trend,0.999,824.93,827.93,139,A-20,Alloy 617,Plate,314626
140,CapPass,169.95,-167.50,Trend,1.015,830.93,833.96,140,A-20,Alloy 617,Plate,314626
141,CapPass,169.97,-168.10,Trend,1.011,836.96,839.96,141,A-20,Alloy 617,Plate,314626
142,CapPass,169.46,-172.50,Trend,0.982,842.96,845.96,142,A-20,Alloy 617,Plate,314626
143,CapPass,167.96,-170.40,Trend,0.986,848.96,852,143,A-20,Alloy 617,Plate,314626
144,CapPass,173.13,-170.10,Trend,1.018,855,858,144,A-20,Alloy 617,Plate,314626
145,CapPass,166.9,-170.30,Trend,0.98,861.03,864.03,145,A-20,Alloy 617,Plate,314626
146,CapPass,171.81,-171.40,Trend,1.002,867.03,870.03,146,A-20,Alloy 617,Plate,314626
147,CapPass,169.36,-169.70,Trend,0.998,873.03,876.03,147,A-20,Alloy 617,Plate,314626
148,CapPass,171.06,-167.80,Trend,1.019,879.03,882.06,148,A-20,Alloy 617,Plate,314626
149,CapPass,166.51,-175.20,Trend,0.95,885.06,888.06,149,A-20,Alloy 617,Plate,314626
150,CapPass,166.3,-153.50,Trend,1.083,891.06,894.09,150,A-20,Alloy 617,Plate,314626
151,CapPass,169.01,-157.20,Trend,1.075,897.06,900.09,151,A-20,Alloy 617,Plate,314626
152,CapPass,168.73,-160.70,Trend,1.05,903.06,906.12,152,A-20,Alloy 617,Plate,314626
153,CapPass,169.22,-160.00,Trend,1.057,909.09,912.12,153,A-20,Alloy 617,Plate,314626
154,CapPass,167.23,-164.10,Trend,1.019,915.12,918.15,154,A-20,Alloy 617,Plate,314626
155,CapPass,166.55,-166.90,Trend,0.998,921.12,924.15,155,A-20,Alloy 617,Plate,314626
156,CapPass,169.38,-164.70,Trend,1.028,927.15,930.18,156,A-20,Alloy 617,Plate,314626
157,CapPass,171.62,-165.50,Trend,1.037,933.15,936.18,157,A-20,Alloy 617,Plate,314626
158,CapPass,171.85,-164.40,Trend,1.045,939.15,942.18,158,A-20,Alloy 617,Plate,314626
159,CapPass,171.16,-165.60,Trend,1.034,945.15,948.21,159,A-20,Alloy 617,Plate,314626
160,CapPass,169.34,-165.60,Trend,1.022,951.18,954.21,160,A-20,Alloy 617,Plate,314626
161,CapPass,168.49,-167.00,Trend,1.009,957.18,960.21,161,A-20,Alloy 617,Plate,314626
162,CapPass,169.31,-168.80,Trend,1.003,963.18,966.25,162,A-20,Alloy 617,Plate,314626
163,CapPass,172.04,-161.90,Trend,1.063,969.21,972.25,163,A-20,Alloy 617,Plate,314626
164,CapPass,169.99,-165.20,Trend,1.029,975.25,978.28,164,A-20,Alloy 617,Plate,314626
165,CapPass,170.31,-167.60,Trend,1.016,981.28,984.28,165,A-20,Alloy 617,Plate,314626
166,CapPass,172.8,-165.10,Trend,1.046,987.28,990.28,166,A-20,Alloy 617,Plate,314626
167,CapPass,169.69,-166.90,Trend,1.017,993.31,996.31,167,A-20,Alloy 617,Plate,314626
168,CapPass,166.06,-165.20,Trend,1.005,999.31,1002.31,168,A-20,Alloy 617,Plate,314626
169,CapPass,173.36,-165.90,Trend,1.045,1005.31,1008.34,169,A-20,Alloy 617,Plate,314626
170,CapPass,169.41,-164.70,Trend,1.028,1011.31,1014.34,170,A-20,Alloy 617,Plate,314626
171,CapPass,172.46,-166.10,Trend,1.038,1017.31,1020.34,171,A-20,Alloy 617,Plate,314626
172,CapPass,172.64,-167.00,Trend,1.034,1023.34,1026.37,172,A-20,Alloy 617,Plate,314626
173,CapPass,169.12,-166.60,Trend,1.015,1029.37,1032.37,173,A-20,Alloy 617,Plate,314626
174,CapPass,166.06,-169.00,Trend,0.983,1035.37,1038.37,174,A-20,Alloy 617,Plate,314626
175,CapPass,168.1,-166.30,Trend,1.011,1041.37,1044.4,175,A-20,Alloy 617,Plate,314626
176,CapPass,173.49,-166.00,Trend,1.045,1047.4,1050.43,176,A-20,Alloy 617,Plate,314626
177,CapPass,170.59,-165.70,Trend,1.029,1053.43,1056.43,177,A-20,Alloy 617,Plate,314626
178,CapPass,169.54,-167.50,Trend,1.012,1059.43,1062.43,178,A-20,Alloy 617,Plate,314626
179,CapPass,172.04,-166.50,Trend,1.033,1065.43,1068.46,179,A-20,Alloy 617,Plate,314626
180,CapPass,170.83,-167.10,Trend,1.023,1071.46,1074.46,180,A-20,Alloy 617,Plate,314626
181,CapPass,170.16,-165.30,Trend,1.029,1077.46,1080.46,181,A-20,Alloy 617,Plate,314626
182,CapPass,172.13,-165.70,Trend,1.039,1083.46,1086.5,182,A-20,Alloy 617,Plate,314626
183,CapPass,173.33,-165.90,Trend,1.045,1089.5,1092.5,183,A-20,Alloy 617,Plate,314626
184,CapPass,171.49,-167.60,Trend,1.023,1095.5,1098.53,184,A-20,Alloy 617,Plate,314626
185,CapPass,170.75,-164.10,Trend,1.041,1101.53,1104.53,185,A-20,Alloy 617,Plate,314626
186,CapPass,173.02,-165.70,Trend,1.044,1107.53,1110.53,186,A-20,Alloy 617,Plate,314626
187,CapPass,174.03,-165.90,Trend,1.049,1113.53,1116.56,187,A-20,Alloy 617,Plate,314626
188,CapPass,168.22,-169.80,Trend,0.991,1119.56,1122.56,188,A-20,Alloy 617,Plate,314626
189,CapPass,165.35,-169.70,Trend,0.974,1125.59,1128.56,189,A-20,Alloy 617,Plate,314626
190,CapPass,172.38,-168.00,Trend,1.026,1131.59,1134.59,190,A-20,Alloy 617,Plate,314626
191,CapPass,168.84,-169.30,Trend,0.997,1137.59,1140.59,191,A-20,Alloy 617,Plate,314626
192,CapPass,172.61,-164.40,Trend,1.05,1143.62,1146.62,192,A-20,Alloy 617,Plate,314626
193,CapPass,174.1,-166.30,Trend,1.047,1149.62,1152.62,193,A-20,Alloy 617,Plate,314626
194,CapPass,173.97,-164.90,Trend,1.055,1155.62,1158.65,194,A-20,Alloy 617,Plate,314626
195,CapPass,170.8,-169.30,Trend,1.009,1161.65,1164.65,195,A-20,Alloy 617,Plate,314626
196,CapPass,170.27,-166.40,Trend,1.023,1167.65,1170.65,196,A-20,Alloy 617,Plate,314626
197,CapPass,165.14,-170.30,Trend,0.97,1173.68,1176.68,197,A-20,Alloy 617,Plate,314626
198,CapPass,170.2,-169.50,Trend,1.004,1179.68,1182.68,198,A-20,Alloy 617,Plate,314626
199,CapPass,168.67,-167.40,Trend,1.008,1185.68,1188.71,199,A-20,Alloy 617,Plate,314626
200,CapPass,171.68,-168.10,Trend,1.021,1191.71,1194.71,200,A-20,Alloy 617,Plate,314626
201,CapPass,171.13,-166.90,Trend,1.025,1197.71,1200.75,201,A-20,Alloy 617,Plate,314626
202,CapPass,172.89,-164.60,Trend,1.051,1203.75,1206.75,202,A-20,Alloy 617,Plate,314626
203,CapPass,174.92,-168.70,Trend,1.037,1209.75,1212.78,203,A-20,Alloy 617,Plate,314626
204,CapPass,169.17,-171.60,Trend,0.986,1215.75,1218.78,204,A-20,Alloy 617,Plate,314626
205,CapPass,171.08,-170.80,Trend,1.002,1221.78,1224.78,205,A-20,Alloy 617,Plate,314626
206,CapPass,173.24,-161.90,Trend,1.07,1227.75,1230.4,206,A-20,Alloy 617,Plate,314626
207,CapPass,162.03,-169.10,Trend,0.958,1233.81,1236.81,207,A-20,Alloy 617,Plate,314626
208,CapPass,162.95,-170.00,Trend,0.959,1239.81,1242.81,208,A-20,Alloy 617,Plate,314626
209,CapPass,168.98,-171.50,Trend,0.985,1245.84,1248.81,209,A-20,Alloy 617,Plate,314626
210,CapPass,164.99,-167.40,Trend,0.986,1251.84,1254.84,210,A-20,Alloy 617,Plate,314626
211,CapPass,169.93,-169.90,Trend,1,1257.84,1260.87,211,A-20,Alloy 617,Plate,314626
212,CapPass,168.24,-167.80,Trend,1.003,1263.87,1266.87,212,A-20,Alloy 617,Plate,314626
