"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
15.79,0.00005,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"J-4","Alloy 617",314626,"Plate"
16.91,0.00006,"Qualified",,0.15,"CapPass","Cycle 1",1,2,"J-4","Alloy 617",314626,"Plate"
23.43,0.00010,"Qualified",,0.53,"CapPass","Cycle 1",1,3,"J-4","Alloy 617",314626,"Plate"
28.84,0.00015,"Qualified",,1.09,"CapPass","Cycle 1",1,4,"J-4","Alloy 617",314626,"Plate"
29.18,0.00016,"Qualified",,1.15,"CapPass","Cycle 1",1,5,"J-4","Alloy 617",314626,"Plate"
32.38,0.00020,"Qualified",,1.63,"CapPass","Cycle 1",1,6,"J-4","Alloy 617",314626,"Plate"
38.59,0.00025,"Qualified",,2.11,"CapPass","Cycle 1",1,7,"J-4","Alloy 617",314626,"Plate"
39.86,0.00025,"Qualified",,2.15,"CapPass","Cycle 1",1,8,"J-4","Alloy 617",314626,"Plate"
45.65,0.00030,"Qualified",,2.45,"CapPass","Cycle 1",1,9,"J-4","Alloy 617",314626,"Plate"
53.62,0.00035,"Qualified",,2.93,"CapPass","Cycle 1",1,10,"J-4","Alloy 617",314626,"Plate"
56.52,0.00037,"Qualified",,3.15,"CapPass","Cycle 1",1,11,"J-4","Alloy 617",314626,"Plate"
59.91,0.00040,"Qualified",,3.46,"CapPass","Cycle 1",1,12,"J-4","Alloy 617",314626,"Plate"
65.04,0.00045,"Qualified",,3.94,"CapPass","Cycle 1",1,13,"J-4","Alloy 617",314626,"Plate"
66.61,0.00047,"Qualified",,4.15,"CapPass","Cycle 1",1,14,"J-4","Alloy 617",314626,"Plate"
70.73,0.00050,"Qualified",,4.51,"CapPass","Cycle 1",1,15,"J-4","Alloy 617",314626,"Plate"
77.01,0.00055,"Qualified",,4.98,"CapPass","Cycle 1",1,16,"J-4","Alloy 617",314626,"Plate"
78.68,0.00056,"Qualified",,5.15,"CapPass","Cycle 1",1,17,"J-4","Alloy 617",314626,"Plate"
81.91,0.00061,"Qualified",,5.50,"CapPass","Cycle 1",1,18,"J-4","Alloy 617",314626,"Plate"
87.23,0.00066,"Qualified",,6.08,"CapPass","Cycle 1",1,19,"J-4","Alloy 617",314626,"Plate"
88.02,0.00066,"Qualified",,6.15,"CapPass","Cycle 1",1,20,"J-4","Alloy 617",314626,"Plate"
94.79,0.00071,"Qualified",,6.63,"CapPass","Cycle 1",1,21,"J-4","Alloy 617",314626,"Plate"
98.16,0.00076,"Qualified",,7.03,"CapPass","Cycle 1",1,22,"J-4","Alloy 617",314626,"Plate"
99.27,0.00076,"Qualified",,7.15,"CapPass","Cycle 1",1,23,"J-4","Alloy 617",314626,"Plate"
101.35,0.00081,"Qualified",,7.56,"CapPass","Cycle 1",1,24,"J-4","Alloy 617",314626,"Plate"
103.05,0.00086,"Qualified",,7.94,"CapPass","Cycle 1",1,25,"J-4","Alloy 617",314626,"Plate"
102.50,0.00087,"Qualified",,8.15,"CapPass","Cycle 1",1,26,"J-4","Alloy 617",314626,"Plate"
103.43,0.00091,"Qualified",,8.53,"CapPass","Cycle 1",1,27,"J-4","Alloy 617",314626,"Plate"
105.35,0.00096,"Qualified",,9.07,"CapPass","Cycle 1",1,28,"J-4","Alloy 617",314626,"Plate"
105.93,0.00097,"Qualified",,9.15,"CapPass","Cycle 1",1,29,"J-4","Alloy 617",314626,"Plate"
106.45,0.00101,"Qualified",,9.48,"CapPass","Cycle 1",1,30,"J-4","Alloy 617",314626,"Plate"
105.28,0.00106,"Qualified",,10.03,"CapPass","Cycle 1",1,31,"J-4","Alloy 617",314626,"Plate"
105.53,0.00108,"Qualified",,10.15,"CapPass","Cycle 1",1,32,"J-4","Alloy 617",314626,"Plate"
105.43,0.00111,"Qualified",,10.56,"CapPass","Cycle 1",1,33,"J-4","Alloy 617",314626,"Plate"
107.36,0.00116,"Qualified",,10.96,"CapPass","Cycle 1",1,34,"J-4","Alloy 617",314626,"Plate"
107.24,0.00118,"Qualified",,11.15,"CapPass","Cycle 1",1,35,"J-4","Alloy 617",314626,"Plate"
106.37,0.00121,"Qualified",,11.46,"CapPass","Cycle 1",1,36,"J-4","Alloy 617",314626,"Plate"
107.34,0.00126,"Qualified",,11.96,"CapPass","Cycle 1",1,37,"J-4","Alloy 617",314626,"Plate"
106.93,0.00128,"Qualified",,12.15,"CapPass","Cycle 1",1,38,"J-4","Alloy 617",314626,"Plate"
106.65,0.00131,"Qualified",,12.45,"CapPass","Cycle 1",1,39,"J-4","Alloy 617",314626,"Plate"
104.73,0.00136,"Qualified",,12.93,"CapPass","Cycle 1",1,40,"J-4","Alloy 617",314626,"Plate"
103.30,0.00139,"Qualified",,13.15,"CapPass","Cycle 1",1,41,"J-4","Alloy 617",314626,"Plate"
102.05,0.00141,"Qualified",,13.46,"CapPass","Cycle 1",1,42,"J-4","Alloy 617",314626,"Plate"
100.97,0.00146,"Qualified",,13.90,"CapPass","Cycle 1",1,43,"J-4","Alloy 617",314626,"Plate"
99.79,0.00148,"Qualified",,14.15,"CapPass","Cycle 1",1,44,"J-4","Alloy 617",314626,"Plate"
