"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
2.32,0.00005,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"J-2","Alloy 617",314626,"Plate"
7.89,0.00008,"Qualified",,0.43,"CapPass","Cycle 1",1,2,"J-2","Alloy 617",314626,"Plate"
8.96,0.00010,"Qualified",,0.52,"CapPass","Cycle 1",1,3,"J-2","Alloy 617",314626,"Plate"
16.65,0.00015,"Qualified",,1.15,"CapPass","Cycle 1",1,4,"J-2","Alloy 617",314626,"Plate"
20.42,0.00015,"Qualified",,1.43,"CapPass","Cycle 1",1,5,"J-2","Alloy 617",314626,"Plate"
26.20,0.00021,"Qualified",,1.97,"CapPass","Cycle 1",1,6,"J-2","Alloy 617",314626,"Plate"
33.88,0.00026,"Qualified",,2.42,"CapPass","Cycle 1",1,7,"J-2","Alloy 617",314626,"Plate"
34.03,0.00024,"Qualified",,2.43,"CapPass","Cycle 1",1,8,"J-2","Alloy 617",314626,"Plate"
40.33,0.00031,"Qualified",,3.05,"CapPass","Cycle 1",1,9,"J-2","Alloy 617",314626,"Plate"
45.87,0.00033,"Qualified",,3.43,"CapPass","Cycle 1",1,10,"J-2","Alloy 617",314626,"Plate"
47.65,0.00036,"Qualified",,3.48,"CapPass","Cycle 1",1,11,"J-2","Alloy 617",314626,"Plate"
53.07,0.00041,"Qualified",,3.72,"CapPass","Cycle 1",1,12,"J-2","Alloy 617",314626,"Plate"
57.66,0.00046,"Qualified",,4.13,"CapPass","Cycle 1",1,13,"J-2","Alloy 617",314626,"Plate"
61.38,0.00047,"Qualified",,4.43,"CapPass","Cycle 1",1,14,"J-2","Alloy 617",314626,"Plate"
63.93,0.00051,"Qualified",,4.68,"CapPass","Cycle 1",1,15,"J-2","Alloy 617",314626,"Plate"
69.43,0.00056,"Qualified",,5.22,"CapPass","Cycle 1",1,16,"J-2","Alloy 617",314626,"Plate"
71.97,0.00056,"Qualified",,5.43,"CapPass","Cycle 1",1,17,"J-2","Alloy 617",314626,"Plate"
74.85,0.00061,"Qualified",,5.73,"CapPass","Cycle 1",1,18,"J-2","Alloy 617",314626,"Plate"
80.95,0.00067,"Qualified",,6.35,"CapPass","Cycle 1",1,19,"J-2","Alloy 617",314626,"Plate"
82.06,0.00065,"Qualified",,6.43,"CapPass","Cycle 1",1,20,"J-2","Alloy 617",314626,"Plate"
87.69,0.00072,"Qualified",,6.82,"CapPass","Cycle 1",1,21,"J-2","Alloy 617",314626,"Plate"
92.05,0.00077,"Qualified",,7.40,"CapPass","Cycle 1",1,22,"J-2","Alloy 617",314626,"Plate"
92.35,0.00075,"Qualified",,7.43,"CapPass","Cycle 1",1,23,"J-2","Alloy 617",314626,"Plate"
96.88,0.00082,"Qualified",,7.92,"CapPass","Cycle 1",1,24,"J-2","Alloy 617",314626,"Plate"
102.54,0.00087,"Qualified",,8.38,"CapPass","Cycle 1",1,25,"J-2","Alloy 617",314626,"Plate"
102.88,0.00086,"Qualified",,8.43,"CapPass","Cycle 1",1,26,"J-2","Alloy 617",314626,"Plate"
106.09,0.00092,"Qualified",,8.88,"CapPass","Cycle 1",1,27,"J-2","Alloy 617",314626,"Plate"
109.95,0.00097,"Qualified",,9.38,"CapPass","Cycle 1",1,28,"J-2","Alloy 617",314626,"Plate"
110.15,0.00095,"Qualified",,9.43,"CapPass","Cycle 1",1,29,"J-2","Alloy 617",314626,"Plate"
114.26,0.00102,"Qualified",,9.92,"CapPass","Cycle 1",1,30,"J-2","Alloy 617",314626,"Plate"
115.92,0.00107,"Qualified",,10.35,"CapPass","Cycle 1",1,31,"J-2","Alloy 617",314626,"Plate"
115.97,0.00106,"Qualified",,10.43,"CapPass","Cycle 1",1,32,"J-2","Alloy 617",314626,"Plate"
115.95,0.00112,"Qualified",,10.85,"CapPass","Cycle 1",1,33,"J-2","Alloy 617",314626,"Plate"
115.32,0.00117,"Qualified",,11.32,"CapPass","Cycle 1",1,34,"J-2","Alloy 617",314626,"Plate"
115.16,0.00118,"Qualified",,11.43,"CapPass","Cycle 1",1,35,"J-2","Alloy 617",314626,"Plate"
114.25,0.00123,"Qualified",,11.80,"CapPass","Cycle 1",1,36,"J-2","Alloy 617",314626,"Plate"
114.02,0.00128,"Qualified",,12.32,"CapPass","Cycle 1",1,37,"J-2","Alloy 617",314626,"Plate"
114.19,0.00127,"Qualified",,12.43,"CapPass","Cycle 1",1,38,"J-2","Alloy 617",314626,"Plate"
113.00,0.00133,"Qualified",,12.78,"CapPass","Cycle 1",1,39,"J-2","Alloy 617",314626,"Plate"
112.09,0.00138,"Qualified",,13.33,"CapPass","Cycle 1",1,40,"J-2","Alloy 617",314626,"Plate"
112.26,0.00138,"Qualified",,13.43,"CapPass","Cycle 1",1,41,"J-2","Alloy 617",314626,"Plate"
111.18,0.00143,"Qualified",,13.83,"CapPass","Cycle 1",1,42,"J-2","Alloy 617",314626,"Plate"
