"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
23,"CapPass",76.43,-86.07,,"InProcess",0.888,88359.30,89347.65,"315-7",23,"Alloy 617","Plate",314626
24,"CapPass",75.65,-85.61,,"InProcess",0.884,91928.17,93398.00,"315-7",24,"Alloy 617","Plate",314626
25,"CapPass",77.41,-84.16,,"InProcess",0.920,95280.26,98001.90,"315-7",25,"Alloy 617","Plate",314626
26,"CapPass",74.20,-87.86,,"InProcess",0.844,99381.69,102403.81,"315-7",26,"Alloy 617","Plate",314626
27,"CapPass",75.24,-85.27,,"InProcess",0.882,103195.56,106381.61,"315-7",27,"Alloy 617","Plate",314626
28,"CapPass",76.16,-84.59,,"InProcess",0.900,108431.19,109175.93,"315-7",28,"Alloy 617","Plate",314626
29,"CapPass",74.74,-83.97,,"InProcess",0.890,112449.81,113369.74,"315-7",29,"Alloy 617","Plate",314626
30,"CapPass",74.38,-84.02,,"InProcess",0.885,115753.94,118260.72,"315-7",30,"Alloy 617","Plate",314626
31,"CapPass",73.71,-83.04,,"InProcess",0.888,119228.80,121654.29,"315-7",31,"Alloy 617","Plate",314626
32,"CapPass",75.45,-86.36,,"InProcess",0.874,124410.11,126012.90,"315-7",32,"Alloy 617","Plate",314626
33,"CapPass",74.42,-83.39,,"InProcess",0.892,128010.64,130293.17,"315-7",33,"Alloy 617","Plate",314626
34,"CapPass",74.45,-84.21,,"InProcess",0.884,131463.03,134133.49,"315-7",34,"Alloy 617","Plate",314626
35,"CapPass",74.98,-85.21,,"InProcess",0.880,135870.25,138232.28,"315-7",35,"Alloy 617","Plate",314626
36,"CapPass",73.68,-84.46,,"InProcess",0.872,139462.41,142137.03,"315-7",36,"Alloy 617","Plate",314626
37,"CapPass",76.45,-82.20,,"InProcess",0.930,144303.61,146388.03,"315-7",37,"Alloy 617","Plate",314626
38,"CapPass",73.07,-80.72,,"InProcess",0.905,148307.50,149911.97,"315-7",38,"Alloy 617","Plate",314626
39,"CapPass",76.84,-84.20,,"InProcess",0.913,151980.11,154175.41,"315-7",39,"Alloy 617","Plate",314626
40,"CapPass",74.87,-82.43,,"InProcess",0.908,156286.13,157885.66,"315-7",40,"Alloy 617","Plate",314626
41,"CapPass",72.92,-82.46,,"InProcess",0.884,159360.69,161933.53,"315-7",41,"Alloy 617","Plate",314626
42,"CapPass",75.41,-84.20,,"InProcess",0.896,163490.74,165671.72,"315-7",42,"Alloy 617","Plate",314626
43,"CapPass",74.73,-83.44,,"InProcess",0.896,167638.95,169370.61,"315-7",43,"Alloy 617","Plate",314626
44,"CapPass",74.09,-78.21,,"InProcess",0.947,172371.72,173525.22,"315-7",44,"Alloy 617","Plate",314626
45,"CapPass",74.35,-83.31,,"InProcess",0.892,176097.35,177884.81,"315-7",45,"Alloy 617","Plate",314626
46,"CapPass",75.25,-81.79,,"InProcess",0.920,180175.77,181990.03,"315-7",46,"Alloy 617","Plate",314626
47,"CapPass",75.46,-84.32,,"InProcess",0.895,184225.80,186200.44,"315-7",47,"Alloy 617","Plate",314626
48,"CapPass",75.36,-82.18,,"InProcess",0.917,188235.77,190140.85,"315-7",48,"Alloy 617","Plate",314626
49,"CapPass",74.24,-85.72,,"InProcess",0.866,191489.05,194250.55,"315-7",49,"Alloy 617","Plate",314626
50,"CapPass",75.38,-82.08,,"InProcess",0.918,196127.86,197140.66,"315-7",50,"Alloy 617","Plate",314626
51,"CapPass",73.18,-82.25,,"InProcess",0.890,199663.97,201846.83,"315-7",51,"Alloy 617","Plate",314626
52,"CapPass",77.38,-81.85,,"InProcess",0.945,204131.95,206268.42,"315-7",52,"Alloy 617","Plate",314626
53,"CapPass",73.60,-86.07,,"InProcess",0.855,207994.33,210010.97,"315-7",53,"Alloy 617","Plate",314626
54,"CapPass",73.51,-81.01,,"InProcess",0.907,211785.53,214338.22,"315-7",54,"Alloy 617","Plate",314626
55,"CapPass",74.73,-81.18,,"InProcess",0.921,216427.14,217043.85,"315-7",55,"Alloy 617","Plate",314626
56,"CapPass",73.90,-82.66,,"InProcess",0.894,220378.60,221559.77,"315-7",56,"Alloy 617","Plate",314626
57,"CapPass",73.03,-81.81,,"InProcess",0.893,223560.72,225925.56,"315-7",57,"Alloy 617","Plate",314626
58,"CapPass",76.90,-82.39,,"InProcess",0.933,228095.69,230404.77,"315-7",58,"Alloy 617","Plate",314626
59,"CapPass",73.85,-84.66,,"InProcess",0.872,232109.81,232894.75,"315-7",59,"Alloy 617","Plate",314626
60,"CapPass",73.44,-91.15,,"InProcess",0.806,235576.06,238324.28,"315-7",60,"Alloy 617","Plate",314626
61,"CapPass",76.40,-82.66,,"InProcess",0.924,239971.03,241342.61,"315-7",61,"Alloy 617","Plate",314626
62,"CapPass",73.12,-81.89,,"InProcess",0.893,243356.13,246007.08,"315-7",62,"Alloy 617","Plate",314626
63,"CapPass",72.65,-81.65,,"InProcess",0.890,247962.28,250386.70,"315-7",63,"Alloy 617","Plate",314626
64,"CapPass",73.22,-82.88,,"InProcess",0.883,251960.00,253234.49,"315-7",64,"Alloy 617","Plate",314626
65,"CapPass",72.12,-79.43,,"InProcess",0.908,255293.70,257451.10,"315-7",65,"Alloy 617","Plate",314626
66,"CapPass",72.93,-83.76,,"InProcess",0.871,260326.38,261879.05,"315-7",66,"Alloy 617","Plate",314626
67,"CapPass",72.44,-79.58,,"InProcess",0.910,263134.00,265294.75,"315-7",67,"Alloy 617","Plate",314626
68,"CapPass",72.89,-83.69,,"InProcess",0.871,268219.72,270473.88,"315-7",68,"Alloy 617","Plate",314626
69,"CapPass",73.14,-79.19,,"InProcess",0.924,272367.19,274183.53,"315-7",69,"Alloy 617","Plate",314626
70,"CapPass",73.82,-80.66,,"InProcess",0.915,276042.38,277839.10,"315-7",70,"Alloy 617","Plate",314626
71,"CapPass",74.57,-80.18,,"InProcess",0.930,280012.35,281420.50,"315-7",71,"Alloy 617","Plate",314626
72,"CapPass",71.63,-85.06,,"InProcess",0.842,284131.16,285702.81,"315-7",72,"Alloy 617","Plate",314626
73,"CapPass",72.90,-80.76,,"InProcess",0.903,287616.69,290463.44,"315-7",73,"Alloy 617","Plate",314626
74,"CapPass",70.92,-80.35,,"InProcess",0.883,292346.16,293735.53,"315-7",74,"Alloy 617","Plate",314626
75,"CapPass",72.51,-83.71,,"InProcess",0.866,296442.85,298190.47,"315-7",75,"Alloy 617","Plate",314626
76,"CapPass",71.94,-81.31,,"InProcess",0.885,299615.69,301756.47,"315-7",76,"Alloy 617","Plate",314626
77,"CapPass",73.27,-80.30,,"InProcess",0.912,303537.69,305845.85,"315-7",77,"Alloy 617","Plate",314626
78,"CapPass",72.83,-80.02,,"InProcess",0.910,308109.72,309743.38,"315-7",78,"Alloy 617","Plate",314626
79,"CapPass",71.61,-81.50,,"InProcess",0.879,311681.72,313225.10,"315-7",79,"Alloy 617","Plate",314626
80,"CapPass",71.70,-78.95,,"InProcess",0.908,315449.35,318247.50,"315-7",80,"Alloy 617","Plate",314626
81,"CapPass",70.45,-79.76,,"InProcess",0.883,320146.13,322115.10,"315-7",81,"Alloy 617","Plate",314626
82,"CapPass",71.43,-85.18,,"InProcess",0.839,324039.91,326380.06,"315-7",82,"Alloy 617","Plate",314626
83,"CapPass",72.49,-79.66,,"InProcess",0.910,328257.69,330244.03,"315-7",83,"Alloy 617","Plate",314626
84,"CapPass",72.13,-81.24,,"InProcess",0.888,331279.81,333525.91,"315-7",84,"Alloy 617","Plate",314626
85,"CapPass",70.58,-79.53,,"InProcess",0.887,335912.91,337361.97,"315-7",85,"Alloy 617","Plate",314626
86,"CapPass",70.87,-79.36,,"InProcess",0.893,339749.56,341957.94,"315-7",86,"Alloy 617","Plate",314626
87,"CapPass",70.64,-79.57,,"InProcess",0.888,343756.66,346291.81,"315-7",87,"Alloy 617","Plate",314626
88,"CapPass",71.13,-78.75,,"InProcess",0.903,347986.72,350436.22,"315-7",88,"Alloy 617","Plate",314626
89,"CapPass",70.25,-82.19,,"InProcess",0.855,351978.44,354426.72,"315-7",89,"Alloy 617","Plate",314626
90,"CapPass",71.08,-81.74,,"InProcess",0.870,356452.06,358053.72,"315-7",90,"Alloy 617","Plate",314626
91,"CapPass",72.43,-78.62,,"InProcess",0.921,359332.38,361952.97,"315-7",91,"Alloy 617","Plate",314626
92,"CapPass",75.21,-78.02,,"InProcess",0.964,363860.41,366103.75,"315-7",92,"Alloy 617","Plate",314626
93,"CapPass",70.12,-78.88,,"InProcess",0.889,368214.50,370207.85,"315-7",93,"Alloy 617","Plate",314626
94,"CapPass",70.13,-79.50,,"InProcess",0.882,371522.16,373482.50,"315-7",94,"Alloy 617","Plate",314626
95,"CapPass",69.46,-78.41,,"InProcess",0.886,375365.50,378470.38,"315-7",95,"Alloy 617","Plate",314626
96,"CapPass",72.37,-79.31,,"InProcess",0.912,379879.00,382468.06,"315-7",96,"Alloy 617","Plate",314626
97,"CapPass",70.26,-77.40,,"InProcess",0.908,384314.00,385329.94,"315-7",97,"Alloy 617","Plate",314626
98,"CapPass",70.24,-78.04,,"InProcess",0.900,388128.03,390214.28,"315-7",98,"Alloy 617","Plate",314626
99,"CapPass",71.92,-78.60,,"InProcess",0.915,391664.97,394051.31,"315-7",99,"Alloy 617","Plate",314626
100,"CapPass",69.70,-79.35,,"InProcess",0.878,396297.75,397982.16,"315-7",100,"Alloy 617","Plate",314626
101,"CapPass",70.11,-79.60,,"InProcess",0.881,400371.31,401379.41,"315-7",101,"Alloy 617","Plate",314626
102,"CapPass",70.76,-75.53,,"InProcess",0.937,403558.88,406001.31,"315-7",102,"Alloy 617","Plate",314626
103,"CapPass",70.60,-75.78,,"InProcess",0.932,407784.47,409309.78,"315-7",103,"Alloy 617","Plate",314626
104,"CapPass",69.35,-77.10,,"InProcess",0.899,411702.56,414305.41,"315-7",104,"Alloy 617","Plate",314626
105,"CapPass",68.01,-78.66,,"InProcess",0.865,416099.66,417617.13,"315-7",105,"Alloy 617","Plate",314626
106,"CapPass",68.83,-82.29,,"InProcess",0.836,420215.10,421714.63,"315-7",106,"Alloy 617","Plate",314626
107,"CapPass",70.48,-80.04,,"InProcess",0.881,423858.35,426116.13,"315-7",107,"Alloy 617","Plate",314626
108,"CapPass",69.75,-80.11,,"InProcess",0.871,428010.50,429608.88,"315-7",108,"Alloy 617","Plate",314626
109,"CapPass",73.77,-77.01,,"InProcess",0.958,432341.91,433166.50,"315-7",109,"Alloy 617","Plate",314626
110,"CapPass",73.37,-80.49,,"InProcess",0.912,435840.53,437447.75,"315-7",110,"Alloy 617","Plate",314626
111,"CapPass",68.72,-75.82,,"InProcess",0.906,440014.78,441263.25,"315-7",111,"Alloy 617","Plate",314626
112,"CapPass",68.81,-75.81,,"InProcess",0.908,444300.25,445671.56,"315-7",112,"Alloy 617","Plate",314626
113,"CapPass",68.26,-80.10,,"InProcess",0.852,448091.88,449499.38,"315-7",113,"Alloy 617","Plate",314626
114,"CapPass",69.82,-78.31,,"InProcess",0.892,452412.35,453834.66,"315-7",114,"Alloy 617","Plate",314626
115,"CapPass",68.30,-77.39,,"InProcess",0.883,456125.66,457573.19,"315-7",115,"Alloy 617","Plate",314626
116,"CapPass",68.20,-78.74,,"InProcess",0.866,459653.72,462327.69,"315-7",116,"Alloy 617","Plate",314626
117,"CapPass",67.57,-81.61,,"InProcess",0.828,464427.06,466395.60,"315-7",117,"Alloy 617","Plate",314626
118,"CapPass",67.62,-76.25,,"InProcess",0.887,468380.63,469779.72,"315-7",118,"Alloy 617","Plate",314626
119,"CapPass",69.50,-78.00,,"InProcess",0.891,471864.85,473819.97,"315-7",119,"Alloy 617","Plate",314626
120,"CapPass",67.23,-80.80,,"InProcess",0.832,476152.10,478250.16,"315-7",120,"Alloy 617","Plate",314626
121,"CapPass",70.99,-75.64,,"InProcess",0.939,479999.38,481510.00,"315-7",121,"Alloy 617","Plate",314626
122,"CapPass",69.51,-75.00,,"InProcess",0.927,484097.03,486060.72,"315-7",122,"Alloy 617","Plate",314626
123,"CapPass",68.16,-78.10,,"InProcess",0.873,488454.72,489778.75,"315-7",123,"Alloy 617","Plate",314626
124,"CapPass",68.65,-75.26,,"InProcess",0.912,492181.28,494321.75,"315-7",124,"Alloy 617","Plate",314626
125,"CapPass",67.43,-77.89,,"InProcess",0.866,495560.91,497951.10,"315-7",125,"Alloy 617","Plate",314626
126,"CapPass",66.65,-73.11,,"InProcess",0.912,500011.47,502355.41,"315-7",126,"Alloy 617","Plate",314626
127,"CapPass",67.95,-74.71,,"InProcess",0.910,504042.25,505542.53,"315-7",127,"Alloy 617","Plate",314626
128,"CapPass",67.10,-74.47,,"InProcess",0.901,507594.06,510224.35,"315-7",128,"Alloy 617","Plate",314626
129,"CapPass",67.49,-75.79,,"InProcess",0.890,512112.06,514272.53,"315-7",129,"Alloy 617","Plate",314626
130,"CapPass",69.49,-77.26,,"InProcess",0.900,516173.41,518232.72,"315-7",130,"Alloy 617","Plate",314626
131,"CapPass",67.95,-74.70,,"InProcess",0.910,519524.31,521523.94,"315-7",131,"Alloy 617","Plate",314626
132,"CapPass",65.90,-76.68,,"InProcess",0.859,524153.56,525828.78,"315-7",132,"Alloy 617","Plate",314626
133,"CapPass",68.07,-74.16,,"InProcess",0.918,527856.60,530477.22,"315-7",133,"Alloy 617","Plate",314626
134,"CapPass",66.77,-73.88,,"InProcess",0.904,532006.97,533736.10,"315-7",134,"Alloy 617","Plate",314626
135,"CapPass",67.32,-73.78,,"InProcess",0.913,536231.78,537224.60,"315-7",135,"Alloy 617","Plate",314626
136,"CapPass",67.05,-77.44,,"InProcess",0.866,539805.91,541968.10,"315-7",136,"Alloy 617","Plate",314626
137,"CapPass",67.63,-75.71,,"InProcess",0.893,544408.41,546106.72,"315-7",137,"Alloy 617","Plate",314626
138,"CapPass",67.31,-74.69,,"InProcess",0.901,548319.16,549648.53,"315-7",138,"Alloy 617","Plate",314626
139,"CapPass",68.61,-77.86,,"InProcess",0.881,552365.10,554143.97,"315-7",139,"Alloy 617","Plate",314626
140,"CapPass",66.60,-75.66,,"InProcess",0.880,556378.66,558205.66,"315-7",140,"Alloy 617","Plate",314626
141,"CapPass",66.80,-78.55,,"InProcess",0.850,559355.60,561544.47,"315-7",141,"Alloy 617","Plate",314626
142,"CapPass",67.43,-77.20,,"InProcess",0.873,563974.16,565713.72,"315-7",142,"Alloy 617","Plate",314626
143,"CapPass",66.72,-74.84,,"InProcess",0.891,568200.22,570171.47,"315-7",143,"Alloy 617","Plate",314626
144,"CapPass",67.98,-74.34,,"InProcess",0.914,572326.72,573394.91,"315-7",144,"Alloy 617","Plate",314626
145,"CapPass",65.33,-72.73,,"InProcess",0.898,576015.03,578122.97,"315-7",145,"Alloy 617","Plate",314626
146,"CapPass",67.80,-75.57,,"InProcess",0.897,579600.35,581954.16,"315-7",146,"Alloy 617","Plate",314626
147,"CapPass",66.25,-74.13,,"InProcess",0.894,583683.03,585988.10,"315-7",147,"Alloy 617","Plate",314626
148,"CapPass",66.24,-72.34,,"InProcess",0.916,587804.10,589124.78,"315-7",148,"Alloy 617","Plate",314626
149,"CapPass",65.85,-72.40,,"InProcess",0.909,592404.72,594091.91,"315-7",149,"Alloy 617","Plate",314626
150,"CapPass",66.83,-72.13,,"InProcess",0.927,596185.66,597608.28,"315-7",150,"Alloy 617","Plate",314626
151,"CapPass",66.54,-72.85,,"InProcess",0.913,600113.97,602421.66,"315-7",151,"Alloy 617","Plate",314626
152,"CapPass",67.46,-72.60,,"InProcess",0.929,603415.35,605440.85,"315-7",152,"Alloy 617","Plate",314626
153,"CapPass",67.26,-72.87,,"InProcess",0.923,608030.35,610320.66,"315-7",153,"Alloy 617","Plate",314626
154,"CapPass",64.49,-73.83,,"InProcess",0.873,612280.91,613976.10,"315-7",154,"Alloy 617","Plate",314626
155,"CapPass",66.10,-70.02,,"InProcess",0.944,616129.78,617330.16,"315-7",155,"Alloy 617","Plate",314626
156,"CapPass",64.37,-71.61,,"InProcess",0.899,620066.60,622338.53,"315-7",156,"Alloy 617","Plate",314626
157,"CapPass",64.19,-71.45,,"InProcess",0.898,623593.91,625233.47,"315-7",157,"Alloy 617","Plate",314626
158,"CapPass",65.52,-72.65,,"InProcess",0.902,628263.10,629960.97,"315-7",158,"Alloy 617","Plate",314626
159,"CapPass",64.15,-76.19,,"InProcess",0.842,632072.91,634183.91,"315-7",159,"Alloy 617","Plate",314626
160,"CapPass",65.40,-71.86,,"InProcess",0.910,635619.16,638131.97,"315-7",160,"Alloy 617","Plate",314626
161,"CapPass",67.70,-71.91,,"InProcess",0.941,640221.91,642012.85,"315-7",161,"Alloy 617","Plate",314626
162,"CapPass",65.44,-71.86,,"InProcess",0.911,643916.91,646462.72,"315-7",162,"Alloy 617","Plate",314626
163,"CapPass",65.04,-71.46,,"InProcess",0.910,648185.28,649838.16,"315-7",163,"Alloy 617","Plate",314626
164,"CapPass",65.25,-71.69,,"InProcess",0.910,652293.03,654317.41,"315-7",164,"Alloy 617","Plate",314626
165,"CapPass",65.71,-72.35,,"InProcess",0.908,655181.60,658450.03,"315-7",165,"Alloy 617","Plate",314626
166,"CapPass",64.01,-72.89,,"InProcess",0.878,660262.47,662274.22,"315-7",166,"Alloy 617","Plate",314626
167,"CapPass",64.34,-74.04,,"InProcess",0.869,664249.28,666212.53,"315-7",167,"Alloy 617","Plate",314626
168,"CapPass",64.84,-71.18,,"InProcess",0.911,667458.47,670468.41,"315-7",168,"Alloy 617","Plate",314626
169,"CapPass",64.90,-70.52,,"InProcess",0.920,672175.72,674116.28,"315-7",169,"Alloy 617","Plate",314626
170,"CapPass",64.96,-74.60,,"InProcess",0.871,676412.53,678367.85,"315-7",170,"Alloy 617","Plate",314626
171,"CapPass",64.53,-72.90,,"InProcess",0.885,679230.97,682312.66,"315-7",171,"Alloy 617","Plate",314626
172,"CapPass",64.93,-71.23,,"InProcess",0.912,683414.47,686281.72,"315-7",172,"Alloy 617","Plate",314626
173,"CapPass",63.28,-69.19,,"InProcess",0.915,688040.85,690064.91,"315-7",173,"Alloy 617","Plate",314626
174,"CapPass",61.96,-72.26,,"InProcess",0.857,691825.03,693532.47,"315-7",174,"Alloy 617","Plate",314626
175,"CapPass",63.26,-69.66,,"InProcess",0.908,695849.78,698392.60,"315-7",175,"Alloy 617","Plate",314626
176,"CapPass",63.73,-69.57,,"InProcess",0.916,700269.47,702213.35,"315-7",176,"Alloy 617","Plate",314626
177,"CapPass",64.39,-70.85,,"InProcess",0.909,704421.47,705917.53,"315-7",177,"Alloy 617","Plate",314626
178,"CapPass",63.12,-68.87,,"InProcess",0.917,707578.53,710184.47,"315-7",178,"Alloy 617","Plate",314626
179,"CapPass",62.52,-70.44,,"InProcess",0.888,712145.97,714096.35,"315-7",179,"Alloy 617","Plate",314626
180,"CapPass",63.23,-69.36,,"InProcess",0.912,715998.22,718243.60,"315-7",180,"Alloy 617","Plate",314626
181,"CapPass",64.75,-71.13,,"InProcess",0.910,720115.41,722060.97,"315-7",181,"Alloy 617","Plate",314626
182,"CapPass",62.81,-70.78,,"InProcess",0.887,724118.53,726184.66,"315-7",182,"Alloy 617","Plate",314626
183,"CapPass",63.94,-73.31,,"InProcess",0.872,728155.91,729604.97,"315-7",183,"Alloy 617","Plate",314626
184,"CapPass",64.00,-68.82,,"InProcess",0.930,732313.41,734160.10,"315-7",184,"Alloy 617","Plate",314626
185,"CapPass",61.74,-67.75,,"InProcess",0.911,736020.53,738354.78,"315-7",185,"Alloy 617","Plate",314626
186,"CapPass",63.15,-71.85,,"InProcess",0.879,739677.35,741725.53,"315-7",186,"Alloy 617","Plate",314626
187,"CapPass",64.36,-70.21,,"InProcess",0.917,744384.72,745906.60,"315-7",187,"Alloy 617","Plate",314626
188,"CapPass",62.88,-69.33,,"InProcess",0.907,747379.03,750433.72,"315-7",188,"Alloy 617","Plate",314626
189,"CapPass",65.37,-69.64,,"InProcess",0.939,752233.10,754225.97,"315-7",189,"Alloy 617","Plate",314626
190,"CapPass",62.98,-69.29,,"InProcess",0.909,755808.60,758053.35,"315-7",190,"Alloy 617","Plate",314626
191,"CapPass",63.33,-71.15,,"InProcess",0.890,760217.47,761910.10,"315-7",191,"Alloy 617","Plate",314626
192,"CapPass",61.66,-68.70,,"InProcess",0.898,763633.91,765918.16,"315-7",192,"Alloy 617","Plate",314626
193,"CapPass",63.11,-69.05,,"InProcess",0.914,767362.47,769481.91,"315-7",193,"Alloy 617","Plate",314626
194,"CapPass",61.63,-71.19,,"InProcess",0.866,772042.10,773353.66,"315-7",194,"Alloy 617","Plate",314626
195,"CapPass",64.73,-69.05,,"InProcess",0.937,776457.91,777968.97,"315-7",195,"Alloy 617","Plate",314626
196,"CapPass",62.04,-67.82,,"InProcess",0.915,780343.91,781578.66,"315-7",196,"Alloy 617","Plate",314626
197,"CapPass",62.86,-68.48,,"InProcess",0.918,783648.85,786272.66,"315-7",197,"Alloy 617","Plate",314626
198,"CapPass",63.72,-66.80,,"InProcess",0.954,788252.72,790223.72,"315-7",198,"Alloy 617","Plate",314626
199,"CapPass",61.91,-66.32,,"InProcess",0.933,792342.22,794158.78,"315-7",199,"Alloy 617","Plate",314626
200,"CapPass",63.79,-67.14,,"InProcess",0.950,796051.28,798219.03,"315-7",200,"Alloy 617","Plate",314626
201,"CapPass",62.99,-66.99,,"InProcess",0.940,799681.28,801953.47,"315-7",201,"Alloy 617","Plate",314626
202,"CapPass",63.07,-66.85,,"InProcess",0.943,804349.47,805281.60,"315-7",202,"Alloy 617","Plate",314626
203,"CapPass",60.28,-72.06,,"InProcess",0.836,808010.78,810355.47,"315-7",203,"Alloy 617","Plate",314626
204,"CapPass",61.59,-66.60,,"InProcess",0.925,811743.41,813689.47,"315-7",204,"Alloy 617","Plate",314626
205,"CapPass",60.79,-66.95,,"InProcess",0.908,816237.85,818242.78,"315-7",205,"Alloy 617","Plate",314626
206,"CapPass",62.26,-65.82,,"InProcess",0.946,820391.47,822222.03,"315-7",206,"Alloy 617","Plate",314626
207,"CapPass",61.37,-66.27,,"InProcess",0.926,823660.22,826399.53,"315-7",207,"Alloy 617","Plate",314626
208,"CapPass",59.45,-68.35,,"InProcess",0.870,828299.53,829828.22,"315-7",208,"Alloy 617","Plate",314626
209,"CapPass",61.32,-67.30,,"InProcess",0.911,831923.41,833946.16,"315-7",209,"Alloy 617","Plate",314626
210,"CapPass",63.10,-67.66,,"InProcess",0.933,836442.85,837498.60,"315-7",210,"Alloy 617","Plate",314626
211,"CapPass",61.39,-67.56,,"InProcess",0.909,839596.85,841885.91,"315-7",211,"Alloy 617","Plate",314626
212,"CapPass",59.88,-68.96,,"InProcess",0.868,844141.60,846323.35,"315-7",212,"Alloy 617","Plate",314626
213,"CapPass",60.80,-66.22,,"InProcess",0.918,848478.35,849536.66,"315-7",213,"Alloy 617","Plate",314626
214,"CapPass",60.24,-67.99,,"InProcess",0.886,851877.97,854074.85,"315-7",214,"Alloy 617","Plate",314626
215,"CapPass",60.44,-67.18,,"InProcess",0.900,856214.85,857964.10,"315-7",215,"Alloy 617","Plate",314626
216,"CapPass",61.69,-70.82,,"InProcess",0.871,860343.10,862446.85,"315-7",216,"Alloy 617","Plate",314626
217,"CapPass",61.77,-67.82,,"InProcess",0.911,864307.72,865427.97,"315-7",217,"Alloy 617","Plate",314626
218,"CapPass",64.96,-66.53,,"InProcess",0.976,867684.16,869561.10,"315-7",218,"Alloy 617","Plate",314626
219,"CapPass",59.18,-65.73,,"InProcess",0.900,871521.03,874111.22,"315-7",219,"Alloy 617","Plate",314626
220,"CapPass",61.25,-64.35,,"InProcess",0.952,876065.41,878284.97,"315-7",220,"Alloy 617","Plate",314626
221,"CapPass",59.56,-66.46,,"InProcess",0.896,879809.60,881994.47,"315-7",221,"Alloy 617","Plate",314626
222,"CapPass",61.82,-66.36,,"InProcess",0.932,883887.53,886101.47,"315-7",222,"Alloy 617","Plate",314626
223,"CapPass",60.54,-64.10,,"InProcess",0.945,888436.16,890333.91,"315-7",223,"Alloy 617","Plate",314626
224,"CapPass",59.64,-65.29,,"InProcess",0.913,892202.60,893774.85,"315-7",224,"Alloy 617","Plate",314626
225,"CapPass",61.61,-70.09,,"InProcess",0.879,895703.66,898171.53,"315-7",225,"Alloy 617","Plate",314626
226,"CapPass",58.16,-68.12,,"InProcess",0.854,899943.60,902179.47,"315-7",226,"Alloy 617","Plate",314626
227,"CapPass",58.84,-64.03,,"InProcess",0.919,904037.28,905689.41,"315-7",227,"Alloy 617","Plate",314626
228,"CapPass",61.09,-69.45,,"InProcess",0.880,907899.91,909797.10,"315-7",228,"Alloy 617","Plate",314626
229,"CapPass",59.68,-67.45,,"InProcess",0.885,911562.35,914410.60,"315-7",229,"Alloy 617","Plate",314626
230,"CapPass",60.35,-65.89,,"InProcess",0.916,915534.28,918021.85,"315-7",230,"Alloy 617","Plate",314626
