"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
46,"CapPass",77.38,-85.80,,"InProcess",0.902,180347.48,181578.09,"43-17",46,"Alloy 617","Plate",314626
47,"CapPass",76.15,-86.24,,"InProcess",0.883,184297.45,186297.26,"43-17",47,"Alloy 617","Plate",314626
48,"CapPass",83.08,-83.38,,"InProcess",0.996,188308.39,189903.67,"43-17",48,"Alloy 617","Plate",314626
49,"CapPass",78.93,-82.91,,"InProcess",0.952,192399.70,193704.56,"43-17",49,"Alloy 617","Plate",314626
50,"CapPass",76.68,-84.81,,"InProcess",0.904,195965.68,197299.43,"43-17",50,"Alloy 617","Plate",314626
51,"CapPass",78.07,-85.37,,"InProcess",0.914,200332.03,202211.70,"43-17",51,"Alloy 617","Plate",314626
52,"CapPass",76.85,-86.00,,"InProcess",0.894,204467.84,205595.25,"43-17",52,"Alloy 617","Plate",314626
53,"CapPass",75.43,-85.45,,"InProcess",0.883,207657.65,209430.65,"43-17",53,"Alloy 617","Plate",314626
54,"CapPass",74.79,-82.56,,"InProcess",0.906,211540.21,212903.78,"43-17",54,"Alloy 617","Plate",314626
55,"CapPass",76.31,-82.27,,"InProcess",0.928,215937.43,217451.98,"43-17",55,"Alloy 617","Plate",314626
56,"CapPass",75.34,-81.91,,"InProcess",0.920,219567.12,221760.34,"43-17",56,"Alloy 617","Plate",314626
57,"CapPass",74.00,-83.60,,"InProcess",0.885,223956.71,226413.70,"43-17",57,"Alloy 617","Plate",314626
58,"CapPass",76.26,-83.43,,"InProcess",0.914,231360.64,230135.42,"43-17",58,"Alloy 617","Plate",314626
59,"CapPass",".",-86.02,,"InProcess",".",".",233666.92,"43-17",59,"Alloy 617","Plate",314626
60,"CapPass",77.52,-84.33,,"InProcess",0.919,235768.96,237211.06,"43-17",60,"Alloy 617","Plate",314626
61,"CapPass",76.29,-89.55,,"InProcess",0.852,240117.87,241881.43,"43-17",61,"Alloy 617","Plate",314626
62,"CapPass",76.49,-85.37,,"InProcess",0.896,243803.96,246119.15,"43-17",62,"Alloy 617","Plate",314626
63,"CapPass",76.29,-84.64,,"InProcess",0.901,248138.04,249804.21,"43-17",63,"Alloy 617","Plate",314626
64,"CapPass",77.21,-84.49,,"InProcess",0.914,252166.21,254441.85,"43-17",64,"Alloy 617","Plate",314626
65,"CapPass",74.36,-85.62,,"InProcess",0.869,255814.78,257942.45,"43-17",65,"Alloy 617","Plate",314626
66,"CapPass",77.05,-88.53,,"InProcess",0.870,259966.87,262028.67,"43-17",66,"Alloy 617","Plate",314626
67,"CapPass",77.10,-85.82,,"InProcess",0.898,267436.25,266272.53,"43-17",67,"Alloy 617","Plate",314626
68,"CapPass",".",-83.32,,"InProcess",".",".",270328.06,"43-17",68,"Alloy 617","Plate",314626
69,"CapPass",73.64,-83.96,,"InProcess",0.877,272305.09,274148.25,"43-17",69,"Alloy 617","Plate",314626
70,"CapPass",74.10,-88.90,,"InProcess",0.833,275738.06,278460.40,"43-17",70,"Alloy 617","Plate",314626
71,"CapPass",77.23,-82.81,,"InProcess",0.933,279784.15,281265.21,"43-17",71,"Alloy 617","Plate",314626
72,"CapPass",75.04,-80.34,,"InProcess",0.934,287278.65,285713.78,"43-17",72,"Alloy 617","Plate",314626
73,"CapPass",".",-82.40,,"InProcess",".",".",289601.68,"43-17",73,"Alloy 617","Plate",314626
74,"CapPass",76.28,-83.39,,"InProcess",0.915,291982.81,294336.00,"43-17",74,"Alloy 617","Plate",314626
75,"CapPass",".",-84.22,,"InProcess",".",".",297925.25,"43-17",75,"Alloy 617","Plate",314626
76,"CapPass",74.70,-86.01,,"InProcess",0.868,299587.81,302389.46,"43-17",76,"Alloy 617","Plate",314626
77,"CapPass",74.97,-83.05,,"InProcess",0.903,303997.56,305655.68,"43-17",77,"Alloy 617","Plate",314626
78,"CapPass",75.16,-83.20,,"InProcess",0.903,308158.93,309127.00,"43-17",78,"Alloy 617","Plate",314626
79,"CapPass",76.10,-82.78,,"InProcess",0.919,311790.37,313825.34,"43-17",79,"Alloy 617","Plate",314626
80,"CapPass",76.49,-82.21,,"InProcess",0.930,315545.43,317684.75,"43-17",80,"Alloy 617","Plate",314626
81,"CapPass",75.03,-83.70,,"InProcess",0.896,319696.21,321224.75,"43-17",81,"Alloy 617","Plate",314626
82,"CapPass",75.67,-80.98,,"InProcess",0.935,324121.34,325767.28,"43-17",82,"Alloy 617","Plate",314626
83,"CapPass",74.90,-82.88,,"InProcess",0.904,328021.03,330321.71,"43-17",83,"Alloy 617","Plate",314626
84,"CapPass",76.58,-84.60,,"InProcess",0.905,331900.18,333964.84,"43-17",84,"Alloy 617","Plate",314626
85,"CapPass",74.42,-83.44,,"InProcess",0.892,336078.87,338468.40,"43-17",85,"Alloy 617","Plate",314626
86,"CapPass",80.11,-81.10,,"InProcess",0.988,340111.37,342395.59,"43-17",86,"Alloy 617","Plate",314626
87,"CapPass",75.13,-82.97,,"InProcess",0.906,344465.65,345269.68,"43-17",87,"Alloy 617","Plate",314626
88,"CapPass",76.01,-84.49,,"InProcess",0.900,347747.96,350214.34,"43-17",88,"Alloy 617","Plate",314626
89,"CapPass",74.49,-85.23,,"InProcess",0.874,352296.25,353731.09,"43-17",89,"Alloy 617","Plate",314626
90,"CapPass",78.93,-81.07,,"InProcess",0.974,356109.78,358161.46,"43-17",90,"Alloy 617","Plate",314626
91,"CapPass",74.52,-81.05,,"InProcess",0.919,360272.09,361429.21,"43-17",91,"Alloy 617","Plate",314626
92,"CapPass",75.69,-80.33,,"InProcess",0.942,364454.40,366228.90,"43-17",92,"Alloy 617","Plate",314626
93,"CapPass",72.76,-80.26,,"InProcess",0.906,367940.34,370357.21,"43-17",93,"Alloy 617","Plate",314626
94,"CapPass",72.85,-80.82,,"InProcess",0.901,372029.40,373243.71,"43-17",94,"Alloy 617","Plate",314626
95,"CapPass",76.24,-81.62,,"InProcess",0.934,376231.06,376997.87,"43-17",95,"Alloy 617","Plate",314626
96,"CapPass",80.50,-82.79,,"InProcess",0.972,379675.06,382277.87,"43-17",96,"Alloy 617","Plate",314626
97,"CapPass",75.16,-82.88,,"InProcess",0.907,383789.68,385915.12,"43-17",97,"Alloy 617","Plate",314626
98,"CapPass",78.16,-79.37,,"InProcess",0.985,388144.53,390051.18,"43-17",98,"Alloy 617","Plate",314626
99,"CapPass",74.90,-81.07,,"InProcess",0.924,395472.15,394020.62,"43-17",99,"Alloy 617","Plate",314626
100,"CapPass",".",-80.58,,"InProcess",".",".",397631.34,"43-17",100,"Alloy 617","Plate",314626
101,"CapPass",71.62,-81.18,,"InProcess",0.882,399850.90,401389.18,"43-17",101,"Alloy 617","Plate",314626
102,"CapPass",71.12,-86.23,,"InProcess",0.825,403559.34,406339.37,"43-17",102,"Alloy 617","Plate",314626
103,"CapPass",73.66,-81.25,,"InProcess",0.907,408028.21,409807.06,"43-17",103,"Alloy 617","Plate",314626
104,"CapPass",72.53,-83.51,,"InProcess",0.869,412442.28,414245.81,"43-17",104,"Alloy 617","Plate",314626
105,"CapPass",71.88,-78.60,,"InProcess",0.915,416237.59,418178.87,"43-17",105,"Alloy 617","Plate",314626
106,"CapPass",73.33,-79.14,,"InProcess",0.927,419717.81,422003.25,"43-17",106,"Alloy 617","Plate",314626
107,"CapPass",72.98,-81.69,,"InProcess",0.893,424003.34,426081.84,"43-17",107,"Alloy 617","Plate",314626
108,"CapPass",".",-80.41,,"InProcess",".",".",429823.50,"43-17",108,"Alloy 617","Plate",314626
109,"CapPass",73.81,-81.48,,"InProcess",0.906,431824.31,434398.78,"43-17",109,"Alloy 617","Plate",314626
110,"CapPass",76.60,-80.37,,"InProcess",0.953,439197.71,437228.21,"43-17",110,"Alloy 617","Plate",314626
111,"CapPass",".",-81.72,,"InProcess",".",".",442399.93,"43-17",111,"Alloy 617","Plate",314626
112,"CapPass",78.92,-80.98,,"InProcess",0.975,447455.28,445526.59,"43-17",112,"Alloy 617","Plate",314626
113,"CapPass",".",-78.91,,"InProcess",".",".",450385.56,"43-17",113,"Alloy 617","Plate",314626
114,"CapPass",72.78,-78.35,,"InProcess",0.929,452419.62,453680.15,"43-17",114,"Alloy 617","Plate",314626
115,"CapPass",74.09,-79.07,,"InProcess",0.937,456296.90,458462.96,"43-17",115,"Alloy 617","Plate",314626
116,"CapPass",73.05,-79.90,,"InProcess",0.914,460145.37,461732.50,"43-17",116,"Alloy 617","Plate",314626
117,"CapPass",73.75,-80.46,,"InProcess",0.917,464475.06,465603.37,"43-17",117,"Alloy 617","Plate",314626
118,"CapPass",74.59,-80.17,,"InProcess",0.930,468376.59,470360.68,"43-17",118,"Alloy 617","Plate",314626
119,"CapPass",75.77,-81.40,,"InProcess",0.931,472322.71,474465.50,"43-17",119,"Alloy 617","Plate",314626
120,"CapPass",72.58,-78.18,,"InProcess",0.928,475668.50,477601.37,"43-17",120,"Alloy 617","Plate",314626
121,"CapPass",72.44,-78.74,,"InProcess",0.920,483412.25,481154.34,"43-17",121,"Alloy 617","Plate",314626
122,"CapPass",69.74,-79.27,,"InProcess",0.880,487262.81,485794.21,"43-17",122,"Alloy 617","Plate",314626
123,"CapPass",".",-79.37,,"InProcess",".",".",490452.68,"43-17",123,"Alloy 617","Plate",314626
124,"CapPass",70.77,-78.41,,"InProcess",0.903,492015.12,493892.93,"43-17",124,"Alloy 617","Plate",314626
125,"CapPass",70.53,-76.72,,"InProcess",0.919,496424.93,497591.00,"43-17",125,"Alloy 617","Plate",314626
126,"CapPass",69.67,-77.88,,"InProcess",0.895,500378.28,502327.09,"43-17",126,"Alloy 617","Plate",314626
127,"CapPass",74.09,-77.40,,"InProcess",0.957,503781.03,505464.50,"43-17",127,"Alloy 617","Plate",314626
128,"CapPass",71.05,-78.18,,"InProcess",0.909,508005.31,509916.25,"43-17",128,"Alloy 617","Plate",314626
129,"CapPass",71.20,-78.97,,"InProcess",0.902,512386.09,514401.81,"43-17",129,"Alloy 617","Plate",314626
130,"CapPass",72.08,-77.26,,"InProcess",0.933,515880.09,518065.15,"43-17",130,"Alloy 617","Plate",314626
131,"CapPass",69.02,-76.63,,"InProcess",0.901,520161.56,522089.43,"43-17",131,"Alloy 617","Plate",314626
132,"CapPass",69.47,-76.10,,"InProcess",0.913,527451.50,526390.06,"43-17",132,"Alloy 617","Plate",314626
133,"CapPass",".",-77.05,,"InProcess",".",".",529576.25,"43-17",133,"Alloy 617","Plate",314626
134,"CapPass",72.94,-78.05,,"InProcess",0.935,532420.25,534162.81,"43-17",134,"Alloy 617","Plate",314626
135,"CapPass",68.99,-78.84,,"InProcess",0.875,536205.87,537112.31,"43-17",135,"Alloy 617","Plate",314626
136,"CapPass",69.05,-75.87,,"InProcess",0.910,539612.00,542201.06,"43-17",136,"Alloy 617","Plate",314626
137,"CapPass",69.68,-76.27,,"InProcess",0.914,544079.25,546457.00,"43-17",137,"Alloy 617","Plate",314626
138,"CapPass",71.98,-75.25,,"InProcess",0.957,551162.12,550400.75,"43-17",138,"Alloy 617","Plate",314626
139,"CapPass",".",-77.88,,"InProcess",".",".",554241.50,"43-17",139,"Alloy 617","Plate",314626
140,"CapPass",67.37,-76.25,,"InProcess",0.884,555620.81,557762.12,"43-17",140,"Alloy 617","Plate",314626
141,"CapPass",68.47,-73.93,,"InProcess",0.926,560056.43,562282.18,"43-17",141,"Alloy 617","Plate",314626
142,"CapPass",69.42,-75.79,,"InProcess",0.916,564286.56,566313.00,"43-17",142,"Alloy 617","Plate",314626
143,"CapPass",72.65,-76.41,,"InProcess",0.951,567811.06,569657.25,"43-17",143,"Alloy 617","Plate",314626
144,"CapPass",69.07,-77.61,,"InProcess",0.890,572290.93,573994.43,"43-17",144,"Alloy 617","Plate",314626
145,"CapPass",73.36,-77.94,,"InProcess",0.941,579328.00,578249.31,"43-17",145,"Alloy 617","Plate",314626
146,"CapPass",".",-77.19,,"InProcess",".",".",581692.56,"43-17",146,"Alloy 617","Plate",314626
147,"CapPass",69.79,-76.75,,"InProcess",0.909,584301.50,585964.31,"43-17",147,"Alloy 617","Plate",314626
148,"CapPass",69.82,-75.29,,"InProcess",0.927,587789.00,589834.50,"43-17",148,"Alloy 617","Plate",314626
149,"CapPass",67.41,-74.78,,"InProcess",0.901,592376.87,594263.93,"43-17",149,"Alloy 617","Plate",314626
150,"CapPass",70.94,-78.41,,"InProcess",0.905,596144.31,598171.18,"43-17",150,"Alloy 617","Plate",314626
151,"CapPass",75.44,-75.69,,"InProcess",0.997,600267.56,602228.37,"43-17",151,"Alloy 617","Plate",314626
152,"CapPass",72.22,-72.95,,"InProcess",0.990,604095.56,606269.43,"43-17",152,"Alloy 617","Plate",314626
153,"CapPass",71.47,-76.02,,"InProcess",0.940,608310.37,610335.00,"43-17",153,"Alloy 617","Plate",314626
154,"CapPass",71.20,-73.52,,"InProcess",0.969,612351.43,614406.75,"43-17",154,"Alloy 617","Plate",314626
155,"CapPass",67.00,-76.36,,"InProcess",0.877,616289.31,617778.43,"43-17",155,"Alloy 617","Plate",314626
156,"CapPass",68.45,-77.90,,"InProcess",0.879,620434.93,622187.56,"43-17",156,"Alloy 617","Plate",314626
157,"CapPass",71.92,-78.09,,"InProcess",0.921,624367.31,626471.81,"43-17",157,"Alloy 617","Plate",314626
158,"CapPass",68.48,-74.69,,"InProcess",0.917,628439.68,629090.56,"43-17",158,"Alloy 617","Plate",314626
159,"CapPass",69.98,-72.71,,"InProcess",0.962,631822.31,634385.81,"43-17",159,"Alloy 617","Plate",314626
160,"CapPass",".",-71.05,,"InProcess",".",".",637743.93,"43-17",160,"Alloy 617","Plate",314626
161,"CapPass",67.65,-73.79,,"InProcess",0.917,640024.68,642370.00,"43-17",161,"Alloy 617","Plate",314626
162,"CapPass",68.29,-72.33,,"InProcess",0.944,643746.31,646237.12,"43-17",162,"Alloy 617","Plate",314626
163,"CapPass",65.93,-70.67,,"InProcess",0.933,648416.87,649910.31,"43-17",163,"Alloy 617","Plate",314626
164,"CapPass",65.31,-72.05,,"InProcess",0.906,652301.00,654284.25,"43-17",164,"Alloy 617","Plate",314626
165,"CapPass",67.05,-73.62,,"InProcess",0.911,656107.43,658456.00,"43-17",165,"Alloy 617","Plate",314626
166,"CapPass",71.23,-73.26,,"InProcess",0.972,659923.68,661217.75,"43-17",166,"Alloy 617","Plate",314626
167,"CapPass",69.14,-72.42,,"InProcess",0.955,663848.06,666134.06,"43-17",167,"Alloy 617","Plate",314626
168,"CapPass",66.09,-70.83,,"InProcess",0.933,667834.87,669808.31,"43-17",168,"Alloy 617","Plate",314626
169,"CapPass",66.36,-72.53,,"InProcess",0.915,672172.12,674412.87,"43-17",169,"Alloy 617","Plate",314626
170,"CapPass",64.99,-71.33,,"InProcess",0.911,676391.31,677548.31,"43-17",170,"Alloy 617","Plate",314626
171,"CapPass",65.79,-72.55,,"InProcess",0.907,680246.06,682454.31,"43-17",171,"Alloy 617","Plate",314626
172,"CapPass",66.53,-70.29,,"InProcess",0.947,684196.18,686174.81,"43-17",172,"Alloy 617","Plate",314626
173,"CapPass",67.51,-71.57,,"InProcess",0.943,688372.81,690036.43,"43-17",173,"Alloy 617","Plate",314626
174,"CapPass",".",-70.79,,"InProcess",".",".",693816.12,"43-17",174,"Alloy 617","Plate",314626
175,"CapPass",63.92,-73.25,,"InProcess",0.873,696311.87,697516.12,"43-17",175,"Alloy 617","Plate",314626
176,"CapPass",64.65,-71.01,,"InProcess",0.911,700245.87,702214.50,"43-17",176,"Alloy 617","Plate",314626
177,"CapPass",65.00,-71.45,,"InProcess",0.910,704186.43,706260.93,"43-17",177,"Alloy 617","Plate",314626
178,"CapPass",64.47,-72.49,,"InProcess",0.889,707804.18,710440.31,"43-17",178,"Alloy 617","Plate",314626
179,"CapPass",65.49,-71.33,,"InProcess",0.918,712298.31,714331.06,"43-17",179,"Alloy 617","Plate",314626
180,"CapPass",66.28,-74.71,,"InProcess",0.887,716386.75,718098.87,"43-17",180,"Alloy 617","Plate",314626
181,"CapPass",66.97,-75.18,,"InProcess",0.891,720436.87,721973.25,"43-17",181,"Alloy 617","Plate",314626
182,"CapPass",65.54,-73.25,,"InProcess",0.895,723921.06,726012.00,"43-17",182,"Alloy 617","Plate",314626
183,"CapPass",68.91,-71.55,,"InProcess",0.963,728092.43,730019.25,"43-17",183,"Alloy 617","Plate",314626
184,"CapPass",64.74,-71.73,,"InProcess",0.903,732176.87,733868.81,"43-17",184,"Alloy 617","Plate",314626
185,"CapPass",63.04,-73.38,,"InProcess",0.859,735866.43,738099.81,"43-17",185,"Alloy 617","Plate",314626
186,"CapPass",".",-69.13,,"InProcess",".",".",741843.87,"43-17",186,"Alloy 617","Plate",314626
187,"CapPass",68.63,-70.60,,"InProcess",0.972,744431.62,746296.06,"43-17",187,"Alloy 617","Plate",314626
188,"CapPass",63.70,-70.99,,"InProcess",0.897,748419.56,749958.56,"43-17",188,"Alloy 617","Plate",314626
189,"CapPass",65.95,-72.03,,"InProcess",0.916,751898.43,754127.06,"43-17",189,"Alloy 617","Plate",314626
190,"CapPass",64.89,-67.38,,"InProcess",0.963,755964.93,758082.37,"43-17",190,"Alloy 617","Plate",314626
191,"CapPass",63.91,-71.29,,"InProcess",0.896,759930.06,761682.25,"43-17",191,"Alloy 617","Plate",314626
192,"CapPass",63.96,-73.60,,"InProcess",0.869,763777.87,766246.00,"43-17",192,"Alloy 617","Plate",314626
193,"CapPass",".",-68.98,,"InProcess",".",".",769699.81,"43-17",193,"Alloy 617","Plate",314626
194,"CapPass",65.14,-68.42,,"InProcess",0.952,771839.68,774099.62,"43-17",194,"Alloy 617","Plate",314626
195,"CapPass",65.06,-70.61,,"InProcess",0.921,775533.43,777842.56,"43-17",195,"Alloy 617","Plate",314626
196,"CapPass",62.63,-71.21,,"InProcess",0.880,780450.00,781697.81,"43-17",196,"Alloy 617","Plate",314626
197,"CapPass",61.64,-70.88,,"InProcess",0.870,784194.31,786372.93,"43-17",197,"Alloy 617","Plate",314626
198,"CapPass",62.81,-69.64,,"InProcess",0.902,788341.68,790458.75,"43-17",198,"Alloy 617","Plate",314626
199,"CapPass",63.49,-71.49,,"InProcess",0.888,792430.62,793532.31,"43-17",199,"Alloy 617","Plate",314626
200,"CapPass",62.99,-67.44,,"InProcess",0.934,796021.81,798361.25,"43-17",200,"Alloy 617","Plate",314626
201,"CapPass",65.34,-69.22,,"InProcess",0.944,800295.50,802433.62,"43-17",201,"Alloy 617","Plate",314626
202,"CapPass",62.79,-68.14,,"InProcess",0.922,804389.37,806397.00,"43-17",202,"Alloy 617","Plate",314626
203,"CapPass",60.69,-66.81,,"InProcess",0.908,808224.06,809466.12,"43-17",203,"Alloy 617","Plate",314626
204,"CapPass",63.82,-70.59,,"InProcess",0.904,812265.81,814131.06,"43-17",204,"Alloy 617","Plate",314626
205,"CapPass",".",-69.02,,"InProcess",".",".",817776.25,"43-17",205,"Alloy 617","Plate",314626
206,"CapPass",65.91,-69.62,,"InProcess",0.947,820424.43,821754.62,"43-17",206,"Alloy 617","Plate",314626
207,"CapPass",62.31,-67.60,,"InProcess",0.922,824446.75,826377.87,"43-17",207,"Alloy 617","Plate",314626
208,"CapPass",64.31,-66.82,,"InProcess",0.962,828165.75,829180.25,"43-17",208,"Alloy 617","Plate",314626
209,"CapPass",63.83,-66.20,,"InProcess",0.964,835451.62,834426.75,"43-17",209,"Alloy 617","Plate",314626
210,"CapPass",62.68,-66.37,,"InProcess",0.944,839477.37,837590.93,"43-17",210,"Alloy 617","Plate",314626
211,"CapPass",".",-67.67,,"InProcess",".",".",841881.87,"43-17",211,"Alloy 617","Plate",314626
212,"CapPass",63.24,-67.30,,"InProcess",0.940,844232.62,846014.75,"43-17",212,"Alloy 617","Plate",314626
213,"CapPass",61.40,-67.66,,"InProcess",0.907,847770.06,850405.62,"43-17",213,"Alloy 617","Plate",314626
214,"CapPass",62.09,-68.46,,"InProcess",0.907,855250.00,854378.00,"43-17",214,"Alloy 617","Plate",314626
215,"CapPass",".",-65.49,,"InProcess",".",".",858324.50,"43-17",215,"Alloy 617","Plate",314626
216,"CapPass",62.84,-66.13,,"InProcess",0.950,860346.62,861293.43,"43-17",216,"Alloy 617","Plate",314626
217,"CapPass",63.52,-68.35,,"InProcess",0.929,864303.87,866395.06,"43-17",217,"Alloy 617","Plate",314626
218,"CapPass",61.10,-66.77,,"InProcess",0.915,867882.18,870401.18,"43-17",218,"Alloy 617","Plate",314626
219,"CapPass",60.15,-68.85,,"InProcess",0.874,871950.62,873338.81,"43-17",219,"Alloy 617","Plate",314626
220,"CapPass",60.88,-64.66,,"InProcess",0.942,876172.37,877462.75,"43-17",220,"Alloy 617","Plate",314626
221,"CapPass",61.35,-66.27,,"InProcess",0.926,879629.62,882235.62,"43-17",221,"Alloy 617","Plate",314626
222,"CapPass",".",-66.60,,"InProcess",".",".",886435.68,"43-17",222,"Alloy 617","Plate",314626
223,"CapPass",60.13,-67.23,,"InProcess",0.894,891464.00,890112.87,"43-17",223,"Alloy 617","Plate",314626
224,"CapPass",".",-65.15,,"InProcess",".",".",894477.37,"43-17",224,"Alloy 617","Plate",314626
225,"CapPass",61.89,-66.23,,"InProcess",0.934,895853.25,898421.56,"43-17",225,"Alloy 617","Plate",314626
226,"CapPass",62.39,-66.63,,"InProcess",0.936,900287.68,902010.50,"43-17",226,"Alloy 617","Plate",314626
227,"CapPass",61.41,-67.43,,"InProcess",0.911,903906.06,906475.00,"43-17",227,"Alloy 617","Plate",314626
228,"CapPass",60.02,-67.77,,"InProcess",0.886,907753.56,910449.87,"43-17",228,"Alloy 617","Plate",314626
229,"CapPass",60.87,-69.26,,"InProcess",0.879,912294.87,914397.18,"43-17",229,"Alloy 617","Plate",314626
230,"CapPass",59.48,-64.60,,"InProcess",0.921,916105.93,918469.06,"43-17",230,"Alloy 617","Plate",314626
231,"CapPass",61.67,-65.60,,"InProcess",0.940,920428.93,921196.75,"43-17",231,"Alloy 617","Plate",314626
232,"CapPass",60.52,-66.95,,"InProcess",0.904,923840.56,926129.31,"43-17",232,"Alloy 617","Plate",314626
233,"CapPass",61.64,-64.90,,"InProcess",0.950,928203.50,929753.31,"43-17",233,"Alloy 617","Plate",314626
