"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
105,"CapPass",56.86,-51.25,,"InProcess",1.109,416236.34,417502.44,"J-3",105,"Alloy 617","Plate",314626
106,"CapPass",56.48,-52.33,,"InProcess",1.079,420251.28,422319.53,"J-3",106,"Alloy 617","Plate",314626
107,"CapPass",".",-51.25,,"InProcess",".",".",426037.94,"J-3",107,"Alloy 617","Plate",314626
108,"CapPass",56.21,-53.82,,"InProcess",1.044,427817.53,429878.56,"J-3",108,"Alloy 617","Plate",314626
109,"CapPass",55.85,-51.68,,"InProcess",1.081,431576.62,433834.72,"J-3",109,"Alloy 617","Plate",314626
110,"CapPass",56.88,-54.38,,"InProcess",1.046,439183.69,438470.47,"J-3",110,"Alloy 617","Plate",314626
111,"CapPass",".",-52.69,,"InProcess",".",".",442333.56,"J-3",111,"Alloy 617","Plate",314626
112,"CapPass",55.77,-51.77,,"InProcess",1.077,443952.06,446449.81,"J-3",112,"Alloy 617","Plate",314626
113,"CapPass",54.83,-51.61,,"InProcess",1.062,447812.40,449518.69,"J-3",113,"Alloy 617","Plate",314626
114,"CapPass",55.16,-51.90,,"InProcess",1.063,451859.53,454131.72,"J-3",114,"Alloy 617","Plate",314626
115,"CapPass",54.59,-55.88,,"InProcess",0.977,456336.81,458438.37,"J-3",115,"Alloy 617","Plate",314626
116,"CapPass",55.09,-50.84,,"InProcess",1.084,459844.28,462386.40,"J-3",116,"Alloy 617","Plate",314626
117,"CapPass",55.63,-51.46,,"InProcess",1.081,463704.00,466309.12,"J-3",117,"Alloy 617","Plate",314626
118,"CapPass",55.34,-51.64,,"InProcess",1.072,468267.62,470403.50,"J-3",118,"Alloy 617","Plate",314626
119,"CapPass",54.61,-52.05,,"InProcess",1.049,472332.00,474470.37,"J-3",119,"Alloy 617","Plate",314626
120,"CapPass",54.47,-54.30,,"InProcess",1.003,475799.47,478252.19,"J-3",120,"Alloy 617","Plate",314626
121,"CapPass",55.11,-51.07,,"InProcess",1.079,480051.28,482222.50,"J-3",121,"Alloy 617","Plate",314626
122,"CapPass",54.89,-52.08,,"InProcess",1.054,483681.87,486461.19,"J-3",122,"Alloy 617","Plate",314626
123,"CapPass",54.42,-54.35,,"InProcess",1.001,488295.15,490361.06,"J-3",123,"Alloy 617","Plate",314626
124,"CapPass",54.27,-50.79,,"InProcess",1.068,492046.81,493645.81,"J-3",124,"Alloy 617","Plate",314626
125,"CapPass",54.22,-52.28,,"InProcess",1.037,496429.00,498209.69,"J-3",125,"Alloy 617","Plate",314626
126,"CapPass",55.53,-51.34,,"InProcess",1.082,500089.56,502278.37,"J-3",126,"Alloy 617","Plate",314626
127,"CapPass",".",-49.97,,"InProcess",".",".",506174.40,"J-3",127,"Alloy 617","Plate",314626
128,"CapPass",53.69,-50.85,,"InProcess",1.056,508447.28,509528.69,"J-3",128,"Alloy 617","Plate",314626
129,"CapPass",54.65,-53.68,,"InProcess",1.018,515244.78,514270.65,"J-3",129,"Alloy 617","Plate",314626
130,"CapPass",".",-49.87,,"InProcess",".",".",518257.03,"J-3",130,"Alloy 617","Plate",314626
131,"CapPass",54.31,-52.87,,"InProcess",1.027,520396.94,521736.56,"J-3",131,"Alloy 617","Plate",314626
132,"CapPass",".",-52.70,,"InProcess",".",".",526111.19,"J-3",132,"Alloy 617","Plate",314626
133,"CapPass",54.35,-50.06,,"InProcess",1.086,528452.25,529671.62,"J-3",133,"Alloy 617","Plate",314626
134,"CapPass",53.31,-50.71,,"InProcess",1.051,532149.06,534325.81,"J-3",134,"Alloy 617","Plate",314626
135,"CapPass",53.08,-49.03,,"InProcess",1.082,536361.87,538030.87,"J-3",135,"Alloy 617","Plate",314626
136,"CapPass",53.21,-51.32,,"InProcess",1.037,539682.12,542202.62,"J-3",136,"Alloy 617","Plate",314626
137,"CapPass",54.11,-50.66,,"InProcess",1.068,543975.12,546474.37,"J-3",137,"Alloy 617","Plate",314626
138,"CapPass",54.71,-48.60,,"InProcess",1.126,548010.31,550401.19,"J-3",138,"Alloy 617","Plate",314626
139,"CapPass",53.32,-50.44,,"InProcess",1.057,551590.94,554283.44,"J-3",139,"Alloy 617","Plate",314626
140,"CapPass",55.25,-52.05,,"InProcess",1.061,556384.37,557939.12,"J-3",140,"Alloy 617","Plate",314626
141,"CapPass",53.45,-50.43,,"InProcess",1.060,560369.31,562467.75,"J-3",141,"Alloy 617","Plate",314626
142,"CapPass",53.82,-50.38,,"InProcess",1.068,563704.87,566465.81,"J-3",142,"Alloy 617","Plate",314626
143,"CapPass",52.46,-49.43,,"InProcess",1.061,568350.81,570079.19,"J-3",143,"Alloy 617","Plate",314626
144,"CapPass",53.21,-49.16,,"InProcess",1.082,572032.06,574466.12,"J-3",144,"Alloy 617","Plate",314626
145,"CapPass",52.48,-48.37,,"InProcess",1.085,576046.25,578457.19,"J-3",145,"Alloy 617","Plate",314626
146,"CapPass",52.75,-49.01,,"InProcess",1.076,580039.12,582237.62,"J-3",146,"Alloy 617","Plate",314626
147,"CapPass",53.30,-49.10,,"InProcess",1.086,584377.87,586298.81,"J-3",147,"Alloy 617","Plate",314626
148,"CapPass",53.85,-48.04,,"InProcess",1.121,587680.75,589747.06,"J-3",148,"Alloy 617","Plate",314626
149,"CapPass",51.94,-51.20,,"InProcess",1.014,592163.31,594317.75,"J-3",149,"Alloy 617","Plate",314626
150,"CapPass",52.42,-50.18,,"InProcess",1.045,596073.69,598068.37,"J-3",150,"Alloy 617","Plate",314626
151,"CapPass",52.16,-48.32,,"InProcess",1.080,599667.06,602386.06,"J-3",151,"Alloy 617","Plate",314626
152,"CapPass",52.10,-48.02,,"InProcess",1.085,604217.94,605494.19,"J-3",152,"Alloy 617","Plate",314626
153,"CapPass",52.92,-48.71,,"InProcess",1.086,608303.94,609681.06,"J-3",153,"Alloy 617","Plate",314626
154,"CapPass",52.39,-49.24,,"InProcess",1.064,612245.69,614245.31,"J-3",154,"Alloy 617","Plate",314626
155,"CapPass",54.05,-48.07,,"InProcess",1.125,616170.44,617835.06,"J-3",155,"Alloy 617","Plate",314626
156,"CapPass",".",-49.76,,"InProcess",".",".",622329.50,"J-3",156,"Alloy 617","Plate",314626
157,"CapPass",51.52,-48.52,,"InProcess",1.062,623738.31,626365.56,"J-3",157,"Alloy 617","Plate",314626
158,"CapPass",53.67,-48.88,,"InProcess",1.098,627967.50,629601.50,"J-3",158,"Alloy 617","Plate",314626
159,"CapPass",52.58,-50.00,,"InProcess",1.052,632240.87,634238.62,"J-3",159,"Alloy 617","Plate",314626
160,"CapPass",52.36,-49.49,,"InProcess",1.058,636258.31,638259.37,"J-3",160,"Alloy 617","Plate",314626
161,"CapPass",".",-48.08,,"InProcess",".",".",641865.69,"J-3",161,"Alloy 617","Plate",314626
162,"CapPass",51.69,-49.12,,"InProcess",1.052,644140.44,646302.56,"J-3",162,"Alloy 617","Plate",314626
163,"CapPass",52.57,-47.97,,"InProcess",1.096,647750.44,650046.69,"J-3",163,"Alloy 617","Plate",314626
164,"CapPass",51.52,-49.04,,"InProcess",1.051,651829.81,654441.87,"J-3",164,"Alloy 617","Plate",314626
165,"CapPass",50.95,-47.99,,"InProcess",1.062,656094.69,658358.56,"J-3",165,"Alloy 617","Plate",314626
166,"CapPass",53.02,-48.18,,"InProcess",1.100,660088.12,662437.50,"J-3",166,"Alloy 617","Plate",314626
167,"CapPass",52.27,-48.01,,"InProcess",1.089,664468.06,666464.31,"J-3",167,"Alloy 617","Plate",314626
168,"CapPass",51.87,-48.80,,"InProcess",1.063,667611.12,670449.06,"J-3",168,"Alloy 617","Plate",314626
169,"CapPass",52.67,-46.94,,"InProcess",1.122,671979.25,674270.75,"J-3",169,"Alloy 617","Plate",314626
170,"CapPass",51.33,-47.83,,"InProcess",1.073,676372.50,678376.00,"J-3",170,"Alloy 617","Plate",314626
171,"CapPass",51.80,-47.06,,"InProcess",1.101,680085.56,682082.06,"J-3",171,"Alloy 617","Plate",314626
172,"CapPass",51.55,-47.48,,"InProcess",1.086,683709.06,686208.50,"J-3",172,"Alloy 617","Plate",314626
173,"CapPass",52.05,-47.84,,"InProcess",1.088,688077.25,690053.87,"J-3",173,"Alloy 617","Plate",314626
174,"CapPass",".",-50.06,,"InProcess",".",".",694415.81,"J-3",174,"Alloy 617","Plate",314626
175,"CapPass",52.92,-47.52,,"InProcess",1.114,695920.19,698297.69,"J-3",175,"Alloy 617","Plate",314626
176,"CapPass",".",-46.69,,"InProcess",".",".",702164.75,"J-3",176,"Alloy 617","Plate",314626
177,"CapPass",52.09,-47.01,,"InProcess",1.108,704447.69,706093.75,"J-3",177,"Alloy 617","Plate",314626
178,"CapPass",51.40,-47.86,,"InProcess",1.074,708318.00,710389.87,"J-3",178,"Alloy 617","Plate",314626
179,"CapPass",52.52,-47.04,,"InProcess",1.116,711908.56,714415.06,"J-3",179,"Alloy 617","Plate",314626
180,"CapPass",51.25,-49.76,,"InProcess",1.030,716327.81,718087.31,"J-3",180,"Alloy 617","Plate",314626
181,"CapPass",51.14,-48.15,,"InProcess",1.062,720457.25,722462.44,"J-3",181,"Alloy 617","Plate",314626
182,"CapPass",51.04,-46.53,,"InProcess",1.097,723821.69,726468.69,"J-3",182,"Alloy 617","Plate",314626
183,"CapPass",51.56,-47.13,,"InProcess",1.094,727997.62,729927.81,"J-3",183,"Alloy 617","Plate",314626
184,"CapPass",51.30,-46.53,,"InProcess",1.103,732014.50,734203.12,"J-3",184,"Alloy 617","Plate",314626
185,"CapPass",51.59,-47.64,,"InProcess",1.083,736410.56,738391.87,"J-3",185,"Alloy 617","Plate",314626
186,"CapPass",51.97,-48.18,,"InProcess",1.079,740272.81,742284.37,"J-3",186,"Alloy 617","Plate",314626
187,"CapPass",50.80,-46.29,,"InProcess",1.097,746911.81,746241.00,"J-3",187,"Alloy 617","Plate",314626
188,"CapPass",".",-47.06,,"InProcess",".",".",750321.94,"J-3",188,"Alloy 617","Plate",314626
189,"CapPass",50.30,-47.29,,"InProcess",1.064,752305.56,754344.12,"J-3",189,"Alloy 617","Plate",314626
190,"CapPass",51.54,-47.39,,"InProcess",1.088,756271.81,757445.37,"J-3",190,"Alloy 617","Plate",314626
191,"CapPass",50.08,-46.37,,"InProcess",1.080,760152.56,762420.69,"J-3",191,"Alloy 617","Plate",314626
192,"CapPass",".",-46.90,,"InProcess",".",".",766474.87,"J-3",192,"Alloy 617","Plate",314626
193,"CapPass",50.14,-45.84,,"InProcess",1.094,767801.44,770279.00,"J-3",193,"Alloy 617","Plate",314626
194,"CapPass",50.41,-46.31,,"InProcess",1.088,771809.81,774107.06,"J-3",194,"Alloy 617","Plate",314626
195,"CapPass",51.68,-46.19,,"InProcess",1.119,775891.94,777773.37,"J-3",195,"Alloy 617","Plate",314626
196,"CapPass",50.33,-47.42,,"InProcess",1.061,780283.75,782319.19,"J-3",196,"Alloy 617","Plate",314626
197,"CapPass",50.24,-46.32,,"InProcess",1.085,783705.81,786163.12,"J-3",197,"Alloy 617","Plate",314626
198,"CapPass",50.51,-45.27,,"InProcess",1.116,787661.12,789884.12,"J-3",198,"Alloy 617","Plate",314626
199,"CapPass",49.52,-46.50,,"InProcess",1.065,792097.00,793922.19,"J-3",199,"Alloy 617","Plate",314626
200,"CapPass",50.22,-45.43,,"InProcess",1.106,796288.19,797624.12,"J-3",200,"Alloy 617","Plate",314626
201,"CapPass",51.86,-48.02,,"InProcess",1.080,799713.06,801431.25,"J-3",201,"Alloy 617","Plate",314626
202,"CapPass",49.73,-45.09,,"InProcess",1.103,803778.37,805870.69,"J-3",202,"Alloy 617","Plate",314626
203,"CapPass",51.30,-45.73,,"InProcess",1.122,807564.37,810386.44,"J-3",203,"Alloy 617","Plate",314626
204,"CapPass",50.85,-46.68,,"InProcess",1.089,812189.00,814332.81,"J-3",204,"Alloy 617","Plate",314626
205,"CapPass",51.68,-44.70,,"InProcess",1.156,816234.19,817807.06,"J-3",205,"Alloy 617","Plate",314626
206,"CapPass",50.63,-45.02,,"InProcess",1.125,819578.12,821534.75,"J-3",206,"Alloy 617","Plate",314626
207,"CapPass",49.80,-45.98,,"InProcess",1.083,823832.50,826152.12,"J-3",207,"Alloy 617","Plate",314626
208,"CapPass",50.15,-45.60,,"InProcess",1.100,831403.25,830158.94,"J-3",208,"Alloy 617","Plate",314626
209,"CapPass",51.20,-45.94,,"InProcess",1.114,835114.25,833736.12,"J-3",209,"Alloy 617","Plate",314626
210,"CapPass",".",-44.50,,"InProcess",".",".",837774.50,"J-3",210,"Alloy 617","Plate",314626
211,"CapPass",49.09,-45.29,,"InProcess",1.084,839600.94,842286.50,"J-3",211,"Alloy 617","Plate",314626
212,"CapPass",50.16,-45.14,,"InProcess",1.111,844449.25,846307.87,"J-3",212,"Alloy 617","Plate",314626
213,"CapPass",50.42,-45.01,,"InProcess",1.120,847767.06,850416.69,"J-3",213,"Alloy 617","Plate",314626
214,"CapPass",50.40,-45.35,,"InProcess",1.111,851927.69,854398.69,"J-3",214,"Alloy 617","Plate",314626
215,"CapPass",51.22,-44.04,,"InProcess",1.163,856329.56,858215.37,"J-3",215,"Alloy 617","Plate",314626
216,"CapPass",49.98,-44.56,,"InProcess",1.122,860473.44,862353.19,"J-3",216,"Alloy 617","Plate",314626
217,"CapPass",49.97,-46.15,,"InProcess",1.083,864297.12,866418.69,"J-3",217,"Alloy 617","Plate",314626
218,"CapPass",49.30,-44.40,,"InProcess",1.110,868122.00,870356.69,"J-3",218,"Alloy 617","Plate",314626
219,"CapPass",49.44,-44.61,,"InProcess",1.108,872221.62,874136.62,"J-3",219,"Alloy 617","Plate",314626
220,"CapPass",50.14,-45.84,,"InProcess",1.094,876348.87,878437.06,"J-3",220,"Alloy 617","Plate",314626
221,"CapPass",49.37,-46.15,,"InProcess",1.070,879880.69,881311.12,"J-3",221,"Alloy 617","Plate",314626
222,"CapPass",48.58,-45.65,,"InProcess",1.064,883859.19,885557.06,"J-3",222,"Alloy 617","Plate",314626
223,"CapPass",48.70,-44.18,,"InProcess",1.102,887745.25,890294.50,"J-3",223,"Alloy 617","Plate",314626
224,"CapPass",48.76,-44.64,,"InProcess",1.092,892437.12,894359.94,"J-3",224,"Alloy 617","Plate",314626
225,"CapPass",49.51,-45.45,,"InProcess",1.089,896146.44,896966.75,"J-3",225,"Alloy 617","Plate",314626
226,"CapPass",48.49,-44.47,,"InProcess",1.090,900203.94,902029.94,"J-3",226,"Alloy 617","Plate",314626
227,"CapPass",50.41,-43.77,,"InProcess",1.152,904273.19,906418.87,"J-3",227,"Alloy 617","Plate",314626
228,"CapPass",48.04,-46.49,,"InProcess",1.033,908235.50,910464.37,"J-3",228,"Alloy 617","Plate",314626
229,"CapPass",48.55,-47.03,,"InProcess",1.032,912469.62,913927.75,"J-3",229,"Alloy 617","Plate",314626
230,"CapPass",48.20,-43.21,,"InProcess",1.116,915611.87,918403.62,"J-3",230,"Alloy 617","Plate",314626
231,"CapPass",49.12,-43.12,,"InProcess",1.139,920079.87,922264.31,"J-3",231,"Alloy 617","Plate",314626
232,"CapPass",49.08,-42.78,,"InProcess",1.147,924457.19,926230.56,"J-3",232,"Alloy 617","Plate",314626
233,"CapPass",49.21,-43.61,,"InProcess",1.128,928209.75,929880.62,"J-3",233,"Alloy 617","Plate",314626
