"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
5.78,0.00005,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"J-1","Alloy 617",314626,"Plate"
12.70,0.00010,"Qualified",,0.05,"CapPass","Cycle 1",1,2,"J-1","Alloy 617",314626,"Plate"
19.27,0.00015,"Qualified",,0.10,"CapPass","Cycle 1",1,3,"J-1","Alloy 617",314626,"Plate"
25.68,0.00020,"Qualified",,0.17,"CapPass","Cycle 1",1,4,"J-1","Alloy 617",314626,"Plate"
32.93,0.00025,"Qualified",,0.27,"CapPass","Cycle 1",1,5,"J-1","Alloy 617",314626,"Plate"
35.08,0.00027,"Qualified",,0.31,"CapPass","Cycle 1",1,6,"J-1","Alloy 617",314626,"Plate"
40.15,0.00031,"Qualified",,0.37,"CapPass","Cycle 1",1,7,"J-1","Alloy 617",314626,"Plate"
48.32,0.00036,"Qualified",,0.41,"CapPass","Cycle 1",1,8,"J-1","Alloy 617",314626,"Plate"
54.55,0.00041,"Qualified",,0.44,"CapPass","Cycle 1",1,9,"J-1","Alloy 617",314626,"Plate"
61.35,0.00046,"Qualified",,0.48,"CapPass","Cycle 1",1,10,"J-1","Alloy 617",314626,"Plate"
67.25,0.00051,"Qualified",,0.53,"CapPass","Cycle 1",1,11,"J-1","Alloy 617",314626,"Plate"
73.77,0.00056,"Qualified",,0.60,"CapPass","Cycle 1",1,12,"J-1","Alloy 617",314626,"Plate"
79.60,0.00061,"Qualified",,0.67,"CapPass","Cycle 1",1,13,"J-1","Alloy 617",314626,"Plate"
87.07,0.00066,"Qualified",,0.75,"CapPass","Cycle 1",1,14,"J-1","Alloy 617",314626,"Plate"
93.39,0.00071,"Qualified",,0.81,"CapPass","Cycle 1",1,15,"J-1","Alloy 617",314626,"Plate"
94.21,0.00071,"Qualified",,0.81,"CapPass","Cycle 1",1,16,"J-1","Alloy 617",314626,"Plate"
101.51,0.00076,"Qualified",,0.86,"CapPass","Cycle 1",1,17,"J-1","Alloy 617",314626,"Plate"
107.60,0.00081,"Qualified",,0.90,"CapPass","Cycle 1",1,18,"J-1","Alloy 617",314626,"Plate"
114.61,0.00087,"Qualified",,0.93,"CapPass","Cycle 1",1,19,"J-1","Alloy 617",314626,"Plate"
120.98,0.00092,"Qualified",,0.97,"CapPass","Cycle 1",1,20,"J-1","Alloy 617",314626,"Plate"
127.29,0.00097,"Qualified",,1.00,"CapPass","Cycle 1",1,21,"J-1","Alloy 617",314626,"Plate"
133.16,0.00102,"Qualified",,1.04,"CapPass","Cycle 1",1,22,"J-1","Alloy 617",314626,"Plate"
