"Cycle Label","Data State","Elapsed Time Sec","Qual State","Strain","Stress Mpa","Count","Sample","Alloy","Material_Form","Heat"
"Cycle 1","CapPass",0.00,"Qualified",0.00003,-8.60,1,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.03,"Qualified",0.00005,-4.73,2,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.06,"Qualified",0.00008,-1.06,3,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.09,"Qualified",0.00010,2.73,4,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.11,"Qualified",0.00013,6.48,5,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.14,"Qualified",0.00015,9.99,6,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.16,"Qualified",0.00018,13.66,7,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.19,"Qualified",0.00020,17.15,8,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.21,"Qualified",0.00023,20.68,9,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.24,"Qualified",0.00025,24.38,10,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.27,"Qualified",0.00028,27.92,11,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.31,"Qualified",0.00030,31.13,12,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.36,"Qualified",0.00033,34.48,13,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.41,"Qualified",0.00036,37.91,14,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.46,"Qualified",0.00038,41.43,15,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.50,"Qualified",0.00041,44.99,16,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.53,"Qualified",0.00043,48.82,17,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.55,"Qualified",0.00046,52.89,18,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.57,"Qualified",0.00048,56.59,19,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.59,"Qualified",0.00051,60.47,20,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.60,"Qualified",0.00054,63.62,21,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.62,"Qualified",0.00056,66.90,22,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.64,"Qualified",0.00059,70.07,23,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.66,"Qualified",0.00061,73.43,24,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.69,"Qualified",0.00064,76.57,25,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.72,"Qualified",0.00066,80.01,26,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.75,"Qualified",0.00069,83.15,27,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.79,"Qualified",0.00071,86.49,28,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.83,"Qualified",0.00074,89.87,29,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.84,"Qualified",0.00075,90.60,30,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.87,"Qualified",0.00076,93.13,31,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.90,"Qualified",0.00079,96.58,32,"B-14","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.94,"Qualified",0.00082,100.13,33,"B-14","Alloy 617","Plate",314626
