"Cycle Label","Data State","Elapsed Time Sec","Qual State","Strain","Stress Mpa","Count","Sample","Alloy","Material_Form","Heat"
"Cycle 1","CapPass",0.00,"Qualified",0.00002,3.01,1,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.04,"Qualified",0.00005,7.60,2,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.07,"Qualified",0.00007,11.17,3,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.10,"Qualified",0.00010,15.17,4,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.13,"Qualified",0.00013,18.92,5,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.16,"Qualified",0.00015,22.51,6,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.18,"Qualified",0.00018,26.01,7,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.21,"Qualified",0.00020,29.17,8,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.25,"Qualified",0.00023,32.58,9,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.28,"Qualified",0.00025,36.10,10,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.32,"Qualified",0.00028,39.52,11,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.36,"Qualified",0.00030,43.04,12,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.41,"Qualified",0.00033,46.25,13,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.45,"Qualified",0.00035,50.41,14,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.48,"Qualified",0.00038,54.54,15,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.51,"Qualified",0.00040,58.29,16,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.53,"Qualified",0.00043,62.17,17,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.56,"Qualified",0.00046,65.79,18,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.58,"Qualified",0.00048,69.47,19,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.60,"Qualified",0.00051,72.96,20,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.63,"Qualified",0.00053,76.61,21,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.65,"Qualified",0.00056,79.68,22,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.67,"Qualified",0.00058,82.87,23,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.70,"Qualified",0.00061,86.04,24,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.73,"Qualified",0.00064,89.71,25,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.76,"Qualified",0.00066,92.99,26,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.80,"Qualified",0.00069,96.30,27,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.80,"Qualified",0.00069,97.21,28,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.83,"Qualified",0.00071,99.47,29,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.86,"Qualified",0.00074,102.78,30,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.90,"Qualified",0.00076,106.45,31,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.93,"Qualified",0.00079,109.54,32,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.96,"Qualified",0.00081,112.88,33,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.99,"Qualified",0.00084,116.48,34,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.02,"Qualified",0.00086,119.94,35,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.05,"Qualified",0.00089,123.22,36,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.08,"Qualified",0.00091,126.17,37,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.10,"Qualified",0.00094,129.52,38,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.13,"Qualified",0.00097,133.35,39,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.16,"Qualified",0.00099,137.10,40,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.18,"Qualified",0.00102,140.67,41,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.20,"Qualified",0.00104,144.04,42,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.22,"Qualified",0.00107,147.24,43,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.23,"Qualified",0.00109,150.91,44,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.26,"Qualified",0.00112,154.50,45,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.27,"Qualified",0.00115,157.73,46,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.30,"Qualified",0.00117,160.84,47,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.31,"Qualified",0.00120,163.48,48,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.33,"Qualified",0.00122,164.97,49,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.34,"Qualified",0.00125,164.40,50,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.34,"Qualified",0.00128,164.73,51,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.34,"Qualified",0.00131,164.98,52,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.35,"Qualified",0.00134,165.24,53,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.35,"Qualified",0.00137,165.49,54,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.36,"Qualified",0.00139,165.78,55,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.36,"Qualified",0.00142,165.95,56,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.36,"Qualified",0.00145,166.13,57,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.37,"Qualified",0.00148,166.40,58,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.37,"Qualified",0.00150,166.60,59,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.38,"Qualified",0.00153,166.68,60,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.38,"Qualified",0.00156,166.89,61,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.38,"Qualified",0.00159,167.04,62,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.38,"Qualified",0.00162,167.00,63,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.39,"Qualified",0.00165,167.21,64,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.39,"Qualified",0.00167,167.11,65,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.40,"Qualified",0.00170,167.13,66,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.40,"Qualified",0.00173,166.99,67,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.41,"Qualified",0.00176,166.87,68,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.41,"Qualified",0.00179,166.34,69,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.42,"Qualified",0.00181,165.73,70,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.44,"Qualified",0.00184,164.02,71,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.49,"Qualified",0.00181,151.53,72,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.51,"Qualified",0.00179,147.05,73,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.53,"Qualified",0.00176,142.74,74,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.55,"Qualified",0.00173,138.81,75,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.56,"Qualified",0.00171,135.34,76,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00168,132.18,77,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.63,"Qualified",0.00166,129.38,78,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.73,"Qualified",0.00168,134.38,79,"B-15","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.76,"Qualified",0.00171,137.85,80,"B-15","Alloy 617","Plate",314626
