"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
10.53,0.00008,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"416-10","Alloy 617",314626,"Plate"
17.83,0.00013,"Qualified",,0.11,"CapPass","Cycle 1",1,2,"416-10","Alloy 617",314626,"Plate"
28.92,0.00018,"Qualified",,0.27,"CapPass","Cycle 1",1,3,"416-10","Alloy 617",314626,"Plate"
40.77,0.00023,"Qualified",,0.32,"CapPass","Cycle 1",1,4,"416-10","Alloy 617",314626,"Plate"
48.74,0.00028,"Qualified",,0.35,"CapPass","Cycle 1",1,5,"416-10","Alloy 617",314626,"Plate"
55.83,0.00033,"Qualified",,0.38,"CapPass","Cycle 1",1,6,"416-10","Alloy 617",314626,"Plate"
62.86,0.00038,"Qualified",,0.42,"CapPass","Cycle 1",1,7,"416-10","Alloy 617",314626,"Plate"
70.00,0.00043,"Qualified",,0.46,"CapPass","Cycle 1",1,8,"416-10","Alloy 617",314626,"Plate"
77.48,0.00049,"Qualified",,0.52,"CapPass","Cycle 1",1,9,"416-10","Alloy 617",314626,"Plate"
85.44,0.00054,"Qualified",,0.58,"CapPass","Cycle 1",1,10,"416-10","Alloy 617",314626,"Plate"
92.80,0.00059,"Qualified",,0.64,"CapPass","Cycle 1",1,11,"416-10","Alloy 617",314626,"Plate"
99.53,0.00064,"Qualified",,0.70,"CapPass","Cycle 1",1,12,"416-10","Alloy 617",314626,"Plate"
106.57,0.00069,"Qualified",,0.76,"CapPass","Cycle 1",1,13,"416-10","Alloy 617",314626,"Plate"
106.78,0.00069,"Qualified",,0.77,"CapPass","Cycle 1",1,14,"416-10","Alloy 617",314626,"Plate"
113.80,0.00074,"Qualified",,0.83,"CapPass","Cycle 1",1,15,"416-10","Alloy 617",314626,"Plate"
121.14,0.00079,"Qualified",,0.89,"CapPass","Cycle 1",1,16,"416-10","Alloy 617",314626,"Plate"
128.19,0.00084,"Qualified",,0.95,"CapPass","Cycle 1",1,17,"416-10","Alloy 617",314626,"Plate"
135.05,0.00089,"Qualified",,0.99,"CapPass","Cycle 1",1,18,"416-10","Alloy 617",314626,"Plate"
142.54,0.00094,"Qualified",,1.04,"CapPass","Cycle 1",1,19,"416-10","Alloy 617",314626,"Plate"
149.99,0.00099,"Qualified",,1.08,"CapPass","Cycle 1",1,20,"416-10","Alloy 617",314626,"Plate"
157.09,0.00104,"Qualified",,1.13,"CapPass","Cycle 1",1,21,"416-10","Alloy 617",314626,"Plate"
164.08,0.00109,"Qualified",,1.17,"CapPass","Cycle 1",1,22,"416-10","Alloy 617",314626,"Plate"
169.58,0.00114,"Qualified",,1.20,"CapPass","Cycle 1",1,23,"416-10","Alloy 617",314626,"Plate"
170.56,0.00119,"Qualified",,1.23,"CapPass","Cycle 1",1,24,"416-10","Alloy 617",314626,"Plate"
170.89,0.00125,"Qualified",,1.24,"CapPass","Cycle 1",1,25,"416-10","Alloy 617",314626,"Plate"
171.28,0.00130,"Qualified",,1.24,"CapPass","Cycle 1",1,26,"416-10","Alloy 617",314626,"Plate"
171.50,0.00135,"Qualified",,1.25,"CapPass","Cycle 1",1,27,"416-10","Alloy 617",314626,"Plate"
171.70,0.00140,"Qualified",,1.25,"CapPass","Cycle 1",1,28,"416-10","Alloy 617",314626,"Plate"
171.72,0.00146,"Qualified",,1.26,"CapPass","Cycle 1",1,29,"416-10","Alloy 617",314626,"Plate"
171.55,0.00152,"Qualified",,1.27,"CapPass","Cycle 1",1,30,"416-10","Alloy 617",314626,"Plate"
171.12,0.00157,"Qualified",,1.28,"CapPass","Cycle 1",1,31,"416-10","Alloy 617",314626,"Plate"
