"Cycle Label","Data State","Elapsed Time Sec","Qual State","Strain","Stress Mpa","Count","Sample","Alloy","Material_Form","Heat"
"Cycle 1","CapPass",0.00,"Qualified",0.00006,-2.85,1,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.06,"Qualified",0.00011,4.99,2,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.11,"Qualified",0.00016,11.87,3,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.17,"Qualified",0.00021,18.77,4,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.33,"Qualified",0.00026,26.36,5,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.42,"Qualified",0.00031,37.65,6,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.46,"Qualified",0.00036,46.01,7,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.50,"Qualified",0.00042,53.86,8,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.55,"Qualified",0.00047,61.78,9,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.60,"Qualified",0.00052,68.98,10,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.68,"Qualified",0.00057,76.95,11,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.75,"Qualified",0.00062,85.11,12,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.76,"Qualified",0.00062,86.45,13,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.82,"Qualified",0.00067,94.14,14,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.87,"Qualified",0.00072,102.99,15,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.91,"Qualified",0.00077,111.83,16,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.94,"Qualified",0.00082,120.12,17,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.98,"Qualified",0.00087,128.25,18,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.01,"Qualified",0.00092,136.14,19,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.04,"Qualified",0.00097,143.67,20,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.08,"Qualified",0.00102,150.80,21,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.11,"Qualified",0.00107,157.42,22,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.15,"Qualified",0.00112,164.21,23,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.19,"Qualified",0.00117,169.80,24,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.22,"Qualified",0.00123,173.74,25,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.23,"Qualified",0.00128,174.85,26,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.24,"Qualified",0.00133,174.82,27,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.25,"Qualified",0.00138,174.83,28,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.25,"Qualified",0.00143,175.01,29,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.26,"Qualified",0.00149,175.25,30,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.28,"Qualified",0.00154,175.42,31,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.29,"Qualified",0.00159,175.14,32,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.64,"Qualified",0.00164,169.65,33,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.69,"Qualified",0.00169,175.49,34,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.74,"Qualified",0.00174,180.78,35,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.76,"Qualified",0.00181,174.30,36,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.76,"Qualified",0.00187,174.68,37,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.77,"Qualified",0.00195,174.87,38,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.77,"Qualified",0.00205,175.03,39,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.77,"Qualified",0.00214,175.24,40,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.77,"Qualified",0.00221,175.54,41,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.90,"Qualified",0.00216,160.49,42,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.95,"Qualified",0.00211,153.28,43,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.16,"Qualified",0.00216,158.69,44,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.21,"Qualified",0.00221,165.29,45,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.26,"Qualified",0.00226,171.90,46,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.31,"Qualified",0.00231,178.22,47,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.35,"Qualified",0.00237,176.72,48,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.36,"Qualified",0.00243,176.97,49,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.36,"Qualified",0.00250,177.31,50,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.36,"Qualified",0.00260,177.49,51,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.36,"Qualified",0.00265,177.55,52,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.36,"Qualified",0.00271,177.62,53,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.36,"Qualified",0.00280,177.90,54,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.37,"Qualified",0.00286,178.16,55,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.47,"Qualified",0.00281,166.05,56,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.50,"Qualified",0.00276,158.45,57,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.54,"Qualified",0.00271,151.17,58,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.76,"Qualified",0.00275,158.42,59,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.77,"Qualified",0.00276,159.82,60,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.82,"Qualified",0.00281,167.48,61,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.87,"Qualified",0.00286,174.39,62,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.93,"Qualified",0.00291,182.72,63,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.95,"Qualified",0.00297,178.03,64,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.97,"Qualified",0.00302,181.66,65,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.00,"Qualified",0.00307,183.14,66,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.00,"Qualified",0.00312,182.57,67,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.01,"Qualified",0.00317,182.52,68,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.01,"Qualified",0.00322,182.73,69,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.03,"Qualified",0.00327,183.06,70,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.35,"Qualified",0.00332,186.15,71,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.37,"Qualified",0.00338,181.03,72,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.37,"Qualified",0.00343,181.47,73,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.37,"Qualified",0.00350,181.83,74,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.38,"Qualified",0.00356,182.29,75,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.41,"Qualified",0.00361,185.43,76,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.44,"Qualified",0.00366,185.54,77,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.71,"Qualified",0.00371,189.36,78,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.73,"Qualified",0.00379,182.36,79,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.73,"Qualified",0.00387,182.74,80,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.73,"Qualified",0.00393,182.79,81,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.73,"Qualified",0.00400,182.90,82,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.73,"Qualified",0.00407,182.98,83,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.73,"Qualified",0.00414,183.03,84,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.73,"Qualified",0.00421,183.16,85,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.74,"Qualified",0.00427,183.24,86,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.74,"Qualified",0.00433,183.36,87,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.74,"Qualified",0.00441,183.67,88,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.75,"Qualified",0.00436,184.43,89,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.76,"Qualified",0.00440,183.98,90,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.83,"Qualified",0.00431,166.46,91,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.85,"Qualified",0.00425,158.55,92,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.88,"Qualified",0.00420,150.91,93,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.90,"Qualified",0.00415,143.56,94,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.94,"Qualified",0.00410,136.79,95,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.15,"Qualified",0.00415,146.68,96,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.20,"Qualified",0.00420,154.94,97,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.25,"Qualified",0.00425,162.68,98,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.30,"Qualified",0.00430,169.59,99,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.35,"Qualified",0.00435,176.75,100,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.40,"Qualified",0.00440,184.21,101,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.46,"Qualified",0.00445,185.58,102,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.46,"Qualified",0.00451,184.82,103,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.46,"Qualified",0.00457,185.09,104,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.46,"Qualified",0.00466,185.21,105,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.47,"Qualified",0.00476,185.29,106,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.47,"Qualified",0.00485,185.46,107,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.47,"Qualified",0.00492,185.65,108,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.54,"Qualified",0.00487,172.95,109,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.56,"Qualified",0.00482,164.68,110,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.58,"Qualified",0.00477,156.89,111,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.60,"Qualified",0.00472,149.40,112,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.62,"Qualified",0.00467,141.70,113,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.64,"Qualified",0.00462,134.46,114,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.66,"Qualified",0.00456,127.00,115,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.68,"Qualified",0.00451,119.62,116,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.71,"Qualified",0.00446,112.56,117,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.73,"Qualified",0.00441,105.43,118,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.76,"Qualified",0.00436,99.13,119,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.77,"Qualified",0.00436,98.52,120,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.81,"Qualified",0.00431,90.77,121,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.87,"Qualified",0.00426,82.08,122,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.93,"Qualified",0.00421,74.82,123,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",4.99,"Qualified",0.00416,67.55,124,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.04,"Qualified",0.00411,60.36,125,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.10,"Qualified",0.00406,52.98,126,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.16,"Qualified",0.00401,45.28,127,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.22,"Qualified",0.00396,37.81,128,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.29,"Qualified",0.00391,28.61,129,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.34,"Qualified",0.00386,21.89,130,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.39,"Qualified",0.00381,14.71,131,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.44,"Qualified",0.00375,7.83,132,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.50,"Qualified",0.00370,0.83,133,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.55,"Qualified",0.00365,-6.02,134,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.61,"Qualified",0.00360,-12.84,135,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.68,"Qualified",0.00355,-19.98,136,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.76,"Qualified",0.00354,-21.26,137,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",5.93,"Qualified",0.00350,-30.50,138,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.02,"Qualified",0.00345,-39.70,139,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.07,"Qualified",0.00340,-48.35,140,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.09,"Qualified",0.00335,-56.18,141,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.12,"Qualified",0.00330,-63.47,142,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.15,"Qualified",0.00325,-71.11,143,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.18,"Qualified",0.00320,-78.67,144,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.21,"Qualified",0.00315,-85.90,145,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.23,"Qualified",0.00310,-92.99,146,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.26,"Qualified",0.00305,-100.1,147,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.29,"Qualified",0.00300,-106.7,148,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.32,"Qualified",0.00295,-113.7,149,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.35,"Qualified",0.00290,-119.9,150,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.39,"Qualified",0.00284,-125.3,151,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.42,"Qualified",0.00279,-129.9,152,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.45,"Qualified",0.00274,-133.8,153,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.48,"Qualified",0.00269,-137.0,154,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.51,"Qualified",0.00264,-139.9,155,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.54,"Qualified",0.00259,-142.2,156,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.60,"Qualified",0.00254,-144.8,157,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.69,"Qualified",0.00249,-148.7,158,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.75,"Qualified",0.00244,-152.3,159,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.76,"Qualified",0.00242,-152.8,160,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.78,"Qualified",0.00239,-152.9,161,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.79,"Qualified",0.00234,-153.1,162,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.81,"Qualified",0.00228,-153.6,163,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.83,"Qualified",0.00223,-154.3,164,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",6.99,"Qualified",0.00218,-154.2,165,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.08,"Qualified",0.00213,-159.0,166,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.14,"Qualified",0.00208,-164.2,167,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.17,"Qualified",0.00203,-162.7,168,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.17,"Qualified",0.00198,-162.6,169,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.18,"Qualified",0.00193,-162.8,170,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.19,"Qualified",0.00188,-163.7,171,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.21,"Qualified",0.00182,-164.4,172,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.23,"Qualified",0.00177,-164.4,173,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.49,"Qualified",0.00172,-159.9,174,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.56,"Qualified",0.00167,-165.8,175,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.61,"Qualified",0.00162,-171.5,176,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.63,"Qualified",0.00156,-167.6,177,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.63,"Qualified",0.00150,-167.9,178,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.63,"Qualified",0.00143,-168.1,179,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.63,"Qualified",0.00135,-168.3,180,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.63,"Qualified",0.00127,-168.5,181,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.64,"Qualified",0.00122,-168.7,182,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.76,"Qualified",0.00124,-158.7,183,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",7.81,"Qualified",0.00127,-153.2,184,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.02,"Qualified",0.00122,-159.2,185,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.07,"Qualified",0.00117,-165.8,186,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.12,"Qualified",0.00112,-172.4,187,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.17,"Qualified",0.00107,-178.3,188,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.18,"Qualified",0.00101,-173.6,189,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.18,"Qualified",0.00094,-174.0,190,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.19,"Qualified",0.00089,-174.2,191,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.19,"Qualified",0.00082,-174.6,192,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.45,"Qualified",0.00077,-176.7,193,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.51,"Qualified",0.00072,-175.3,194,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.51,"Qualified",0.00065,-175.7,195,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.52,"Qualified",0.00059,-175.9,196,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.52,"Qualified",0.00052,-176.0,197,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.52,"Qualified",0.00046,-176.3,198,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.52,"Qualified",0.00040,-176.7,199,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.76,"Qualified",0.00044,-171.4,200,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.92,"Qualified",0.00034,-182.2,201,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.96,"Qualified",0.00029,-185.7,202,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.97,"Qualified",0.00024,-183.6,203,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.97,"Qualified",0.00018,-183.8,204,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.97,"Qualified",0.00011,-184.2,205,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.98,"Qualified",0.00006,-184.4,206,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.98,"Qualified",-0.00001,-184.6,207,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",8.98,"Qualified",-0.00006,-185.1,208,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",9.00,"Qualified",-0.00011,-183.5,209,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",9.00,"Qualified",-0.00017,-183.6,210,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",9.00,"Qualified",-0.00023,-183.7,211,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",9.00,"Qualified",-0.00028,-183.8,212,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",9.10,"Qualified",-0.00023,-165.7,213,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",9.13,"Qualified",-0.00018,-158.2,214,"416-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",9.17,"Qualified",-0.00013,-151.2,215,"416-22","Alloy 617","Plate",314626
