"Cycle Label","Data State","Elapsed Time Sec","Qual State","Strain","Stress Mpa","Count","Sample","Alloy","Material_Form","Heat"
"Cycle 1","CapPass",0.00,"Qualified",0.00007,7.70,1,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.07,"Qualified",0.00012,13.89,2,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.14,"Qualified",0.00017,21.09,3,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.20,"Qualified",0.00022,28.44,4,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.25,"Qualified",0.00027,35.38,5,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.31,"Qualified",0.00032,42.10,6,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.37,"Qualified",0.00037,48.44,7,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.44,"Qualified",0.00043,55.34,8,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.50,"Qualified",0.00048,62.18,9,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.56,"Qualified",0.00053,68.52,10,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.62,"Qualified",0.00058,75.17,11,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.67,"Qualified",0.00063,81.85,12,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.73,"Qualified",0.00068,89.40,13,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.78,"Qualified",0.00073,97.21,14,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.80,"Qualified",0.00076,102.03,15,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.82,"Qualified",0.00078,104.93,16,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.86,"Qualified",0.00083,112.43,17,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.90,"Qualified",0.00088,120.00,18,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.94,"Qualified",0.00093,127.38,19,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.98,"Qualified",0.00098,135.08,20,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.03,"Qualified",0.00103,142.69,21,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.08,"Qualified",0.00108,150.01,22,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.12,"Qualified",0.00113,156.69,23,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.16,"Qualified",0.00118,161.70,24,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.19,"Qualified",0.00123,164.03,25,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.20,"Qualified",0.00129,164.83,26,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.22,"Qualified",0.00134,165.35,27,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.23,"Qualified",0.00139,165.80,28,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.25,"Qualified",0.00144,165.84,29,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.50,"Qualified",0.00149,162.50,30,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.55,"Qualified",0.00155,169.13,31,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.58,"Qualified",0.00160,169.82,32,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00165,166.08,33,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00172,166.43,34,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00177,166.58,35,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00183,166.67,36,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00190,166.83,37,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00197,166.91,38,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00203,166.99,39,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00210,167.12,40,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.59,"Qualified",0.00216,167.27,41,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.60,"Qualified",0.00225,167.62,42,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.60,"Qualified",0.00230,167.91,43,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.61,"Qualified",0.00224,168.21,44,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.66,"Qualified",0.00219,149.99,45,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.67,"Qualified",0.00214,142.20,46,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.69,"Qualified",0.00209,134.75,47,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.70,"Qualified",0.00204,127.53,48,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.71,"Qualified",0.00198,120.47,49,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.73,"Qualified",0.00193,113.60,50,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.75,"Qualified",0.00188,106.92,51,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.77,"Qualified",0.00183,100.60,52,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.80,"Qualified",0.00180,97.22,53,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.90,"Qualified",0.00188,111.56,54,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.93,"Qualified",0.00193,118.70,55,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.96,"Qualified",0.00198,125.71,56,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.00,"Qualified",0.00203,132.90,57,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.04,"Qualified",0.00208,139.67,58,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.09,"Qualified",0.00213,146.49,59,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.15,"Qualified",0.00218,153.44,60,"416-7","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.21,"Qualified",0.00223,160.07,61,"416-7","Alloy 617","Plate",314626
