"Cycle Label","Data State","Elapsed Time Sec","Qual State","Strain","Stress Mpa","Count","Sample","Alloy","Material_Form","Heat"
"Cycle 1","CapPass",0.00,"Qualified",0.00002,6.47,1,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.02,"Qualified",0.00005,11.46,2,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.04,"Qualified",0.00007,15.50,3,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.05,"Qualified",0.00010,19.05,4,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.07,"Qualified",0.00013,22.05,5,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.10,"Qualified",0.00015,24.35,6,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.17,"Qualified",0.00018,27.52,7,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.22,"Qualified",0.00020,33.63,8,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.24,"Qualified",0.00023,38.55,9,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.26,"Qualified",0.00025,42.96,10,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.28,"Qualified",0.00028,48.02,11,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.29,"Qualified",0.00030,52.73,12,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.30,"Qualified",0.00033,56.32,13,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.32,"Qualified",0.00036,59.45,14,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.33,"Qualified",0.00038,62.19,15,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.35,"Qualified",0.00041,64.34,16,"43-13","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.37,"Qualified",0.00043,65.99,17,"43-13","Alloy 617","Plate",314626
