"Cycle Label","Data State","Elapsed Time Sec","Qual State","Strain","Stress Mpa","Count","Sample","Alloy","Material_Form","Heat"
"Cycle 1","CapPass",0.00,"Qualified",0.00003,0.09,1,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.02,"Qualified",0.00005,4.37,2,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.04,"Qualified",0.00008,8.33,3,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.06,"Qualified",0.00011,11.76,4,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.08,"Qualified",0.00013,14.97,5,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.10,"Qualified",0.00016,18.26,6,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.13,"Qualified",0.00018,21.52,7,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.17,"Qualified",0.00021,24.32,8,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.25,"Qualified",0.00023,28.52,9,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.29,"Qualified",0.00026,34.41,10,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.31,"Qualified",0.00028,40.22,11,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.32,"Qualified",0.00031,45.30,12,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.34,"Qualified",0.00033,49.76,13,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.35,"Qualified",0.00036,53.53,14,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.36,"Qualified",0.00039,56.66,15,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.38,"Qualified",0.00041,59.51,16,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.39,"Qualified",0.00044,61.94,17,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.42,"Qualified",0.00046,64.16,18,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.48,"Qualified",0.00049,68.07,19,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.52,"Qualified",0.00052,73.37,20,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.55,"Qualified",0.00054,77.93,21,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.57,"Qualified",0.00057,81.92,22,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.60,"Qualified",0.00059,85.45,23,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.62,"Qualified",0.00062,89.06,24,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.65,"Qualified",0.00064,92.71,25,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.68,"Qualified",0.00067,96.25,26,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.71,"Qualified",0.00069,99.91,27,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.74,"Qualified",0.00072,103.95,28,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.77,"Qualified",0.00074,107.97,29,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.80,"Qualified",0.00077,111.92,30,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.83,"Qualified",0.00080,115.87,31,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.85,"Qualified",0.00082,119.54,32,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.88,"Qualified",0.00085,123.18,33,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.91,"Qualified",0.00087,126.80,34,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",0.93,"Qualified",0.00090,130.14,35,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.03,"Qualified",0.00087,118.93,36,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.05,"Qualified",0.00085,115.34,37,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.07,"Qualified",0.00082,111.94,38,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.09,"Qualified",0.00079,108.89,39,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.11,"Qualified",0.00077,106.06,40,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.14,"Qualified",0.00074,103.65,41,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.18,"Qualified",0.00072,100.69,42,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.23,"Qualified",0.00069,96.40,43,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.27,"Qualified",0.00067,92.22,44,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.30,"Qualified",0.00064,87.76,45,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.32,"Qualified",0.00062,83.79,46,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.35,"Qualified",0.00059,79.93,47,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.37,"Qualified",0.00057,76.44,48,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.40,"Qualified",0.00054,72.83,49,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.43,"Qualified",0.00051,69.17,50,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.46,"Qualified",0.00049,65.41,51,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.49,"Qualified",0.00046,61.54,52,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.52,"Qualified",0.00044,57.51,53,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.54,"Qualified",0.00041,53.41,54,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.57,"Qualified",0.00039,49.25,55,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.60,"Qualified",0.00036,45.36,56,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.62,"Qualified",0.00034,41.64,57,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.65,"Qualified",0.00031,37.83,58,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.68,"Qualified",0.00029,34.02,59,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.70,"Qualified",0.00026,30.16,60,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.73,"Qualified",0.00023,26.11,61,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.76,"Qualified",0.00021,22.11,62,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.79,"Qualified",0.00018,18.05,63,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.81,"Qualified",0.00016,14.27,64,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.84,"Qualified",0.00013,10.57,65,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.87,"Qualified",0.00011,6.87,66,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.90,"Qualified",0.00008,3.03,67,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.93,"Qualified",0.00006,-0.88,68,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.95,"Qualified",0.00003,-5.05,69,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",1.98,"Qualified",0.00000,-8.83,70,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.00,"Qualified",-0.00002,-12.22,71,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.03,"Qualified",-0.00005,-14.85,72,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.15,"Qualified",-0.00007,-18.89,73,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.18,"Qualified",-0.00010,-24.02,74,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.20,"Qualified",-0.00012,-28.99,75,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.22,"Qualified",-0.00015,-36.38,76,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.23,"Qualified",-0.00017,-41.69,77,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.25,"Qualified",-0.00020,-46.00,78,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.25,"Qualified",-0.00023,-49.45,79,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.26,"Qualified",-0.00025,-52.52,80,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.28,"Qualified",-0.00028,-55.35,81,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.29,"Qualified",-0.00031,-57.81,82,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.30,"Qualified",-0.00033,-59.95,83,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.33,"Qualified",-0.00036,-61.71,84,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.42,"Qualified",-0.00038,-68.16,85,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.45,"Qualified",-0.00041,-73.22,86,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.47,"Qualified",-0.00044,-77.32,87,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.49,"Qualified",-0.00046,-80.80,88,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.51,"Qualified",-0.00049,-84.01,89,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.54,"Qualified",-0.00051,-87.59,90,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.57,"Qualified",-0.00054,-91.28,91,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.60,"Qualified",-0.00056,-95.20,92,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.63,"Qualified",-0.00059,-99.35,93,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.66,"Qualified",-0.00061,-103.5,94,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.69,"Qualified",-0.00064,-107.7,95,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.71,"Qualified",-0.00066,-111.7,96,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.74,"Qualified",-0.00069,-115.9,97,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.76,"Qualified",-0.00072,-120.3,98,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.78,"Qualified",-0.00074,-124.7,99,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.80,"Qualified",-0.00077,-128.8,100,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.82,"Qualified",-0.00079,-132.6,101,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.84,"Qualified",-0.00082,-136.1,102,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.86,"Qualified",-0.00084,-139.6,103,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.89,"Qualified",-0.00087,-143.6,104,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.91,"Qualified",-0.00089,-147.5,105,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.93,"Qualified",-0.00092,-151.2,106,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",2.96,"Qualified",-0.00095,-152.9,107,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.03,"Qualified",-0.00092,-141.9,108,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.05,"Qualified",-0.00089,-137.4,109,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.06,"Qualified",-0.00087,-133.7,110,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.08,"Qualified",-0.00084,-130.4,111,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.09,"Qualified",-0.00082,-127.4,112,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.11,"Qualified",-0.00079,-124.5,113,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.14,"Qualified",-0.00076,-121.7,114,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.17,"Qualified",-0.00074,-118.9,115,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.22,"Qualified",-0.00071,-114.2,116,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.25,"Qualified",-0.00069,-109.4,117,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.28,"Qualified",-0.00066,-105.0,118,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.30,"Qualified",-0.00064,-100.7,119,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.33,"Qualified",-0.00061,-96.72,120,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.35,"Qualified",-0.00059,-92.95,121,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.38,"Qualified",-0.00056,-89.15,122,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.40,"Qualified",-0.00054,-85.33,123,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.43,"Qualified",-0.00051,-81.62,124,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.46,"Qualified",-0.00048,-77.58,125,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.49,"Qualified",-0.00046,-73.44,126,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.51,"Qualified",-0.00043,-69.42,127,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.54,"Qualified",-0.00041,-65.31,128,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.57,"Qualified",-0.00038,-61.22,129,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.59,"Qualified",-0.00036,-57.39,130,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.62,"Qualified",-0.00033,-53.45,131,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.65,"Qualified",-0.00031,-49.39,132,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.67,"Qualified",-0.00028,-45.40,133,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.70,"Qualified",-0.00026,-41.37,134,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.73,"Qualified",-0.00023,-37.59,135,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.75,"Qualified",-0.00021,-33.83,136,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.78,"Qualified",-0.00018,-29.73,137,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.81,"Qualified",-0.00015,-25.55,138,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.84,"Qualified",-0.00013,-21.00,139,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.87,"Qualified",-0.00010,-16.60,140,"43-22","Alloy 617","Plate",314626
"Cycle 1","CapPass",3.90,"Qualified",-0.00008,-12.14,141,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",3.92,"Qualified",-0.00005,-8.12,142,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",3.95,"Qualified",-0.00003,-4.26,143,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",3.97,"Qualified",-0.00000,-0.51,144,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.00,"Qualified",0.00002,3.33,145,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.03,"Qualified",0.00005,7.37,146,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.06,"Qualified",0.00007,11.76,147,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.09,"Qualified",0.00010,15.78,148,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.11,"Qualified",0.00013,19.53,149,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.14,"Qualified",0.00015,23.38,150,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.17,"Qualified",0.00018,27.20,151,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.19,"Qualified",0.00020,30.97,152,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.23,"Qualified",0.00023,33.11,153,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.33,"Qualified",0.00025,43.91,154,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.34,"Qualified",0.00028,49.31,155,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.35,"Qualified",0.00030,53.75,156,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.36,"Qualified",0.00033,57.42,157,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.37,"Qualified",0.00036,60.83,158,"43-22","Alloy 617","Plate",314626
"Cycle 2","CapPass",4.38,"Qualified",0.00038,63.66,159,"43-22","Alloy 617","Plate",314626
