"Cycle","Data State","Max Stress Mpa","Min Stress Mpa","Qual Exceptions","Qual State","Stress Ratio","Time Max Stress Sec","Time Min Stress Sec","Sample","Count","Alloy","Material_Form","Heat"
21,"CapPass",233.78,-234.45,,"Trend",0.997,238.96,244.71,"416-3",20,"Alloy 617","Plate",314626
22,"CapPass",234.86,-231.55,,"Trend",1.014,250.63,256.90,"416-3",21,"Alloy 617","Plate",314626
23,"CapPass",232.53,-231.97,,"Trend",1.002,262.48,269.08,"416-3",22,"Alloy 617","Plate",314626
24,"CapPass",232.95,-237.24,,"Trend",0.982,274.66,281.13,"416-3",23,"Alloy 617","Plate",314626
25,"CapPass",237.59,-237.26,,"Trend",1.001,286.99,292.88,"416-3",24,"Alloy 617","Plate",314626
26,"CapPass",238.01,-230.98,,"Trend",1.030,298.89,305.04,"416-3",25,"Alloy 617","Plate",314626
27,"CapPass",237.47,-238.64,,"Trend",0.995,310.97,316.73,"416-3",26,"Alloy 617","Plate",314626
28,"CapPass",239.49,-240.55,,"Trend",0.996,322.79,329.14,"416-3",27,"Alloy 617","Plate",314626
29,"CapPass",239.72,-242.63,,"Trend",0.988,334.79,341.19,"416-3",28,"Alloy 617","Plate",314626
30,"CapPass",244.80,-242.53,,"Trend",1.009,346.61,353.21,"416-3",29,"Alloy 617","Plate",314626
31,"CapPass",239.27,-235.05,,"Trend",1.018,359.16,365.08,"416-3",30,"Alloy 617","Plate",314626
32,"CapPass",241.29,-236.54,,"Trend",1.020,371.16,377.04,"416-3",31,"Alloy 617","Plate",314626
33,"CapPass",240.13,-240.25,,"Trend",1.000,383.03,389.24,"416-3",32,"Alloy 617","Plate",314626
34,"CapPass",238.37,-237.82,,"Trend",1.002,395.15,401.10,"416-3",33,"Alloy 617","Plate",314626
35,"CapPass",243.17,-236.10,,"Trend",1.030,407.21,412.40,"416-3",34,"Alloy 617","Plate",314626
36,"CapPass",236.76,-235.18,,"Trend",1.007,418.68,424.67,"416-3",35,"Alloy 617","Plate",314626
37,"CapPass",237.61,-236.82,,"Trend",1.003,430.85,436.51,"416-3",36,"Alloy 617","Plate",314626
38,"CapPass",239.43,-244.13,,"Trend",0.981,442.94,448.78,"416-3",37,"Alloy 617","Plate",314626
39,"CapPass",240.05,-238.96,,"Trend",1.005,455.04,460.83,"416-3",38,"Alloy 617","Plate",314626
40,"CapPass",238.27,-236.71,,"Trend",1.007,467.28,472.43,"416-3",39,"Alloy 617","Plate",314626
41,"CapPass",238.07,-240.01,,"Trend",0.992,478.66,485.06,"416-3",40,"Alloy 617","Plate",314626
42,"CapPass",236.24,-239.51,,"Trend",0.986,490.16,496.99,"416-3",41,"Alloy 617","Plate",314626
43,"CapPass",239.68,-237.47,,"Trend",1.009,502.70,508.53,"416-3",42,"Alloy 617","Plate",314626
44,"CapPass",236.23,-234.66,,"Trend",1.007,514.38,520.17,"416-3",43,"Alloy 617","Plate",314626
45,"CapPass",238.67,-243.44,,"Trend",0.980,526.76,533.20,"416-3",44,"Alloy 617","Plate",314626
46,"CapPass",243.24,-243.33,,"Trend",1.000,539.21,545.25,"416-3",45,"Alloy 617","Plate",314626
47,"CapPass",245.13,-246.91,,"Trend",0.993,551.15,557.14,"416-3",46,"Alloy 617","Plate",314626
48,"CapPass",237.62,-243.55,,"Trend",0.976,562.76,569.14,"416-3",47,"Alloy 617","Plate",314626
49,"CapPass",246.35,-235.41,,"Trend",1.046,574.59,580.52,"416-3",48,"Alloy 617","Plate",314626
50,"CapPass",239.84,-239.34,,"Trend",1.002,586.67,592.61,"416-3",49,"Alloy 617","Plate",314626
51,"CapPass",236.15,-236.03,,"Trend",1.001,598.86,604.74,"416-3",50,"Alloy 617","Plate",314626
52,"CapPass",241.75,-239.94,,"Trend",1.008,610.75,617.11,"416-3",51,"Alloy 617","Plate",314626
53,"CapPass",239.78,-243.37,,"Trend",0.985,622.67,628.87,"416-3",52,"Alloy 617","Plate",314626
54,"CapPass",238.80,-243.09,,"Trend",0.982,634.52,641.20,"416-3",53,"Alloy 617","Plate",314626
55,"CapPass",238.93,-239.31,,"Trend",0.998,646.88,652.97,"416-3",54,"Alloy 617","Plate",314626
56,"CapPass",237.85,-245.19,,"Trend",0.970,659.30,665.37,"416-3",55,"Alloy 617","Plate",314626
57,"CapPass",246.11,-237.10,,"Trend",1.038,670.84,676.90,"416-3",56,"Alloy 617","Plate",314626
58,"CapPass",242.63,-242.74,,"Trend",1.000,683.27,689.24,"416-3",57,"Alloy 617","Plate",314626
59,"CapPass",244.61,-245.00,,"Trend",0.998,695.03,701.24,"416-3",58,"Alloy 617","Plate",314626
60,"CapPass",241.69,-241.42,,"Trend",1.001,706.38,713.48,"416-3",59,"Alloy 617","Plate",314626
61,"CapPass",242.45,-239.42,,"Trend",1.013,719.34,724.90,"416-3",60,"Alloy 617","Plate",314626
62,"CapPass",237.99,-240.20,,"Trend",0.991,731.13,737.47,"416-3",61,"Alloy 617","Plate",314626
63,"CapPass",242.87,-238.21,,"Trend",1.020,742.85,748.53,"416-3",62,"Alloy 617","Plate",314626
64,"CapPass",241.81,-238.03,,"Trend",1.016,755.24,760.44,"416-3",63,"Alloy 617","Plate",314626
65,"CapPass",244.78,-243.67,,"Trend",1.005,767.49,772.91,"416-3",64,"Alloy 617","Plate",314626
66,"CapPass",238.73,-241.39,,"Trend",0.989,779.22,785.00,"416-3",65,"Alloy 617","Plate",314626
67,"CapPass",244.77,-246.25,,"Trend",0.994,790.98,797.12,"416-3",66,"Alloy 617","Plate",314626
68,"CapPass",244.18,-243.24,,"Trend",1.004,803.46,808.94,"416-3",67,"Alloy 617","Plate",314626
69,"CapPass",244.36,-247.05,,"Trend",0.989,815.29,821.47,"416-3",68,"Alloy 617","Plate",314626
70,"CapPass",244.47,-246.19,,"Trend",0.993,827.03,833.14,"416-3",69,"Alloy 617","Plate",314626
71,"CapPass",242.11,-241.62,,"Trend",1.002,839.53,845.20,"416-3",70,"Alloy 617","Plate",314626
72,"CapPass",240.92,-243.56,,"Trend",0.989,851.59,857.11,"416-3",71,"Alloy 617","Plate",314626
73,"CapPass",241.77,-246.99,,"Trend",0.979,862.22,869.50,"416-3",72,"Alloy 617","Plate",314626
74,"CapPass",245.53,-240.39,,"Trend",1.021,875.34,881.32,"416-3",73,"Alloy 617","Plate",314626
75,"CapPass",245.73,-240.51,,"Trend",1.022,887.34,893.03,"416-3",74,"Alloy 617","Plate",314626
76,"CapPass",243.37,-244.79,,"Trend",0.994,898.89,905.30,"416-3",75,"Alloy 617","Plate",314626
77,"CapPass",240.79,-240.25,,"Trend",1.002,910.58,916.64,"416-3",76,"Alloy 617","Plate",314626
78,"CapPass",239.17,-243.49,,"Trend",0.982,922.76,929.25,"416-3",77,"Alloy 617","Plate",314626
79,"CapPass",244.77,-247.00,,"Trend",0.991,935.16,941.42,"416-3",78,"Alloy 617","Plate",314626
80,"CapPass",246.49,-239.67,,"Trend",1.028,947.43,952.87,"416-3",79,"Alloy 617","Plate",314626
81,"CapPass",243.19,-246.62,,"Trend",0.986,959.11,965.62,"416-3",80,"Alloy 617","Plate",314626
82,"CapPass",245.25,-243.50,,"Trend",1.007,971.68,976.88,"416-3",81,"Alloy 617","Plate",314626
83,"CapPass",247.60,-238.99,,"Trend",1.036,983.42,989.06,"416-3",82,"Alloy 617","Plate",314626
84,"CapPass",237.27,-245.01,,"Trend",0.968,994.55,1001.34,"416-3",83,"Alloy 617","Plate",314626
85,"CapPass",248.54,-245.09,,"Trend",1.014,1007.63,1013.01,"416-3",84,"Alloy 617","Plate",314626
86,"CapPass",242.22,-243.21,,"Trend",0.996,1018.90,1025.04,"416-3",85,"Alloy 617","Plate",314626
87,"CapPass",245.19,-246.54,,"Trend",0.995,1030.83,1037.58,"416-3",86,"Alloy 617","Plate",314626
88,"CapPass",245.26,-239.70,,"Trend",1.023,1043.25,1048.93,"416-3",87,"Alloy 617","Plate",314626
89,"CapPass",244.82,-242.76,,"Trend",1.009,1054.74,1061.08,"416-3",88,"Alloy 617","Plate",314626
90,"CapPass",240.88,-244.43,,"Trend",0.985,1067.75,1073.40,"416-3",89,"Alloy 617","Plate",314626
91,"CapPass",242.09,-239.37,,"Trend",1.011,1079.11,1084.92,"416-3",90,"Alloy 617","Plate",314626
92,"CapPass",243.11,-240.05,,"Trend",1.013,1091.32,1097.17,"416-3",91,"Alloy 617","Plate",314626
93,"CapPass",247.01,-245.20,,"Trend",1.007,1103.49,1109.17,"416-3",92,"Alloy 617","Plate",314626
94,"CapPass",239.85,-241.45,,"Trend",0.993,1115.78,1121.37,"416-3",93,"Alloy 617","Plate",314626
95,"CapPass",246.93,-245.48,,"Trend",1.006,1127.76,1133.27,"416-3",94,"Alloy 617","Plate",314626
96,"CapPass",245.75,-241.72,,"Trend",1.017,1139.68,1145.15,"416-3",95,"Alloy 617","Plate",314626
97,"CapPass",242.89,-244.58,,"Trend",0.993,1151.76,1157.81,"416-3",96,"Alloy 617","Plate",314626
98,"CapPass",249.36,-245.59,,"Trend",1.015,1163.78,1168.63,"416-3",97,"Alloy 617","Plate",314626
99,"CapPass",246.29,-244.66,,"Trend",1.007,1175.40,1181.20,"416-3",98,"Alloy 617","Plate",314626
100,"CapPass",248.18,-246.76,,"Trend",1.006,1187.72,1192.71,"416-3",99,"Alloy 617","Plate",314626
101,"CapPass",237.15,-246.27,,"Trend",0.963,1198.77,1205.50,"416-3",100,"Alloy 617","Plate",314626
102,"CapPass",240.46,-244.53,,"Trend",0.983,1210.96,1217.55,"416-3",101,"Alloy 617","Plate",314626
103,"CapPass",241.54,-245.80,,"Trend",0.983,1223.84,1229.85,"416-3",102,"Alloy 617","Plate",314626
104,"CapPass",244.73,-244.29,,"Trend",1.002,1235.80,1241.87,"416-3",103,"Alloy 617","Plate",314626
105,"CapPass",244.82,-244.08,,"Trend",1.003,1247.75,1253.43,"416-3",104,"Alloy 617","Plate",314626
106,"CapPass",243.18,-242.52,,"Trend",1.003,1259.13,1265.89,"416-3",105,"Alloy 617","Plate",314626
107,"CapPass",243.87,-243.48,,"Trend",1.002,1271.90,1277.70,"416-3",106,"Alloy 617","Plate",314626
108,"CapPass",246.96,-246.20,,"Trend",1.003,1283.86,1289.62,"416-3",107,"Alloy 617","Plate",314626
109,"CapPass",245.67,-246.93,,"Trend",0.995,1295.80,1301.56,"416-3",108,"Alloy 617","Plate",314626
110,"CapPass",244.62,-248.94,,"Trend",0.983,1307.58,1313.70,"416-3",109,"Alloy 617","Plate",314626
111,"CapPass",244.62,-247.74,,"Trend",0.987,1319.30,1325.64,"416-3",110,"Alloy 617","Plate",314626
112,"CapPass",248.66,-247.40,,"Trend",1.005,1331.88,1337.57,"416-3",111,"Alloy 617","Plate",314626
113,"CapPass",242.55,-243.15,,"Trend",0.998,1342.78,1349.95,"416-3",112,"Alloy 617","Plate",314626
114,"CapPass",245.85,-240.56,,"Trend",1.022,1355.93,1361.29,"416-3",113,"Alloy 617","Plate",314626
115,"CapPass",250.70,-250.30,,"Trend",1.002,1367.92,1373.97,"416-3",114,"Alloy 617","Plate",314626
116,"CapPass",248.45,-244.70,,"Trend",1.015,1379.73,1385.63,"416-3",115,"Alloy 617","Plate",314626
117,"CapPass",245.06,-241.71,,"Trend",1.014,1391.04,1397.32,"416-3",116,"Alloy 617","Plate",314626
118,"CapPass",241.05,-246.31,,"Trend",0.979,1403.68,1409.76,"416-3",117,"Alloy 617","Plate",314626
119,"CapPass",244.83,-247.94,,"Trend",0.987,1415.46,1421.84,"416-3",118,"Alloy 617","Plate",314626
120,"CapPass",243.10,-237.82,,"Trend",1.022,1427.38,1433.16,"416-3",119,"Alloy 617","Plate",314626
121,"CapPass",243.68,-243.28,,"Trend",1.002,1439.61,1445.49,"416-3",120,"Alloy 617","Plate",314626
122,"CapPass",242.76,-242.06,,"Trend",1.003,1451.98,1457.55,"416-3",121,"Alloy 617","Plate",314626
123,"CapPass",241.39,-244.99,,"Trend",0.985,1463.38,1470.03,"416-3",122,"Alloy 617","Plate",314626
124,"CapPass",245.24,-242.05,,"Trend",1.013,1475.96,1481.13,"416-3",123,"Alloy 617","Plate",314626
125,"CapPass",244.99,-240.58,,"Trend",1.018,1487.94,1493.57,"416-3",124,"Alloy 617","Plate",314626
126,"CapPass",248.35,-242.75,,"Trend",1.023,1499.36,1505.88,"416-3",125,"Alloy 617","Plate",314626
127,"CapPass",239.55,-243.39,,"Trend",0.984,1511.18,1517.25,"416-3",126,"Alloy 617","Plate",314626
128,"CapPass",238.95,-243.46,,"Trend",0.981,1523.03,1529.59,"416-3",127,"Alloy 617","Plate",314626
129,"CapPass",247.74,-244.07,,"Trend",1.015,1535.99,1541.84,"416-3",128,"Alloy 617","Plate",314626
130,"CapPass",248.34,-243.13,,"Trend",1.021,1547.99,1554.10,"416-3",129,"Alloy 617","Plate",314626
131,"CapPass",248.04,-241.75,,"Trend",1.026,1559.73,1565.19,"416-3",130,"Alloy 617","Plate",314626
132,"CapPass",239.70,-237.33,,"Trend",1.010,1570.95,1577.32,"416-3",131,"Alloy 617","Plate",314626
133,"CapPass",243.30,-249.90,,"Trend",0.974,1583.96,1590.11,"416-3",132,"Alloy 617","Plate",314626
134,"CapPass",246.47,-242.76,,"Trend",1.015,1595.80,1602.10,"416-3",133,"Alloy 617","Plate",314626
135,"CapPass",241.00,-244.17,,"Trend",0.987,1607.93,1613.63,"416-3",134,"Alloy 617","Plate",314626
136,"CapPass",239.93,-238.06,,"Trend",1.008,1619.94,1625.74,"416-3",135,"Alloy 617","Plate",314626
137,"CapPass",242.87,-244.55,,"Trend",0.993,1632.16,1638.12,"416-3",136,"Alloy 617","Plate",314626
138,"CapPass",241.64,-243.74,,"Trend",0.991,1642.94,1650.16,"416-3",137,"Alloy 617","Plate",314626
139,"CapPass",245.19,-250.56,,"Trend",0.979,1655.51,1661.89,"416-3",138,"Alloy 617","Plate",314626
140,"CapPass",242.92,-246.47,,"Trend",0.986,1667.22,1673.90,"416-3",139,"Alloy 617","Plate",314626
141,"CapPass",245.25,-241.70,,"Trend",1.015,1680.04,1685.34,"416-3",140,"Alloy 617","Plate",314626
142,"CapPass",245.01,-245.97,,"Trend",0.996,1691.80,1697.76,"416-3",141,"Alloy 617","Plate",314626
143,"CapPass",244.64,-246.69,,"Trend",0.992,1703.98,1709.83,"416-3",142,"Alloy 617","Plate",314626
144,"CapPass",249.71,-245.38,,"Trend",1.018,1716.14,1722.02,"416-3",143,"Alloy 617","Plate",314626
145,"CapPass",243.93,-243.98,,"Trend",1.000,1727.88,1734.00,"416-3",144,"Alloy 617","Plate",314626
146,"CapPass",247.42,-246.48,,"Trend",1.004,1739.60,1745.78,"416-3",145,"Alloy 617","Plate",314626
147,"CapPass",250.84,-246.67,,"Trend",1.017,1752.09,1758.03,"416-3",146,"Alloy 617","Plate",314626
148,"CapPass",248.70,-249.13,,"Trend",0.998,1764.21,1769.59,"416-3",147,"Alloy 617","Plate",314626
149,"CapPass",244.83,-247.60,,"Trend",0.989,1775.69,1782.01,"416-3",148,"Alloy 617","Plate",314626
150,"CapPass",242.44,-240.40,,"Trend",1.008,1787.68,1794.28,"416-3",149,"Alloy 617","Plate",314626
151,"CapPass",244.19,-240.60,,"Trend",1.015,1799.93,1805.66,"416-3",150,"Alloy 617","Plate",314626
152,"CapPass",242.88,-242.15,,"Trend",1.003,1811.94,1817.67,"416-3",151,"Alloy 617","Plate",314626
153,"CapPass",241.15,-244.03,,"Trend",0.988,1823.73,1829.76,"416-3",152,"Alloy 617","Plate",314626
154,"CapPass",241.57,-245.09,,"Trend",0.986,1836.31,1841.93,"416-3",153,"Alloy 617","Plate",314626
155,"CapPass",244.80,-243.51,,"Trend",1.005,1847.42,1853.65,"416-3",154,"Alloy 617","Plate",314626
156,"CapPass",245.08,-244.03,,"Trend",1.004,1859.98,1865.67,"416-3",155,"Alloy 617","Plate",314626
157,"CapPass",249.09,-248.37,,"Trend",1.003,1872.02,1878.22,"416-3",156,"Alloy 617","Plate",314626
158,"CapPass",245.97,-246.21,,"Trend",0.999,1883.77,1889.90,"416-3",157,"Alloy 617","Plate",314626
159,"CapPass",243.88,-245.47,,"Trend",0.994,1895.14,1902.18,"416-3",158,"Alloy 617","Plate",314626
160,"CapPass",245.93,-246.63,,"Trend",0.997,1907.91,1914.30,"416-3",159,"Alloy 617","Plate",314626
161,"CapPass",241.19,-240.66,,"Trend",1.002,1919.93,1925.96,"416-3",160,"Alloy 617","Plate",314626
162,"CapPass",248.70,-245.79,,"Trend",1.012,1932.38,1938.33,"416-3",161,"Alloy 617","Plate",314626
163,"CapPass",247.68,-247.45,,"Trend",1.001,1944.12,1950.05,"416-3",162,"Alloy 617","Plate",314626
164,"CapPass",241.26,-241.19,,"Trend",1.000,1956.35,1961.50,"416-3",163,"Alloy 617","Plate",314626
165,"CapPass",244.97,-244.38,,"Trend",1.002,1968.00,1974.05,"416-3",164,"Alloy 617","Plate",314626
166,"CapPass",244.57,-244.98,,"Trend",0.998,1980.41,1986.06,"416-3",165,"Alloy 617","Plate",314626
167,"CapPass",248.00,-245.52,,"Trend",1.010,1991.81,1998.30,"416-3",166,"Alloy 617","Plate",314626
168,"CapPass",244.06,-245.41,,"Trend",0.994,2003.62,2010.44,"416-3",167,"Alloy 617","Plate",314626
169,"CapPass",241.73,-249.14,,"Trend",0.970,2015.92,2022.38,"416-3",168,"Alloy 617","Plate",314626
170,"CapPass",246.09,-241.90,,"Trend",1.017,2027.85,2033.91,"416-3",169,"Alloy 617","Plate",314626
171,"CapPass",248.91,-247.17,,"Trend",1.007,2040.46,2046.22,"416-3",170,"Alloy 617","Plate",314626
172,"CapPass",244.61,-247.16,,"Trend",0.990,2052.47,2058.14,"416-3",171,"Alloy 617","Plate",314626
173,"CapPass",244.04,-242.84,,"Trend",1.005,2063.51,2070.48,"416-3",172,"Alloy 617","Plate",314626
174,"CapPass",250.46,-244.58,,"Trend",1.024,2076.37,2082.37,"416-3",173,"Alloy 617","Plate",314626
175,"CapPass",245.17,-239.90,,"Trend",1.022,2088.49,2094.50,"416-3",174,"Alloy 617","Plate",314626
176,"CapPass",244.22,-246.86,,"Trend",0.989,2100.25,2106.37,"416-3",175,"Alloy 617","Plate",314626
177,"CapPass",241.94,-246.15,,"Trend",0.983,2111.76,2118.20,"416-3",176,"Alloy 617","Plate",314626
178,"CapPass",246.44,-249.86,,"Trend",0.986,2124.43,2130.40,"416-3",177,"Alloy 617","Plate",314626
179,"CapPass",244.83,-243.81,,"Trend",1.004,2135.62,2142.53,"416-3",178,"Alloy 617","Plate",314626
180,"CapPass",248.28,-249.30,,"Trend",0.996,2148.11,2154.12,"416-3",179,"Alloy 617","Plate",314626
181,"CapPass",247.92,-245.42,,"Trend",1.010,2160.17,2166.08,"416-3",180,"Alloy 617","Plate",314626
182,"CapPass",251.28,-244.82,,"Trend",1.026,2172.29,2178.16,"416-3",181,"Alloy 617","Plate",314626
183,"CapPass",242.65,-241.82,,"Trend",1.003,2183.43,2189.64,"416-3",182,"Alloy 617","Plate",314626
184,"CapPass",243.61,-247.93,,"Trend",0.983,2195.58,2202.24,"416-3",183,"Alloy 617","Plate",314626
185,"CapPass",248.59,-245.54,,"Trend",1.012,2207.99,2213.88,"416-3",184,"Alloy 617","Plate",314626
186,"CapPass",248.27,-248.41,,"Trend",0.999,2220.50,2226.54,"416-3",185,"Alloy 617","Plate",314626
187,"CapPass",244.20,-249.28,,"Trend",0.980,2232.35,2238.30,"416-3",186,"Alloy 617","Plate",314626
188,"CapPass",249.32,-244.17,,"Trend",1.021,2244.57,2249.96,"416-3",187,"Alloy 617","Plate",314626
189,"CapPass",246.64,-244.50,,"Trend",1.009,2256.58,2262.34,"416-3",188,"Alloy 617","Plate",314626
190,"CapPass",246.12,-245.46,,"Trend",1.003,2268.18,2274.31,"416-3",189,"Alloy 617","Plate",314626
191,"CapPass",246.18,-247.26,,"Trend",0.996,2280.49,2286.64,"416-3",190,"Alloy 617","Plate",314626
192,"CapPass",244.44,-246.72,,"Trend",0.991,2292.41,2298.19,"416-3",191,"Alloy 617","Plate",314626
193,"CapPass",244.28,-243.83,,"Trend",1.002,2303.86,2309.45,"416-3",192,"Alloy 617","Plate",314626
194,"CapPass",247.62,-244.26,,"Trend",1.014,2316.59,2321.24,"416-3",193,"Alloy 617","Plate",314626
195,"CapPass",240.99,-242.97,,"Trend",0.992,2328.68,2333.96,"416-3",194,"Alloy 617","Plate",314626
196,"CapPass",247.94,-242.61,,"Trend",1.022,2340.34,2345.78,"416-3",195,"Alloy 617","Plate",314626
197,"CapPass",246.09,-247.37,,"Trend",0.995,2352.33,2358.29,"416-3",196,"Alloy 617","Plate",314626
198,"CapPass",243.02,-244.58,,"Trend",0.994,2364.69,2370.55,"416-3",197,"Alloy 617","Plate",314626
199,"CapPass",242.73,-243.31,,"Trend",0.998,2375.74,2381.90,"416-3",198,"Alloy 617","Plate",314626
200,"CapPass",245.86,-245.77,,"Trend",1.000,2388.22,2394.25,"416-3",199,"Alloy 617","Plate",314626
201,"CapPass",249.59,-241.89,,"Trend",1.032,2400.72,2406.02,"416-3",200,"Alloy 617","Plate",314626
202,"CapPass",238.34,-243.74,,"Trend",0.978,2412.15,2418.54,"416-3",201,"Alloy 617","Plate",314626
203,"CapPass",245.16,-248.56,,"Trend",0.986,2424.17,2430.74,"416-3",202,"Alloy 617","Plate",314626
204,"CapPass",243.37,-242.89,,"Trend",1.002,2436.01,2441.94,"416-3",203,"Alloy 617","Plate",314626
205,"CapPass",245.73,-244.24,,"Trend",1.006,2447.81,2454.45,"416-3",204,"Alloy 617","Plate",314626
206,"CapPass",246.12,-246.14,,"Trend",1.000,2460.25,2465.94,"416-3",205,"Alloy 617","Plate",314626
207,"CapPass",245.60,-247.88,,"Trend",0.991,2472.08,2478.51,"416-3",206,"Alloy 617","Plate",314626
208,"CapPass",246.29,-244.55,,"Trend",1.007,2484.10,2490.33,"416-3",207,"Alloy 617","Plate",314626
209,"CapPass",241.94,-241.24,,"Trend",1.003,2496.03,2502.80,"416-3",208,"Alloy 617","Plate",314626
210,"CapPass",246.65,-239.08,,"Trend",1.032,2508.29,2513.99,"416-3",209,"Alloy 617","Plate",314626
211,"CapPass",245.35,-250.51,,"Trend",0.979,2520.49,2526.23,"416-3",210,"Alloy 617","Plate",314626
212,"CapPass",242.98,-243.39,,"Trend",0.998,2532.82,2537.90,"416-3",211,"Alloy 617","Plate",314626
213,"CapPass",244.02,-245.02,,"Trend",0.996,2544.33,2550.73,"416-3",212,"Alloy 617","Plate",314626
214,"CapPass",249.71,-245.94,,"Trend",1.015,2556.56,2562.77,"416-3",213,"Alloy 617","Plate",314626
215,"CapPass",237.83,-243.02,,"Trend",0.979,2567.66,2574.05,"416-3",214,"Alloy 617","Plate",314626
216,"CapPass",244.17,-244.55,,"Trend",0.998,2580.38,2586.41,"416-3",215,"Alloy 617","Plate",314626
217,"CapPass",249.13,-242.15,,"Trend",1.029,2592.28,2598.25,"416-3",216,"Alloy 617","Plate",314626
218,"CapPass",248.14,-245.64,,"Trend",1.010,2604.59,2610.88,"416-3",217,"Alloy 617","Plate",314626
219,"CapPass",248.99,-247.89,,"Trend",1.004,2616.31,2622.46,"416-3",218,"Alloy 617","Plate",314626
220,"CapPass",247.92,-248.12,,"Trend",0.999,2628.67,2634.41,"416-3",219,"Alloy 617","Plate",314626
221,"CapPass",246.83,-249.05,,"Trend",0.991,2640.78,2646.47,"416-3",220,"Alloy 617","Plate",314626
222,"CapPass",252.99,-245.85,,"Trend",1.029,2652.85,2658.79,"416-3",221,"Alloy 617","Plate",314626
223,"CapPass",242.55,-243.90,,"Trend",0.994,2663.61,2670.57,"416-3",222,"Alloy 617","Plate",314626
224,"CapPass",250.91,-251.25,,"Trend",0.999,2676.89,2682.45,"416-3",223,"Alloy 617","Plate",314626
225,"CapPass",246.93,-243.78,,"Trend",1.013,2688.47,2693.99,"416-3",224,"Alloy 617","Plate",314626
226,"CapPass",247.23,-245.10,,"Trend",1.009,2700.49,2706.14,"416-3",225,"Alloy 617","Plate",314626
227,"CapPass",248.12,-243.36,,"Trend",1.020,2712.66,2718.87,"416-3",226,"Alloy 617","Plate",314626
228,"CapPass",246.83,-247.56,,"Trend",0.997,2724.71,2730.96,"416-3",227,"Alloy 617","Plate",314626
229,"CapPass",241.25,-245.99,,"Trend",0.981,2736.06,2742.85,"416-3",228,"Alloy 617","Plate",314626
230,"CapPass",247.84,-245.28,,"Trend",1.010,2748.17,2754.98,"416-3",229,"Alloy 617","Plate",314626
231,"CapPass",242.32,-243.41,,"Trend",0.996,2760.05,2766.70,"416-3",230,"Alloy 617","Plate",314626
232,"CapPass",245.56,-243.24,,"Trend",1.010,2772.80,2778.37,"416-3",231,"Alloy 617","Plate",314626
233,"CapPass",249.99,-248.88,,"Trend",1.004,2784.99,2790.97,"416-3",232,"Alloy 617","Plate",314626
234,"CapPass",246.94,-247.16,,"Trend",0.999,2796.68,2802.63,"416-3",233,"Alloy 617","Plate",314626
235,"CapPass",244.38,-243.31,,"Trend",1.004,2808.66,2814.43,"416-3",234,"Alloy 617","Plate",314626
236,"CapPass",245.95,-241.35,,"Trend",1.019,2820.00,2825.87,"416-3",235,"Alloy 617","Plate",314626
237,"CapPass",242.66,-247.41,,"Trend",0.981,2832.42,2838.95,"416-3",236,"Alloy 617","Plate",314626
