"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
2.20,0.00003,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"416-5","Alloy 617",314626,"Plate"
6.69,0.00006,"Qualified",,0.05,"CapPass","Cycle 1",1,2,"416-5","Alloy 617",314626,"Plate"
10.97,0.00008,"Qualified",,0.08,"CapPass","Cycle 1",1,3,"416-5","Alloy 617",314626,"Plate"
14.88,0.00011,"Qualified",,0.11,"CapPass","Cycle 1",1,4,"416-5","Alloy 617",314626,"Plate"
18.42,0.00013,"Qualified",,0.14,"CapPass","Cycle 1",1,5,"416-5","Alloy 617",314626,"Plate"
22.22,0.00016,"Qualified",,0.19,"CapPass","Cycle 1",1,6,"416-5","Alloy 617",314626,"Plate"
25.07,0.00018,"Qualified",,0.25,"CapPass","Cycle 1",1,7,"416-5","Alloy 617",314626,"Plate"
29.23,0.00021,"Qualified",,0.31,"CapPass","Cycle 1",1,8,"416-5","Alloy 617",314626,"Plate"
33.25,0.00024,"Qualified",,0.36,"CapPass","Cycle 1",1,9,"416-5","Alloy 617",314626,"Plate"
37.88,0.00026,"Qualified",,0.38,"CapPass","Cycle 1",1,10,"416-5","Alloy 617",314626,"Plate"
41.74,0.00029,"Qualified",,0.40,"CapPass","Cycle 1",1,11,"416-5","Alloy 617",314626,"Plate"
45.26,0.00031,"Qualified",,0.41,"CapPass","Cycle 1",1,12,"416-5","Alloy 617",314626,"Plate"
48.82,0.00034,"Qualified",,0.43,"CapPass","Cycle 1",1,13,"416-5","Alloy 617",314626,"Plate"
52.32,0.00036,"Qualified",,0.45,"CapPass","Cycle 1",1,14,"416-5","Alloy 617",314626,"Plate"
55.80,0.00039,"Qualified",,0.47,"CapPass","Cycle 1",1,15,"416-5","Alloy 617",314626,"Plate"
59.17,0.00041,"Qualified",,0.49,"CapPass","Cycle 1",1,16,"416-5","Alloy 617",314626,"Plate"
62.78,0.00044,"Qualified",,0.52,"CapPass","Cycle 1",1,17,"416-5","Alloy 617",314626,"Plate"
66.49,0.00046,"Qualified",,0.55,"CapPass","Cycle 1",1,18,"416-5","Alloy 617",314626,"Plate"
69.80,0.00049,"Qualified",,0.58,"CapPass","Cycle 1",1,19,"416-5","Alloy 617",314626,"Plate"
73.10,0.00052,"Qualified",,0.62,"CapPass","Cycle 1",1,20,"416-5","Alloy 617",314626,"Plate"
76.51,0.00054,"Qualified",,0.65,"CapPass","Cycle 1",1,21,"416-5","Alloy 617",314626,"Plate"
80.03,0.00057,"Qualified",,0.69,"CapPass","Cycle 1",1,22,"416-5","Alloy 617",314626,"Plate"
84.04,0.00059,"Qualified",,0.73,"CapPass","Cycle 1",1,23,"416-5","Alloy 617",314626,"Plate"
88.10,0.00062,"Qualified",,0.76,"CapPass","Cycle 1",1,24,"416-5","Alloy 617",314626,"Plate"
92.12,0.00064,"Qualified",,0.79,"CapPass","Cycle 1",1,25,"416-5","Alloy 617",314626,"Plate"
96.41,0.00067,"Qualified",,0.82,"CapPass","Cycle 1",1,26,"416-5","Alloy 617",314626,"Plate"
96.58,0.00067,"Qualified",,0.82,"CapPass","Cycle 1",1,27,"416-5","Alloy 617",314626,"Plate"
100.36,0.00069,"Qualified",,0.84,"CapPass","Cycle 1",1,28,"416-5","Alloy 617",314626,"Plate"
104.17,0.00072,"Qualified",,0.86,"CapPass","Cycle 1",1,29,"416-5","Alloy 617",314626,"Plate"
107.92,0.00074,"Qualified",,0.88,"CapPass","Cycle 1",1,30,"416-5","Alloy 617",314626,"Plate"
111.84,0.00077,"Qualified",,0.89,"CapPass","Cycle 1",1,31,"416-5","Alloy 617",314626,"Plate"
115.61,0.00080,"Qualified",,0.91,"CapPass","Cycle 1",1,32,"416-5","Alloy 617",314626,"Plate"
119.41,0.00082,"Qualified",,0.93,"CapPass","Cycle 1",1,33,"416-5","Alloy 617",314626,"Plate"
124.16,0.00085,"Qualified",,0.95,"CapPass","Cycle 1",1,34,"416-5","Alloy 617",314626,"Plate"
127.83,0.00087,"Qualified",,0.97,"CapPass","Cycle 1",1,35,"416-5","Alloy 617",314626,"Plate"
131.85,0.00090,"Qualified",,0.99,"CapPass","Cycle 1",1,36,"416-5","Alloy 617",314626,"Plate"
135.63,0.00093,"Qualified",,1.01,"CapPass","Cycle 1",1,37,"416-5","Alloy 617",314626,"Plate"
139.19,0.00095,"Qualified",,1.03,"CapPass","Cycle 1",1,38,"416-5","Alloy 617",314626,"Plate"
143.01,0.00098,"Qualified",,1.05,"CapPass","Cycle 1",1,39,"416-5","Alloy 617",314626,"Plate"
