"Stress Mpa","Strain","Qual State","Qual Exceptions","Elapsed Time Sec","Data State","Cycle Label","Cycle","Count","Sample","Alloy","Heat","Material_Form"
11.56,0.00005,"Qualified",,0.00,"CapPass","Cycle 1",1,1,"43-8","Alloy 617",314626,"Plate"
13.09,0.00007,"Qualified",,0.22,"CapPass","Cycle 1",1,2,"43-8","Alloy 617",314626,"Plate"
17.00,0.00010,"Qualified",,0.62,"CapPass","Cycle 1",1,3,"43-8","Alloy 617",314626,"Plate"
22.07,0.00015,"Qualified",,0.97,"CapPass","Cycle 1",1,4,"43-8","Alloy 617",314626,"Plate"
26.39,0.00018,"Qualified",,1.22,"CapPass","Cycle 1",1,5,"43-8","Alloy 617",314626,"Plate"
30.05,0.00020,"Qualified",,1.57,"CapPass","Cycle 1",1,6,"43-8","Alloy 617",314626,"Plate"
35.00,0.00025,"Qualified",,2.20,"CapPass","Cycle 1",1,7,"43-8","Alloy 617",314626,"Plate"
35.09,0.00025,"Qualified",,2.22,"CapPass","Cycle 1",1,8,"43-8","Alloy 617",314626,"Plate"
37.60,0.00030,"Qualified",,2.81,"CapPass","Cycle 1",1,9,"43-8","Alloy 617",314626,"Plate"
43.87,0.00034,"Qualified",,3.22,"CapPass","Cycle 1",1,10,"43-8","Alloy 617",314626,"Plate"
45.29,0.00035,"Qualified",,3.41,"CapPass","Cycle 1",1,11,"43-8","Alloy 617",314626,"Plate"
48.35,0.00040,"Qualified",,3.80,"CapPass","Cycle 1",1,12,"43-8","Alloy 617",314626,"Plate"
54.38,0.00045,"Qualified",,4.07,"CapPass","Cycle 1",1,13,"43-8","Alloy 617",314626,"Plate"
56.55,0.00047,"Qualified",,4.22,"CapPass","Cycle 1",1,14,"43-8","Alloy 617",314626,"Plate"
61.93,0.00050,"Qualified",,4.57,"CapPass","Cycle 1",1,15,"43-8","Alloy 617",314626,"Plate"
68.01,0.00055,"Qualified",,5.03,"CapPass","Cycle 1",1,16,"43-8","Alloy 617",314626,"Plate"
69.84,0.00057,"Qualified",,5.22,"CapPass","Cycle 1",1,17,"43-8","Alloy 617",314626,"Plate"
72.77,0.00060,"Qualified",,5.57,"CapPass","Cycle 1",1,18,"43-8","Alloy 617",314626,"Plate"
77.09,0.00065,"Qualified",,6.01,"CapPass","Cycle 1",1,19,"43-8","Alloy 617",314626,"Plate"
78.33,0.00066,"Qualified",,6.22,"CapPass","Cycle 1",1,20,"43-8","Alloy 617",314626,"Plate"
83.78,0.00070,"Qualified",,6.69,"CapPass","Cycle 1",1,21,"43-8","Alloy 617",314626,"Plate"
92.18,0.00074,"Qualified",,7.22,"CapPass","Cycle 1",1,22,"43-8","Alloy 617",314626,"Plate"
94.29,0.00075,"Qualified",,7.33,"CapPass","Cycle 1",1,23,"43-8","Alloy 617",314626,"Plate"
106.08,0.00080,"Qualified",,7.87,"CapPass","Cycle 1",1,24,"43-8","Alloy 617",314626,"Plate"
111.69,0.00085,"Qualified",,8.22,"CapPass","Cycle 1",1,25,"43-8","Alloy 617",314626,"Plate"
112.02,0.00085,"Qualified",,8.25,"CapPass","Cycle 1",1,26,"43-8","Alloy 617",314626,"Plate"
120.42,0.00090,"Qualified",,8.76,"CapPass","Cycle 1",1,27,"43-8","Alloy 617",314626,"Plate"
125.06,0.00095,"Qualified",,9.19,"CapPass","Cycle 1",1,28,"43-8","Alloy 617",314626,"Plate"
125.23,0.00096,"Qualified",,9.22,"CapPass","Cycle 1",1,29,"43-8","Alloy 617",314626,"Plate"
126.11,0.00100,"Qualified",,9.55,"CapPass","Cycle 1",1,30,"43-8","Alloy 617",314626,"Plate"
125.58,0.00105,"Qualified",,10.17,"CapPass","Cycle 1",1,31,"43-8","Alloy 617",314626,"Plate"
125.88,0.00106,"Qualified",,10.22,"CapPass","Cycle 1",1,32,"43-8","Alloy 617",314626,"Plate"
127.02,0.00110,"Qualified",,10.60,"CapPass","Cycle 1",1,33,"43-8","Alloy 617",314626,"Plate"
127.00,0.00115,"Qualified",,11.14,"CapPass","Cycle 1",1,34,"43-8","Alloy 617",314626,"Plate"
127.22,0.00115,"Qualified",,11.22,"CapPass","Cycle 1",1,35,"43-8","Alloy 617",314626,"Plate"
129.31,0.00120,"Qualified",,11.60,"CapPass","Cycle 1",1,36,"43-8","Alloy 617",314626,"Plate"
130.15,0.00125,"Qualified",,12.13,"CapPass","Cycle 1",1,37,"43-8","Alloy 617",314626,"Plate"
130.38,0.00126,"Qualified",,12.22,"CapPass","Cycle 1",1,38,"43-8","Alloy 617",314626,"Plate"
131.20,0.00130,"Qualified",,12.60,"CapPass","Cycle 1",1,39,"43-8","Alloy 617",314626,"Plate"
131.28,0.00135,"Qualified",,13.05,"CapPass","Cycle 1",1,40,"43-8","Alloy 617",314626,"Plate"
130.81,0.00138,"Qualified",,13.22,"CapPass","Cycle 1",1,41,"43-8","Alloy 617",314626,"Plate"
130.05,0.00140,"Qualified",,13.62,"CapPass","Cycle 1",1,42,"43-8","Alloy 617",314626,"Plate"
130.45,0.00145,"Qualified",,13.94,"CapPass","Cycle 1",1,43,"43-8","Alloy 617",314626,"Plate"
128.23,0.00148,"Qualified",,14.22,"CapPass","Cycle 1",1,44,"43-8","Alloy 617",314626,"Plate"
127.22,0.00150,"Qualified",,14.58,"CapPass","Cycle 1",1,45,"43-8","Alloy 617",314626,"Plate"
128.20,0.00155,"Qualified",,15.08,"CapPass","Cycle 1",1,46,"43-8","Alloy 617",314626,"Plate"
128.61,0.00157,"Qualified",,15.22,"CapPass","Cycle 1",1,47,"43-8","Alloy 617",314626,"Plate"
129.95,0.00160,"Qualified",,15.47,"CapPass","Cycle 1",1,48,"43-8","Alloy 617",314626,"Plate"
128.48,0.00165,"Qualified",,15.88,"CapPass","Cycle 1",1,49,"43-8","Alloy 617",314626,"Plate"
124.66,0.00170,"Qualified",,16.22,"CapPass","Cycle 1",1,50,"43-8","Alloy 617",314626,"Plate"
123.77,0.00170,"Qualified",,16.28,"CapPass","Cycle 1",1,51,"43-8","Alloy 617",314626,"Plate"
116.21,0.00175,"Qualified",,16.88,"CapPass","Cycle 1",1,52,"43-8","Alloy 617",314626,"Plate"
115.96,0.00178,"Qualified",,17.22,"CapPass","Cycle 1",1,53,"43-8","Alloy 617",314626,"Plate"
116.74,0.00180,"Qualified",,17.56,"CapPass","Cycle 1",1,54,"43-8","Alloy 617",314626,"Plate"
119.52,0.00185,"Qualified",,18.08,"CapPass","Cycle 1",1,55,"43-8","Alloy 617",314626,"Plate"
120.86,0.00186,"Qualified",,18.22,"CapPass","Cycle 1",1,56,"43-8","Alloy 617",314626,"Plate"
123.18,0.00190,"Qualified",,18.50,"CapPass","Cycle 1",1,57,"43-8","Alloy 617",314626,"Plate"
123.39,0.00195,"Qualified",,19.08,"CapPass","Cycle 1",1,58,"43-8","Alloy 617",314626,"Plate"
124.34,0.00197,"Qualified",,19.22,"CapPass","Cycle 1",1,59,"43-8","Alloy 617",314626,"Plate"
125.23,0.00200,"Qualified",,19.45,"CapPass","Cycle 1",1,60,"43-8","Alloy 617",314626,"Plate"
123.37,0.00205,"Qualified",,19.90,"CapPass","Cycle 1",1,61,"43-8","Alloy 617",314626,"Plate"
121.19,0.00210,"Qualified",,20.22,"CapPass","Cycle 1",1,62,"43-8","Alloy 617",314626,"Plate"
120.70,0.00210,"Qualified",,20.27,"CapPass","Cycle 1",1,63,"43-8","Alloy 617",314626,"Plate"
117.07,0.00215,"Qualified",,20.82,"CapPass","Cycle 1",1,64,"43-8","Alloy 617",314626,"Plate"
114.02,0.00219,"Qualified",,21.22,"CapPass","Cycle 1",1,65,"43-8","Alloy 617",314626,"Plate"
113.36,0.00220,"Qualified",,21.34,"CapPass","Cycle 1",1,66,"43-8","Alloy 617",314626,"Plate"
111.92,0.00225,"Qualified",,21.87,"CapPass","Cycle 1",1,67,"43-8","Alloy 617",314626,"Plate"
